page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v44_token_glosses_de	v45_token_glosses_de	v45_working_translation_de	v44_unknown_tokens	v45_unknown_tokens	v45_complete
f30v	f30v.10	H	1	3	otcheor	EXACT_WHOLE	sho sheoldy otcheor daiin	feuchter Ansatz | Drogenstoff bis zur Mittelstufe einweichen und fertigstellen | [otcheor:?] | Menge/Portion III	feuchter Ansatz | Drogenstoff bis zur Mittelstufe einweichen und fertigstellen | eine Portion Ansatz abkühlen und bis zur Mittelstufe trocknen | Menge/Portion III	feuchter Ansatz; Drogenstoff bis zur Mittelstufe einweichen und fertigstellen; eine Portion Ansatz abkühlen und bis zur Mittelstufe trocknen; Menge/Portion III	1	0	1
f32r	f32r.14	H	1	5	cths	EXACT_WHOLE	schey qot shey daiin cths	Samen/Saatgut, trocken gebunden, Form I | kalt und bis zur mittleren Einweichstufe | feucht in der Mitte des Grades | Grad-/Maßwert III | [cths:?]	Samen/Saatgut, trocken gebunden, Form I | kalt und bis zur mittleren Einweichstufe | feucht in der Mitte des Grades | Grad-/Maßwert III | eine Charge Krautdroge	Samen/Saatgut, trocken gebunden, Form I; kalt und bis zur mittleren Einweichstufe; drei Maße; eine Charge Krautdroge	1	0	1
f32v	f32v.4	H	1	6	qotcho	QOTCHO_ACTION	or chr chor dor chaiin qotcho r chy dcho daiin	Drogenportion | [chr:?] | Pflanzen-/Reproduktionsteil | miss eine Portion Droge ab | trocken, Grad III | [qotcho:?] | Wurzel | trocken am Anfang des Grades | [dcho:?] | Grad-/Maßwert III	Drogenportion | [chr:?] | Pflanzen-/Reproduktionsteil | miss eine Portion Droge ab | trocken, Grad III | kühle, trockne und setze an | Wurzel | trocken am Anfang des Grades | [dcho:?] | Grad-/Maßwert III	Drogenportion; [chr:?]; Pflanzenteil; miss eine Portion Droge ab; trocken, Grad III; kühle, trockne und setze an; Wurzel; angetrocknet; [dcho:?]; drei Maße	3	2	0
f33v	f33v.1	H	1	6	dols	EXACT_WHOLE	tar ar daiin ydain cthey dols sheky ar aiin	kalte Drogenfraktion I | Drogenfraktion I | Grad-/Maßwert III | davon zwei Maße | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [dols:?] | bis zur Mittelstufe einweichen, erhitzen und abschließen | Drogenfraktion I | Menge III	kalte Drogenfraktion I | Drogenfraktion I | Grad-/Maßwert III | davon zwei Maße | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | eine Charge Drogenstoff abmessen | bis zur Mittelstufe einweichen, erhitzen und abschließen | Drogenfraktion I | Menge III	kalte Drogenfraktion I; Drogenfraktion I; drei Maße; davon zwei Maße; Krautdroge, Form I; Blatt-/Krautdroge, Form I; eine Charge Drogenstoff abmessen; bis zur Mittelstufe einweichen, erhitzen und abschließen; Drogenfraktion I; drei Teile	1	0	1
f34r	f34r.9	H	1	2	qod	QOD_ACTION	ykchdy qod ar ch ay or lchey todaly okaiin dardy	[ykchdy:?] | [qod:?] | Drogenfraktion I | trockne | ein gleicher Teil, abgeschlossen | Drogenportion | Drogenholz, trocken gebunden, Form I | [todaly:?] | heiß, Grad III, im Ansatzrahmen | [dardy:?]	[ykchdy:?] | die Zubereitung abschließen | Drogenfraktion I | trockne | ein gleicher Teil, abgeschlossen | Drogenportion | Drogenholz, trocken gebunden, Form I | [todaly:?] | heiß, Grad III, im Ansatzrahmen | [dardy:?]	[ykchdy:?]; die Zubereitung abschließen; Drogenfraktion I; trockne Folgendes: ein gleicher Teil, abgeschlossen; Drogenportion; Drogenholz, trocken gebunden, Form I; [todaly:?]; Ansatz auf Heizstufe III; [dardy:?]	4	3	0
f35r	f35r.13	H	1	3	qokchaiin	QOKCHAIIN_ACTION	qokoiin chaiin qokchaiin lshy lodaly oteey taiin	[qokoiin:?] | trocken, Grad III | [qokchaiin:?] | [lshy:?] | [lodaly:?] | kalter Ansatz am Ende des Grades | kalt, Grad III	[qokoiin:?] | trocken, Grad III | erhitze drei Teile getrocknete Droge | [lshy:?] | [lodaly:?] | kalter Ansatz am Ende des Grades | kalt, Grad III	[qokoiin:?]; trocken, Grad III; erhitze drei Teile getrocknete Droge; [lshy:?]; [lodaly:?]; Ansatz auf Kühlendstufe; kalt, Grad III	4	3	0
f35v	f35v.9	H	1	1	qokchaiin	QOKCHAIIN_ACTION	qokchaiin cho ksho l choiin	[qokchaiin:?] | Trockenansatz | erhitze, weiche ein und setze an | Pfund / Gewichtseinheit | trockene Zubereitungsform III	erhitze drei Teile getrocknete Droge | Trockenansatz | erhitze, weiche ein und setze an | Pfund / Gewichtseinheit | trockene Zubereitungsform III	erhitze drei Teile getrocknete Droge; Trockenansatz; erhitze, weiche ein und setze an; ein Pfund; trockene Zubereitungsform III	1	0	1
f37v	f37v.12	H	1	5	tody	TODY_ACTION	chor shyly sheaiin do tody	Pflanzen-/Reproduktionsteil | [shyly:?] | [sheaiin:?] | [do:?] | [tody:?]	Pflanzen-/Reproduktionsteil | [shyly:?] | [sheaiin:?] | [do:?] | kalten Ansatz fertigstellen	Pflanzenteil; [shyly:?]; [sheaiin:?]; [do:?]; kalten Ansatz fertigstellen	4	3	0
f37v	f37v.22	H	1	2	ytoiin	EXACT_WHOLE	qotol ytoiin choy	kaltes Material | [ytoiin:?] | Trockenansatz leicht abschließen	kaltes Material | kühle hiervon einen Ansatz in Zubereitungsform III | Trockenansatz leicht abschließen	kaltes Material; kühle hiervon einen Ansatz in Zubereitungsform III; Trockenansatz leicht abschließen	1	0	1
f38r	f38r.2	H	1	3	ytoiin	EXACT_WHOLE	okshey chodys ytoiin otaiin otaiin cthar	heiß-feuchter Ansatz in der Mitte des Grades | [chodys:?] | [ytoiin:?] | kalt im Zubereitungsrahmen, Grad III | kalt im Zubereitungsrahmen, Grad III | CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I	heiß-feuchter Ansatz in der Mitte des Grades | [chodys:?] | kühle hiervon einen Ansatz in Zubereitungsform III | kalt im Zubereitungsrahmen, Grad III | kalt im Zubereitungsrahmen, Grad III | CTH-Drogenfraktion I; im Herbal Blatt-/Krautfraktion I	heiß-feuchter Ansatz in der Mitte des Grades; [chodys:?]; kühle hiervon einen Ansatz in Zubereitungsform III; kalt im Zubereitungsrahmen, Grad III; kalt im Zubereitungsrahmen, Grad III; CTH-Drogenfraktion I; Blatt-/Krautfraktion I	2	1	0
f38v	f38v.4	H	2	5|6	chotey|tody	CHOTEY_ACTION|TODY_ACTION	okeey d aiin qokeey chotey tody oky aiiin d	heißer Ansatz am Ende des Grades | Dosis | Menge III | heiß am Ende des Grades | [chotey:?] | [tody:?] | heißer Ansatz am Anfang des Grades | Menge-/Klassenwert IV | Dosis	heißer Ansatz am Ende des Grades | Dosis | Menge III | heiß am Ende des Grades | Trockenansatz bis zur Mittelstufe abkühlen und abschließen | kalten Ansatz fertigstellen | heißer Ansatz am Anfang des Grades | Menge-/Klassenwert IV | Dosis	Ansatz auf Heizendstufe; Dosis; drei Teile; bis zur Heizendstufe; Trockenansatz bis zur Mittelstufe abkühlen und abschließen; kalten Ansatz fertigstellen; leicht erhitzter Ansatz; vier Teile; Dosis	2	0	1
f3r	f3r.18	H	1	5	opchol	EXACT_WHOLE	pcheoldom shodaiin qopchor qopol opchol qoty otolom	[pcheoldom:?] | drei Dosen Feuchtansatz | [qopchor:?] | [qopol:?] | [opchol:?] | kalt am Anfang des Grades | [otolom:?]	[pcheoldom:?] | drei Dosen Feuchtansatz | [qopchor:?] | [qopol:?] | getrockneter Pulverstoff im Ansatz | kalt am Anfang des Grades | [otolom:?]	[pcheoldom:?]; drei Dosen Feuchtansatz; [qopchor:?]; [qopol:?]; getrockneter Pulverstoff im Ansatz; leicht gekühlt; [otolom:?]	5	4	0
f40v	f40v.17	H	1	6	okees	EXACT_WHOLE	tochey qokeedy qokaiin okeos qokar okees ar oky	[tochey:?] | heiß am Ende des Grades, abgeschlossen | heiß, Grad III | [okeos:?] | heiße Drogenfraktion I | [okees:?] | Drogenfraktion I | heißer Ansatz am Anfang des Grades	[tochey:?] | heiß am Ende des Grades, abgeschlossen | heiß, Grad III | [okeos:?] | heiße Drogenfraktion I | Charge vollständig erhitzten Ansatzes | Drogenfraktion I | heißer Ansatz am Anfang des Grades	[tochey:?]; bis zur Heizendstufe gebracht; heiß, Grad III; [okeos:?]; heiße Drogenfraktion I; Charge vollständig erhitzten Ansatzes; Drogenfraktion I; leicht erhitzter Ansatz	3	2	0
f42v	f42v.12	H	1	6	chkchy	CHKCHY_ACTION	chotcheey chol ol chaiin oteeaiin chkchy taiin y	[chotcheey:?] | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken, Grad III | [oteeaiin:?] | [chkchy:?] | kalt, Grad III | Eintrag abgeschlossen	[chotcheey:?] | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken, Grad III | [oteeaiin:?] | trocknen, erhitzen, erneut trocknen und abschließen | kalt, Grad III | Eintrag abgeschlossen	[chotcheey:?]; Trockengut; Grundansatz; trocken, Grad III; [oteeaiin:?]; trocknen, erhitzen, erneut trocknen und abschließen; kalt, Grad III.	3	2	0
f42v	f42v.4	H	1	2	chkchy	CHKCHY_ACTION	qotchy chkchy sar dy odaiil ykchy o kol dg	kalt und trocken am Anfang des Grades | [chkchy:?] | Samenfraktion I | Qualitäts-/Wertfeld geschlossen | [odaiil:?] | Eintrag/Bezug: heiß-trocken am Gradanfang | Ansatz mit heiß; nominal heißes Gut/Material | heiß; nominal heißes Gut/Material | [dg:?]	kalt und trocken am Anfang des Grades | trocknen, erhitzen, erneut trocknen und abschließen | Samenfraktion I | Qualitäts-/Wertfeld geschlossen | [odaiil:?] | Eintrag/Bezug: heiß-trocken am Gradanfang | Ansatz mit heiß; nominal heißes Gut/Material | heiß; nominal heißes Gut/Material | [dg:?]	kalt und angetrocknet; trocknen, erhitzen, erneut trocknen und abschließen; Samenfraktion I; [odaiil:?]; Eintrag/Bezug: heiß-trocken am Gradanfang; Ansatz mit heiß; nominal heißes Gut/Material; [dg:?]	3	2	0
f43r	f43r.2	H	1	9	daral	EXACT_WHOLE	yteody oteol ytedy ar chety dar aiir okaldy daral otchdy daiin dals	Eintrag/Bezug: kalte Zubereitung, abgeschlossen | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | [ytedy:?] | Drogenfraktion I | trocken-kalte gebundene Form | abgemessene Fraktion I | [aiir:?] | [okaldy:?] | [daral:?] | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen | Grad-/Maßwert III | [dals:?]	Eintrag/Bezug: kalte Zubereitung, abgeschlossen | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | [ytedy:?] | Drogenfraktion I | trocken-kalte gebundene Form | abgemessene Fraktion I | [aiir:?] | [okaldy:?] | erste Fraktion Rohdroge I abmessen | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen | Grad-/Maßwert III | [dals:?]	Eintrag/Bezug: kalte Zubereitung, abgeschlossen; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; [ytedy:?]; Drogenfraktion I; trocken-kalte gebundene Form; abgemessene Fraktion I; [aiir:?]; [okaldy:?]; erste Fraktion Rohdroge I abmessen; kalt-trockener Ansatz am Anfang des Grades, abgeschlossen; drei Maße; [dals:?]	5	4	0
f43v	f43v.3	H	1	1	tody	TODY_ACTION	tody teedy qot chocthy chky oky chdy okedy ykaiin chey ody dary	[tody:?] | kalt am Ende des Grades, abgeschlossen | kühle Folgendes ab | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | getrocknete Droge leicht erhitzen | heißer Ansatz am Anfang des Grades | trocken am Anfang des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | erhitze hiervon auf Stufe III | trocken in der Mitte des Grades | fertiggestellter Ansatz | abgemessene Fraktion I, abgeschlossen	kalten Ansatz fertigstellen | kalt am Ende des Grades, abgeschlossen | kühle Folgendes ab | trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung | getrocknete Droge leicht erhitzen | heißer Ansatz am Anfang des Grades | trocken am Anfang des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades, abgeschlossen | erhitze hiervon auf Stufe III | trocken in der Mitte des Grades | fertiggestellter Ansatz | abgemessene Fraktion I, abgeschlossen	kalten Ansatz fertigstellen; bis zur Kühlendstufe gebracht; kühle Folgendes ab; trockene CTH-Drogenzubereitung; trockene Blatt-/Krautzubereitung; getrocknete Droge leicht erhitzen; leicht erhitzter Ansatz; angetrocknet; Ansatz bis zur mittleren Heizstufe, abgeschlossen; erhitze hiervon auf Stufe III; bis zur mittleren Trockenstufe; fertiggestellter Ansatz; abgemessene Fraktion I, abgeschlossen	1	0	1
f44v	f44v.5	H	1	5	ykchor	EXACT_WHOLE	oain shol cthy cphaiin ykchor otchy qoty ytchear cthain	zwei Teile Ansatz | feucht; nominal feuchtes Gut/Material | CTH-Drogenmaterial | [cphaiin:?] | [ykchor:?] | kalt-trockener Ansatz am Anfang des Grades | kalt am Anfang des Grades | [ytchear:?] | Blatt-/Krautgut, Menge/Klasse II	zwei Teile Ansatz | feucht; nominal feuchtes Gut/Material | CTH-Drogenmaterial | [cphaiin:?] | erhitze hiervon den Pflanzenteil | kalt-trockener Ansatz am Anfang des Grades | kalt am Anfang des Grades | [ytchear:?] | Blatt-/Krautgut, Menge/Klasse II	zwei Teile Ansatz; Feuchtgut; Krautdroge; [cphaiin:?]; erhitze hiervon den Pflanzenteil; kalt-trockener Ansatz am Anfang des Grades; leicht gekühlt; [ytchear:?]; Blatt-/Krautgut, Menge/Klasse II	3	2	0
f45v	f45v.9	H	1	7	ykchom	EXACT_WHOLE	ychor cthy chol qokom sy sa ykchom	nimm hiervon den Pflanzenteil | CTH-Drogenmaterial | trocken; nominal trockenes Gut/Material | erhitze eine Handvoll Ansatz | Saatgut in Grundform | gib Saatgut zu | [ykchom:?]	nimm hiervon den Pflanzenteil | CTH-Drogenmaterial | trocken; nominal trockenes Gut/Material | erhitze eine Handvoll Ansatz | Saatgut in Grundform | gib Saatgut zu | erhitze und trockne hiervon eine Handvoll Ansatz	nimm hiervon den Pflanzenteil; Krautdroge; Trockengut; erhitze eine Handvoll Ansatz; Saatgut in Grundform; gib einen Teil Saatgut hinzu; erhitze und trockne hiervon eine Handvoll Ansatz	1	0	1
f46r	f46r.5	H	1	3	ykey	YKEY_ACTION	okeedy shekeey ykey shedy chdy shky qotsheod ytedy ytey cheor	heißer Ansatz am Ende des Grades, abgeschlossen | [shekeey:?] | [ykey:?] | feucht in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | [shky:?] | [qotsheod:?] | [ytedy:?] | [ytey:?] | trockener Drogenteil	heißer Ansatz am Ende des Grades, abgeschlossen | [shekeey:?] | erhitze hiervon bis zur Mittelstufe und schließe ab | feucht in der Mitte des Grades, abgeschlossen | trocken am Anfang des Grades, abgeschlossen | [shky:?] | [qotsheod:?] | [ytedy:?] | [ytey:?] | trockener Drogenteil	Ansatz auf Heizendstufe abgeschlossen; [shekeey:?]; erhitze hiervon bis zur Mittelstufe und schließe ab; bis zur mittleren Einweichstufe gebracht; angetrocknet; [shky:?]; [qotsheod:?]; [ytedy:?]; [ytey:?]; trockener Drogenteil	6	5	0
f46v	f46v.2	H	1	13	tody	TODY_ACTION	ytair aiin otchdy okaly daiin qokedy otar ar oldy otedy saim okey tody daiin	[ytair:?] | Menge III | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen | Rohstoff-I-Ansatz leicht erhitzen und abschließen | Grad-/Maßwert III | heiß in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | Drogenfraktion I | fertiger, abgeseihter Auszug | kalter Ansatz in der Mitte des Grades, abgeschlossen | Samendroge: Mengenklasse II | heißer Ansatz in der Mitte des Grades | [tody:?] | Grad-/Maßwert III	[ytair:?] | Menge III | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen | Rohstoff-I-Ansatz leicht erhitzen und abschließen | Grad-/Maßwert III | heiß in der Mitte des Grades, abgeschlossen | kalte Drogenfraktion I im Ansatz | Drogenfraktion I | fertiger, abgeseihter Auszug | kalter Ansatz in der Mitte des Grades, abgeschlossen | Samendroge: Mengenklasse II | heißer Ansatz in der Mitte des Grades | kalten Ansatz fertigstellen | Grad-/Maßwert III	[ytair:?]; drei Teile; kalt-trockener Ansatz am Anfang des Grades, abgeschlossen; Rohstoff-I-Ansatz leicht erhitzen und abschließen; drei Maße; bis zur mittleren Heizstufe gebracht; kalte Drogenfraktion I im Ansatz; Drogenfraktion I; fertiger Holzdrogenansatz; Ansatz auf mittlerer Kühlstufe abgeschlossen; Samendroge: Mengenklasse II; Ansatz bis zur mittleren Heizstufe; kalten Ansatz fertigstellen; drei Maße	2	1	0
f47v	f47v.3	H	1	6	chkchy	CHKCHY_ACTION	shol char oteol dor otchol chkchy daiin	feucht; nominal feuchtes Gut/Material | Trockenfraktion I | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | miss eine Portion Droge ab | kalt-trockener Zubereitungsstoff | [chkchy:?] | Grad-/Maßwert III	feucht; nominal feuchtes Gut/Material | Trockenfraktion I | Drogenstoff im Ansatz bis zur Mittelstufe abkühlen | miss eine Portion Droge ab | kalt-trockener Zubereitungsstoff | trocknen, erhitzen, erneut trocknen und abschließen | Grad-/Maßwert III	Feuchtgut; Trockenfraktion I; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen; miss eine Portion Droge ab; kalt-trockener Zubereitungsstoff; trocknen, erhitzen, erneut trocknen und abschließen; drei Maße	1	0	1
f49r	f49r.18	H	1	5	dcheeey	EXACT_WHOLE	sheor cheol od cho dcheeey qot chotchy	feuchter Drogenteil | trockener Drogenstoff | miss vom Ansatz ab | Trockenansatz | [dcheeey:?] | kühle Folgendes ab | Trockenansatz aus kalt getrockneter Droge in Grundform	feuchter Drogenteil | trockener Drogenstoff | miss vom Ansatz ab | Trockenansatz | eine Dosis bis zur letzten Stufe trocknen und abschließen | kühle Folgendes ab | Trockenansatz aus kalt getrockneter Droge in Grundform	feuchter Drogenteil; trockener Drogenstoff; miss vom Ansatz ab; Trockenansatz; eine Dosis bis zur letzten Stufe trocknen und abschließen; kühle Folgendes ab	1	0	1
f49r	f49r.20	H	1	1	qotcho	QOTCHO_ACTION	qotcho chods cho chochy chs oriin	[qotcho:?] | [chods:?] | Trockenansatz | Trockenansatz nochmals leicht trocknen | Trockengut, Grundform | [oriin:?]	kühle, trockne und setze an | [chods:?] | Trockenansatz | Trockenansatz nochmals leicht trocknen | Trockengut, Grundform | [oriin:?]	kühle, trockne und setze an; [chods:?]; Trockenansatz; Trockenansatz nochmals leicht trocknen; Trockengut, Grundform; [oriin:?]	3	2	0
f49r	f49r.3	H	1	6	cheoraiin	EXACT_WHOLE	dsho dchor dchor daiin dor cheoraiin	[dsho:?] | abgemessener Pflanzenteil | abgemessener Pflanzenteil | Menge/Portion III | miss eine Portion Droge ab | [cheoraiin:?]	[dsho:?] | abgemessener Pflanzenteil | abgemessener Pflanzenteil | Menge/Portion III | miss eine Portion Droge ab | drei Portionen bis zur Mittelstufe getrockneter Droge	[dsho:?]; abgemessener Pflanzenteil; abgemessener Pflanzenteil; Menge/Portion III; miss eine Portion Droge ab; drei Portionen bis zur Mittelstufe getrockneter Droge	2	1	0
f49v	f49v.36	H	1	1	qotcho	QOTCHO_ACTION	qotcho cheol chol s cho chcthey dcheol chotchody	[qotcho:?] | trockener Drogenstoff | trocken; nominal trockenes Gut/Material | Samen-/Saatgutposten | Trockenansatz | Krautdroge bis zur mittleren Stufe trocknen | [dcheol:?] | [chotchody:?]	kühle, trockne und setze an | trockener Drogenstoff | trocken; nominal trockenes Gut/Material | Samen-/Saatgutposten | Trockenansatz | Krautdroge bis zur mittleren Stufe trocknen | [dcheol:?] | [chotchody:?]	kühle, trockne und setze an; trockener Drogenstoff; Trockengut; Samen-/Saatgutposten; Trockenansatz; Krautdroge bis zur mittleren Stufe trocknen; [dcheol:?]; [chotchody:?]	3	2	0
f50r	f50r.3	H	1	10	odam	EXACT_WHOLE	tshol kar sheedy okeody qokedy chody kchdy pchdy chkaiin odam	[tshol:?] | heiße Drogenfraktion I | feucht am Ende des Grades, abgeschlossen | [okeody:?] | heiß in der Mitte des Grades, abgeschlossen | Trockenansatz, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | Pulver, getrocknete Kurz-/Kompaktform | heiß-trocken, Grad III | [odam:?]	[tshol:?] | heiße Drogenfraktion I | feucht am Ende des Grades, abgeschlossen | [okeody:?] | heiß in der Mitte des Grades, abgeschlossen | Trockenansatz, abgeschlossen | heiß und trocken am Anfang des Grades, abgeschlossen | Pulver, getrocknete Kurz-/Kompaktform | heiß-trocken, Grad III | ein Maß Ansatz abmessen	[tshol:?]; heiße Drogenfraktion I; vollständig eingeweicht; [okeody:?]; bis zur mittleren Heizstufe gebracht; Trockenansatz, abgeschlossen; heiß und angetrocknet; Pulver, getrocknete Kurz-/Kompaktform; heiß-trocken, Grad III; ein Maß Ansatz abmessen	3	2	0
f50r	f50r.6	H	1	7	cheeor	EXACT_WHOLE	ykain shear ol kchedy okal qotor cheeor olkeedy daiin qoky	erhitze hiervon auf Stufe II | [shear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß und trocken in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, heiß am Gradanfang | kalte Drogenportion | [cheeor:?] | Holzdrogenansatz vollständig erhitzt und abgeschlossen | Grad-/Maßwert III | heiß am Anfang des Grades	erhitze hiervon auf Stufe II | [shear:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß und trocken in der Mitte des Grades, abgeschlossen | Rohstoffklasse I im Ansatz, heiß am Gradanfang | kalte Drogenportion | eine Portion vollständig getrocknete Droge | Holzdrogenansatz vollständig erhitzt und abgeschlossen | Grad-/Maßwert III | heiß am Anfang des Grades	erhitze hiervon auf Stufe II; [shear:?]; Grundansatz; heiß und bis zur mittleren Trockenstufe gebracht; Rohstoff I, leicht erhitzt im Ansatz; kalte Drogenportion; eine Portion vollständig getrocknete Droge; Holzdrogenansatz vollständig erhitzt und abgeschlossen; drei Maße; leicht erhitzt	2	1	0
f50r	f50r.8	H	1	7	shedain	EXACT_WHOLE	yk ykaiin sheekar otchdy dar kar shedain taipar orolkain	[yk:?] | erhitze hiervon auf Stufe III | [sheekar:?] | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen | abgemessene Fraktion I | heiße Drogenfraktion I | [shedain:?] | [taipar:?] | [orolkain:?]	[yk:?] | erhitze hiervon auf Stufe III | [sheekar:?] | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen | abgemessene Fraktion I | heiße Drogenfraktion I | zwei Dosen bis zur Mittelstufe eingeweichter Droge | [taipar:?] | [orolkain:?]	[yk:?]; erhitze hiervon auf Stufe III; [sheekar:?]; kalt-trockener Ansatz am Anfang des Grades, abgeschlossen; abgemessene Fraktion I; heiße Drogenfraktion I; zwei Dosen bis zur Mittelstufe eingeweichter Droge; [taipar:?]; [orolkain:?]	5	4	0
f50v	f50v.8	H	1	10	qod	QOD_ACTION	ykar okair otor qokedy ykchol kar chckhy olkaiin okain qod	nimm hiervon die erste erhitzte Drogenfraktion | heiße Drogenfraktion II im Ansatz | kalte Drogenportion im Ansatz | heiß in der Mitte des Grades, abgeschlossen | erhitze und trockne hiervon den Drogenstoff | heiße Drogenfraktion I | Arzneikompositum: trocken, Gradanfang | heiße Drogenbasis, Stufe III | heiß im Zubereitungsrahmen, Grad II | [qod:?]	nimm hiervon die erste erhitzte Drogenfraktion | heiße Drogenfraktion II im Ansatz | kalte Drogenportion im Ansatz | heiß in der Mitte des Grades, abgeschlossen | erhitze und trockne hiervon den Drogenstoff | heiße Drogenfraktion I | Arzneikompositum: trocken, Gradanfang | heiße Drogenbasis, Stufe III | heiß im Zubereitungsrahmen, Grad II | die Zubereitung abschließen	nimm hiervon die erste erhitzte Drogenfraktion; heiße Drogenfraktion II im Ansatz; kalte Drogenportion im Ansatz; bis zur mittleren Heizstufe gebracht; erhitze und trockne hiervon den Drogenstoff; heiße Drogenfraktion I; Arzneikompositum: trocken, Gradanfang; Holzdrogenansatz auf Heizstufe III; heiß im Zubereitungsrahmen, Grad II; die Zubereitung abschließen	1	0	1
f51r	f51r.12	H	1	5	okeor	EXACT_WHOLE	yoees ckheey kol cheeal okeor qockhey pchodal	[yoees:?] | Arzneikompositum am Gradende | heiß; nominal heißes Gut/Material | Rohstoffklasse I, trocken am Gradende | [okeor:?] | Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten | [pchodal:?]	[yoees:?] | Arzneikompositum am Gradende | heiß; nominal heißes Gut/Material | Rohstoffklasse I, trocken am Gradende | eine Portion Ansatz bis zur Mittelstufe erhitzen | Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten | [pchodal:?]	[yoees:?]; Arzneikompositum am Gradende; heiß; nominal heißes Gut/Material; Rohstoff I, trocken am Gradende; eine Portion Ansatz bis zur Mittelstufe erhitzen; Arzneikompositum-Ansatz bis zur Mittelstufe aufbereiten; [pchodal:?]	3	2	0
f51r	f51r.7	H	1	1	ychos	YCHOS_ACTION	ychos ar eeckhy kcho qokchy qotal	[ychos:?] | Drogenfraktion I | [eeckhy:?] | Zubereitung: heiß und trocken | heiß und trocken am Anfang des Grades | Rohstoffklasse I, kalt am Gradanfang	trockne hiervon eine Ansatzcharge | Drogenfraktion I | [eeckhy:?] | Zubereitung: heiß und trocken | heiß und trocken am Anfang des Grades | Rohstoffklasse I, kalt am Gradanfang	trockne hiervon eine Ansatzcharge; Drogenfraktion I; [eeckhy:?]; Zubereitung: heiß und trocken; heiß und angetrocknet; Rohstoff I, kalt am Gradanfang	2	1	0
f51v	f51v.3	H	1	4	qod	QOD_ACTION	tchody cthy chckhey qod ytchody dchol saiin ytam	[tchody:?] | CTH-Drogenmaterial | Arzneikompositum: trocken, Gradmitte | [qod:?] | [ytchody:?] | Maß trockenen Materials | Samen/Saatgut, Typ/Charge III | nimm hiervon ein Maß und kühle es	[tchody:?] | CTH-Drogenmaterial | Arzneikompositum: trocken, Gradmitte | die Zubereitung abschließen | [ytchody:?] | Maß trockenen Materials | Samen/Saatgut, Typ/Charge III | nimm hiervon ein Maß und kühle es	[tchody:?]; Krautdroge; Arzneikompositum: trocken, Gradmitte; die Zubereitung abschließen; [ytchody:?]; Maß trockenen Materials; Samen/Saatgut, Typ/Charge III; nimm hiervon ein Maß und kühle es	3	2	0
f51v	f51v.7	H	1	6	chod	CHOD_ACTION	qotol chodaiin qokcheody cho r chod ycthol s olcheety	kaltes Material | Trockenansatz, Dosis III | [qokcheody:?] | Trockenansatz | Wurzel | [chod:?] | [ycthol:?] | Samen-/Saatgutposten | [olcheety:?]	kaltes Material | Trockenansatz, Dosis III | [qokcheody:?] | Trockenansatz | Wurzel | Trockenansatz abschließen | [ycthol:?] | Samen-/Saatgutposten | [olcheety:?]	kaltes Material; Trockenansatz, Dosis III; [qokcheody:?]; Trockenansatz; Wurzel; Trockenansatz abschließen; [ycthol:?]; Samen-/Saatgutposten; [olcheety:?]	4	3	0
