state_edition_ordinal	event_id	statement_id	physical_page	register	owner_id	cohort	surface	final_context_recipe	state_marker_sequence	effective_action_roots	effective_argument_roots	context_mode_card_id	context_mode	action_carry	action_source_type	action_source_event_id	action_source_card_distance	action_scope_frame_id	action_scope_kind	action_scope_phrase_de	argument_carry	argument_source_type	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	control_action_context_witness	gdt568_action_voice_clause_de	context_voice_working_clause_de	owner_bound_control_clause_de	gdt568_owner_action_chain_de	context_voice_action_chain_de	context_voice_changed	state_atom_alignment	guard
999	G407-E3053	G407-S466	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	okedy	OK+E+DY	DY	OK	AIIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3053	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIIN	den Stationswert	denselben Stationswert	1	1	NOT_APPLICABLE	Setze den Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationswert im Stationsgang an	setze denselben Stationswert im Stationsgang an	YES	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1000	G407-E3055	G407-S467	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qokedy	OK+E+DY	DY	OK	AIIN	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3055	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	AIIN	den Stationswert	denselben Stationswert	1	1	NOT_APPLICABLE	Setze den Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationswert im Stationsgang an	setze denselben Stationswert im Stationsgang an	YES	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1001	G407-E3059	G407-S468	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	ol	OL	OL	CHD	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3058	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: bearbeite den Stationsposten.	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	bearbeite den Stationsposten	bearbeite denselben Stationsposten	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1002	G407-E3067	G407-S468	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	shedy	SH+E+DY	DY	SH	OR	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3067	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	NOT_APPLICABLE	Halte die Stationseinheit; auf Grad I; schließe den Schritt.	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	Halte die Stationseinheit [wie zuvor]; auf Grad I; schließe den Schritt.	halte die Stationseinheit	halte dieselbe Stationseinheit	YES	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1003	G407-E3069	G407-S469	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	ol	OL	OL	SH	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: halte den Stationsposten.	Weiter im laufenden Gang: halte denselben Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	halte den Stationsposten	halte denselben Stationsposten	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1004	G407-E3072	G407-S469	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	lshedy	L+SH+E+DY	DY	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3072	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte denselben Stationsposten	YES	1:L=über die Verbindung | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1005	G407-E3076	G407-S470	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	sshkchdy	SH+K+CHD+DY	DY	SH|K|CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3076	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	3	3	NOT_APPLICABLE	Halte den Stationsposten und führe den Stationsposten zu und bearbeite den Stationsposten; schließe den Schritt.	Halte denselben Stationsposten und führe denselben Stationsposten zu und bearbeite denselben Stationsposten; schließe den Schritt.	Halte den Stationsposten [wie zuvor], führe den Stationsposten [wie zuvor] zu und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	halte den Stationsposten und führe den Stationsposten zu und bearbeite den Stationsposten	halte denselben Stationsposten und führe denselben Stationsposten zu und bearbeite denselben Stationsposten	YES	1:SH=halten | 2:K=geben | 3:CHD=bearbeiten | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1006	G407-E3078	G407-S471	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	ol	OL	OL	CHD	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3077	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: bearbeite den Stationsposten.	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	bearbeite den Stationsposten	bearbeite denselben Stationsposten	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1007	G407-E3079	G407-S471	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	shedy	SH+E+DY	DY	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3079	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte denselben Stationsposten	YES	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1008	G407-E3080	G407-S472	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qolchedy	OL+CHD+DY	OL+DY	CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3080	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Weiter: bearbeite den Stationsposten; schließe den Schritt.	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	Weiter bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	bearbeite den Stationsposten	bearbeite denselben Stationsposten	YES	1:OL=weiter | 2:CHD=bearbeiten | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1009	G407-E3085	G407-S473	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qokchdy	OK+CHD+DY	DY	OK|CHD	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3085	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	2	2	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten	setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten	YES	1:OK=setzen | 2:CHD=bearbeiten | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1010	G407-E3087	G407-S474	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	ol	OL	OL	CHD	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: bearbeite den Stationsposten.	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	bearbeite den Stationsposten	bearbeite denselben Stationsposten	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1011	G407-E3089	G407-S474	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	ol	OL	OL	K	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3088	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: führe den Stationsposten zu.	Weiter im laufenden Gang: führe denselben Stationsposten zu.	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu.	führe den Stationsposten zu	führe denselben Stationsposten zu	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1012	G407-E3090	G407-S474	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	shedy	SH+E+DY	DY	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3090	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte denselben Stationsposten	YES	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1013	G407-E3091	G407-S475	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qokedy	OK+E+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3091	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1014	G407-E3092	G407-S476	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qokedy	OK+E+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3092	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1015	G407-E3095	G407-S477	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	solkeey	OL+K+EE+Y	OL	K	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E3095	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: führe den Stationsposten zu; auf Grad II.	Weiter: führe den Stationsposten zu; auf Grad II.	Weiter führe den Stationsposten zu; auf Grad II.	führe den Stationsposten zu	führe den Stationsposten zu	NO	1:OL=weiter | 2:K=geben | 3:EE=auf Grad II | 4:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1016	G407-E3096	G407-S477	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	ol	OL	OL	K	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3095	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: führe den Stationsposten zu.	Weiter im laufenden Gang: führe denselben Stationsposten zu.	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu.	führe den Stationsposten zu	führe denselben Stationsposten zu	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1017	G407-E3097	G407-S477	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	shedy	SH+E+DY	DY	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3097	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Halte den Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte denselben Stationsposten	YES	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1018	G407-E3100	G407-S478	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	dedy	D_ADDR+E+DY	DY	K	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3099	1	GDT569-S03	BARE	Im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Führe den Stationsposten zu; an der bezeichneten Stelle; auf Grad I; schließe den Schritt.	Im laufenden Gang: Führe denselben Stationsposten zu; an der bezeichneten Stelle; auf Grad I; schließe den Schritt.	Im laufenden Gang führe den Stationsposten [wie zuvor] zu; auf Grad I; an der bezeichneten Stelle; schließe den Schritt.	führe den Stationsposten zu	führe denselben Stationsposten zu	YES	1:D_ADDR=hier | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1019	G407-E3103	G407-S479	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	dol	D_ADDR+OL	OL	OK	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3102	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: setze den Stationsposten im Stationsgang an; an der bezeichneten Stelle.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; an der bezeichneten Stelle.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; an der bezeichneten Stelle.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:D_ADDR=hier | 2:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1020	G407-E3108	G407-S479	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qokedy	OK+E+DY	DY	OK	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3108	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1021	G407-E3110	G407-S480	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qoldy	OL+DY	OL+DY	T	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3109	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: stelle den Stationsposten ein; schließe den Schritt.	Weiter im laufenden Gang: stelle denselben Stationsposten ein; schließe den Schritt.	Weiter im laufenden Gang stelle den Stationsposten [wie zuvor] ein; schließe den Schritt.	stelle den Stationsposten ein	stelle denselben Stationsposten ein	YES	1:OL=weiter | 2:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1022	G407-E3111	G407-S481	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	ltedy	L+T+E+DY	DY	T	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3111	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Stelle den Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Stelle denselben Stationsposten ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Stelle den Stationsposten [wie zuvor] ein; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	stelle den Stationsposten ein	stelle denselben Stationsposten ein	YES	1:L=über die Verbindung | 2:T=einstellen | 3:E=auf Grad I | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1023	G407-E3112	G407-S482	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qotain	OT+AIN	OT	T	AIN	GDT569-C03	ACTION_CARRY	YES	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsanteil	NOT_APPLICABLE	0	0	YES	Danach: stelle den Stationsanteil ein.	Danach im laufenden Gang: stelle den Stationsanteil ein.	Danach im laufenden Gang stelle den Stationsanteil ein.	stelle den Stationsanteil ein	stelle den Stationsanteil ein	YES	1:OT=danach | 2:AIN=den Anteil	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1024	G407-E3115	G407-S482	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	lshedy	L+SH+E+DY	DY	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3115	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte denselben Stationsposten	YES	1:L=über die Verbindung | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1025	G407-E3116	G407-S483	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	lshedy	L+SH+E+DY	DY	SH	Y	GDT569-C02	ARGUMENT_CARRY	NO	VISIBLE_ACTION_IN_CARD	G407-E3116	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	NOT_APPLICABLE	Halte den Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	halte den Stationsposten	halte denselben Stationsposten	YES	1:L=über die Verbindung | 2:SH=halten | 3:E=auf Grad I | 4:DY=abschließen	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1026	G407-E3118	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qolky	OL+K+Y	OL	K	Y	GDT569-C01	LOCAL_EXPLICIT	NO	VISIBLE_ACTION_IN_CARD	G407-E3118	0	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NO	VISIBLE_ARGUMENT_IN_CARD	NONE	den Stationsposten	NOT_APPLICABLE	0	0	NOT_APPLICABLE	Weiter: führe den Stationsposten zu.	Weiter: führe den Stationsposten zu.	Weiter führe den Stationsposten zu.	führe den Stationsposten zu	führe den Stationsposten zu	NO	1:OL=weiter | 2:K=geben | 3:Y=den Posten	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1027	G407-E3120	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qol	OL	OL	CHD	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3119	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: bearbeite den Stationsposten.	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	Weiter im laufenden Gang bearbeite den Stationsposten [wie zuvor].	bearbeite den Stationsposten	bearbeite denselben Stationsposten	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1028	G407-E3121	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	otar	OT+AR	OT	CHD	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3119	2	GDT569-S02	DANACH	Danach im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Danach: bearbeite den Stationsposten; von der Ausgangsstation.	Danach im laufenden Gang: bearbeite denselben Stationsposten; von der Ausgangsstation.	Danach im laufenden Gang bearbeite den Stationsposten [wie zuvor]; von der Ausgangsstation.	bearbeite den Stationsposten	bearbeite denselben Stationsposten	YES	1:OT=danach | 2:AR=vom Ausgang	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
1029	G407-E3123	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	OLD26_GDT407	qol	OL	OL	OK	Y	GDT569-C04	ACTION_AND_ARGUMENT_CARRY	YES	SAME_STATEMENT_VISIBLE_ACTION	G407-E3122	1	GDT569-S01	WEITER	Weiter im laufenden Gang: {clause}	YES	CONTEXT_CARRY	Y	den Stationsposten	denselben Stationsposten	1	1	YES	Weiter: setze den Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	setze den Stationsposten im Stationsgang an	setze denselben Stationsposten im Stationsgang an	YES	1:OL=weiter	CONTEXT_VOICE_ONLY__ROOTS_RECIPES_AND_BOUNDARY_UNCHANGED
