context_id	page	locus	section	language	hand	body	head	head_class	form	working_default_de	token_ordinal	line_position	previous	following	reader_exact	split_normalized	zl3b_line
G636-X278	f107r	f107r.10	S	B	3	air	s	ENTRY	sair	Samenfraktion II	10	MIDDLE	chey	alo	1	1	yteedy qokeedy okeol lchedy qokal lor sheal cheedaiin chey sair alo m
G636-X279	f107r	f107r.17	S	B	3	air	s	ENTRY	sair	Samenfraktion II	1	FIRST	<BOS>	chey	1	1	sair chey losaiin chey
G636-X280	f108v	f108v.26	S	B	3	air	s	ENTRY	sair	Samenfraktion II	1	FIRST	<BOS>	okeaiin	1	1	sair okeaiin cheol shedy qokeeey dlaiin ar or lkar char aiin okal ldyr ls
G636-X281	f111v	f111v.21	S	B	3	air	s	ENTRY	sair	Samenfraktion II	1	FIRST	<BOS>	air	1	1	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam
G636-X282	f114r	f114r.20	S	B	3	air	s	ENTRY	sair	Samenfraktion II	1	FIRST	<BOS>	chedaiin	1	1	sair chedaiin dalchdy daiidy olchedy chedaiin oteedy qoted aiin otar otedy do rol
G636-X283	f114r	f114r.24	S	B	3	air	s	ENTRY	sair	Samenfraktion II	11	MIDDLE	chopo	cphy	0	0	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair
G636-X284	f114r	f114r.31	S	B	3	air	s	ENTRY	sair	Samenfraktion II	1	FIRST	<BOS>	aiin	0	0	sair aiin cheedain okaiin otedy qokeedain orain
G636-X285	f26v	f26v.7	H	B	2	air	s	ENTRY	sair	Samenfraktion II	5	MIDDLE	chy	chees	1	1	pchedy dar cheoet chy sair chees odaiiin chkeeey ykey sheey
G636-X286	f31r	f31r.3	H	B	2	air	s	ENTRY	sair	Samenfraktion II	5	MIDDLE	qokeey	chekey	0	0	qokeey chey daiin qokeey sair chekey s aiin da
G636-X287	f34r	f34r.15	H	B	2	air	s	ENTRY	sair	Samenfraktion II	1	FIRST	<BOS>	chekar	1	1	sair chekar cheky shek cholchedy qokedy yk cheolchcthy
G636-X288	f66r	f66r.51	T	B	5	air	s	ENTRY	sair	Samenfraktion II	1	FIRST	<BOS>	shekey	0	0	sair shekey qokeedar okal okedy qokeedy qokal okedy qokshd
G636-X289	f66r	f66r.68	T	B	5	air	s	ENTRY	sair	Samenfraktion II	1	FIRST	<BOS>	ol	1	1	sair ol daiin daiin dal dol cheody dair aly dairal dolarshy dor
G636-X290	f76v	f76v.28	B	B	2	air	s	ENTRY	sair	Samenfraktion II	5	MIDDLE	qokedy	sheckhy	1	1	saiin sheckhy cheolchey qokedy sair sheckhy l keedy lchedy
G636-X291	f76v	f76v.31	B	B	2	air	s	ENTRY	sair	Samenfraktion II	1	FIRST	<BOS>	shekaiiin	1	1	sair shekaiiin shets aiiin shety otey okaiin otedy qotar chedy
G636-X292	f83r	f83r.13	B	B	2	air	s	ENTRY	sair	Samenfraktion II	6	MIDDLE	altedy	qokedy	0	1	salcheol tar shedy s altedy sair qokedy qedy lchcphedy ldar
G636-X293	f85r1	f85r1.1	T	B	2	air	s	ENTRY	sair	Samenfraktion II	8	MIDDLE	dchefoey	shedy	1	1	pdsheody shdol shey otchdy dshedy soeeedy dchefoey sair shedy sodair shey
G636-X294	f86v5	f86v5.25	T	B	2	air	s	ENTRY	sair	Samenfraktion II	1	FIRST	<BOS>	kain	1	1	sair kain ar alosheey qoeey lkesy
G636-X295	f86v6	f86v6.8	T	B	2	air	s	ENTRY	sair	Samenfraktion II	4	MIDDLE	chal	ytar	1	1	ykaiin odaiin chal sair ytar chody ldaly chdal ykchedy ltchedy dar
G636-X296	f89v1	f89v1.20	P	A	1	air	s	ENTRY	sair	Samenfraktion II	4	MIDDLE	okchol	daiin	1	1	sol chey okchol sair daiin okal choldy
G636-X297	f8r	f8r.19	H	A	1	air	s	ENTRY	sair	Samenfraktion II	1	FIRST	<BOS>	cheain	1	1	sair cheain cphol dar shol kaiin shol kaiin dai kam
G636-X298	f108v	f108v.18	S	B	3	air	r	INGREDIENT	rair	Wurzelfraktion II	9	MIDDLE	lo	cheey	0	1	okeey l keedy okeal okey cheykedy qoeedy lo rair cheey ol l s aiin am
G636-X299	f112r	f112r.21	S	B	3	air	r	INGREDIENT	rair	Wurzelfraktion II	8	MIDDLE	qeey	al	1	1	sol keedy raiin chcthey okeedy qoteedy qeey rair al sy
G636-X300	f113r	f113r.25	S	B	3	air	r	INGREDIENT	rair	Wurzelfraktion II	7	MIDDLE	chpchshdy	shedy	1	1	pchedair shotedy qopchody chfchol kchdaiin chpchshdy rair shedy qokchey sairy
G636-X301	f113r	f113r.39	S	B	3	air	r	INGREDIENT	rair	Wurzelfraktion II	11	MIDDLE	pokeey	aly	1	1	pcheockhy l kchey qofsheeey lkeody kcheodaiin por shed qopoeey pokeey rair aly
G636-X302	f114r	f114r.12	S	B	3	air	l	INGREDIENT	lair	Holzfraktion II	8	MIDDLE	teos	sheod	1	1	ykcheshd ol air okaiin otedy ykeeey teos lair sheod chody otchedair okam
G636-X303	f103r	f103r.13	S	B	3	chdy	p	ENTRY	pchdy	Pulver, getrocknete Kurz-/Kompaktform	9	MIDDLE	chedy	tshdy	1	1	podar sheor qotedy okeey qokar checkhy qokain chedy pchdy tshdy dal kasol
G636-X304	f106v	f106v.40	S	B	3	chdy	p	ENTRY	pchdy	Pulver, getrocknete Kurz-/Kompaktform	9	MIDDLE	opchedy	kolchedy	1	1	ko sheody qody ches aiin dair air opchedy pchdy kolchedy tcheodar podkor
G636-X305	f107r	f107r.50	S	B	3	chdy	p	ENTRY	pchdy	Pulver, getrocknete Kurz-/Kompaktform	11	MIDDLE	lfchal	pal	1	1	chain al lkeey chol taidy qotaiin y taiin lkl lfchal pchdy pal tar
G636-X306	f115v	f115v.24	S	B	3	chdy	p	ENTRY	pchdy	Pulver, getrocknete Kurz-/Kompaktform	9	MIDDLE	cho	qopcham	0	0	pcheo cheeody qoteeotchy soin opchees chpcheod rchl cho pchdy qopcham
G636-X307	f40v	f40v.9	H	B	2	chdy	p	ENTRY	pchdy	Pulver, getrocknete Kurz-/Kompaktform	3	MIDDLE	pchody	kor	0	0	tchy pchody pchdy kor ol
G636-X308	f43r	f43r.7	H	B	2	chdy	p	ENTRY	pchdy	Pulver, getrocknete Kurz-/Kompaktform	11	MIDDLE	dy	kedy	0	0	pshesy otey kshdy opchdy kedar okedy chdy shoy dyty dy pchdy kedy dam
G636-X309	f50r	f50r.3	H	B	2	chdy	p	ENTRY	pchdy	Pulver, getrocknete Kurz-/Kompaktform	8	MIDDLE	kchdy	chkaiin	0	0	tshol kar sheedy okeody qokedy chody kchdy pchdy chkaiin odam
G636-X310	f58r	f58r.16	S	A	3	chdy	p	ENTRY	pchdy	Pulver, getrocknete Kurz-/Kompaktform	6	MIDDLE	qotyshey	dshaly	1	1	typchey ar air ytashy qotyshey pchdy dshaly pydaly choky opy
G636-X311	f81v	f81v.16	B	B	2	chdy	p	ENTRY	pchdy	Pulver, getrocknete Kurz-/Kompaktform	10	LAST	chdy	<EOS>	1	1	lor shedy qoeedy ol chy rshdy lshedy dar chdy pchdy
G636-X312	f82v	f82v.11	B	B	2	chdy	p	ENTRY	pchdy	Pulver, getrocknete Kurz-/Kompaktform	8	MIDDLE	shedy	rol	1	1	pcheol dar qokeey cheeky qokal dal shedy pchdy rol qotedy rol
G636-X313	f41r	f41r.4	H	B	5	chdy	s	ENTRY	schdy	Samen/Saatgut, getrocknete Kurz-/Kompaktform	4	MIDDLE	ypchedy	ytedy	1	1	chdchy ytcheeky ypchedy schdy ytedy y chees oteey otal dam
G636-X314	f85r1	f85r1.18	T	B	2	chdy	s	ENTRY	schdy	Samen/Saatgut, getrocknete Kurz-/Kompaktform	9	MIDDLE	qokshey	dam	0	0	olkeey otchey qokedy qodaiin chy checphey otshey qokshey schdy dam
G636-X315	f113r	f113r.35	S	B	3	chdy	r	INGREDIENT	rchdy	Wurzel/Wurzeldroge, getrocknete Kurz-/Kompaktform	13	MIDDLE	ockhy	qosain	0	0	y sh s sheeo lkeeos aiin qokeees okchedy qotaiin otar okar ockhy rchdy qosain
G636-X316	f103v	f103v.15	S	B	3	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	4	MIDDLE	lcheey	ch	1	1	tchedal shey lcheey lchdy ch ar olchey lcheody tedy otain otain otay
G636-X317	f103v	f103v.34	S	B	3	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	11	LAST	lshey	<EOS>	0	0	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy
G636-X318	f103v	f103v.39	S	B	3	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	10	LAST	oty	<EOS>	1	1	polshor keeolshey okey lcharar shol okeedar shes aiin oty lchdy
G636-X319	f103v	f103v.41	S	B	3	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	12	MIDDLE	y	rar	1	1	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar
G636-X320	f106r	f106r.38	S	B	3	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	10	MIDDLE	opchdy	dol	1	1	pshodaiin opchy sh o teeody shotchey yteey sholfaiin opchdy lchdy dol
G636-X321	f108r	f108r.48	S	B	3	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	12	LAST	qokeedy	<EOS>	1	1	pcheedy qokeo l okeol keol dain ar otedy qokedy qokeedy qokeedy lchdy
G636-X322	f111r	f111r.13	S	B	3	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	2	MIDDLE	qosheo	lshedy	1	1	qosheo lchdy lshedy olkeeedy lr al chr or dain shey arain chey teey cheodaiin
G636-X323	f111v	f111v.39	S	B	3	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	11	LAST	chedy	<EOS>	1	1	dsheey qokal chedy chcthy qokain chedy lkeey shey qokain chedy lchdy
G636-X324	f115r	f115r.42	S	B	@	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	5	MIDDLE	qokol	qorshy	0	0	tcheodl raiin chkar qokol lchdy qorshy qokain qokain chep chotchdy
G636-X325	f39v	f39v.13	H	B	2	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	5	MIDDLE	okedy	okaiin	1	1	dain ockhedy otedy okedy lchdy okaiin daiiin y
G636-X326	f41r	f41r.8	H	B	5	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	5	MIDDLE	qokey	qokedy	1	1	dair chedy chckhy qokey lchdy qokedy qokal chekedy qodar ag
G636-X327	f75v	f75v.61	B	B	2	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	2	MIDDLE	oksheyqolkeey	soiin	1	1	oksheyqolkeey lchdy soiin ol otchdy
G636-X328	f75v	f75v.7	B	B	2	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	6	MIDDLE	chety	shedy	1	1	qokchdy qokal dal ol chety lchdy shedy ched otedy qotedy otar
G636-X329	f76v	f76v.29	B	B	2	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	5	MIDDLE	qolkey	schees	1	1	sar sheedy qokeedy qolkey lchdy schees shees al ches okaiin alaldy
G636-X330	f78v	f78v.17	B	B	2	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	5	MIDDLE	lcheol	dchdy	0	0	qol sheedy qol lcheol lchdy dchdy da qar olkal dy
G636-X331	f83r	f83r.42	B	B	2	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	6	LAST	chedy	<EOS>	1	1	sol ol chcthdy l chedy lchdy
G636-X332	f85r1	f85r1.12	T	B	2	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	3	MIDDLE	okeody	lkor	0	0	tdain okeody lchdy lkor oeeseary dar shedaiin oto daiin dlar am
G636-X333	f88v	f88v.22	P	A	1	chdy	l	INGREDIENT	lchdy	Drogenholz, getrocknete Kurz-/Kompaktform	6	MIDDLE	qoteo	qokeo	1	1	dairodain ykeodain dain shedy qoteo lchdy qokeo r ain
G636-X334	f86v6	f86v6.38	T	B	2	oiin	p	ENTRY	poiin	Pulverzubereitung, Form III	1	FIRST	<BOS>	otal	0	0	poiin otal kal toror olaiin okeockhey olkeey qoedy lkaiin oltam
G636-X335	f95r2	f95r2.9	H	B	3	oiin	p	ENTRY	poiin	Pulverzubereitung, Form III	1	FIRST	<BOS>	okar	1	1	poiin okar qokol shsdy okar chdaiin olky
G636-X336	f100r	f100r.23	P	A	1	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	chol	1	1	soiin chol cphol shol shol qockhol chor chol sho keey y ykeeam
G636-X337	f102v1	f102v1.20	P	A	1	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	shey	1	1	soiin shey qokeey qoeeol qokeody sheody qoeteey okeey dam
G636-X338	f103r	f103r.31	S	B	3	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	chol	0	0	soiin chol kaiin chal okaiin shckhy qokal shdar shchdy okaiin chty
G636-X339	f111v	f111v.10	S	B	3	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	shed	0	0	soiin shed qoksheo lor cheo lol aiin shey qokain chear qoteol shcthy ldy
G636-X340	f112v	f112v.22	S	B	3	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	ol	1	1	soiin ol cheol chedy qokeey chetain
G636-X341	f112v	f112v.24	S	B	3	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	or	0	0	soiin or okain otchedy qokeedy eeedeeg ckhedy cheedaiin cheedy
G636-X342	f115v	f115v.22	S	B	3	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	shedain	1	1	soiin shedain qokeedy chodain otedain qokeedy qokeedy qotedy rosy
G636-X343	f36r	f36r.1	H	A	1	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	5	MIDDLE	chcfhal	cphor	1	1	pcha dan qorain chcfhal soiin cphor shaiin cthy dair
G636-X344	f36v	f36v.14	H	A	1	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	chtain	1	1	soiin chtain
G636-X345	f37v	f37v.10	H	A	1	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	ey	1	1	soiin ey o koiin chey tom
G636-X346	f4r	f4r.12	H	A	1	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	chaiin	1	1	soiin chaiin chaiin
G636-X347	f75v	f75v.61	B	B	2	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	3	MIDDLE	lchdy	ol	1	1	oksheyqolkeey lchdy soiin ol otchdy
G636-X348	f78r	f78r.17	B	B	2	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	kar	1	1	soiin kar kedy pchey tchdoltdy
G636-X349	f81r	f81r.23	B	B	2	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	4	MIDDLE	sheckhy	chey	1	1	chey okain sheckhy soiin chey lchey
G636-X350	f9v	f9v.8	H	A	1	oiin	s	ENTRY	soiin	Samen/Saatgutzubereitung, Form III	1	FIRST	<BOS>	daiin	1	1	soiin daiin qokcho rokyd daly
G636-X351	f115v	f115v.7	S	B	3	oiin	r	INGREDIENT	roiin	Wurzel/Wurzeldrogezubereitung, Form III	4	MIDDLE	qokeey	shedy	1	1	dchedy tedy qokeey roiin shedy okor air cheoor olkchedy chotam
G636-X352	f76v	f76v.8	B	B	2	oiin	r	INGREDIENT	roiin	Wurzel/Wurzeldrogezubereitung, Form III	3	MIDDLE	ochedy	sheedy	1	1	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkchey r ol
G636-X353	f77v	f77v.37	B	B	2	oiin	r	INGREDIENT	roiin	Wurzel/Wurzeldrogezubereitung, Form III	6	MIDDLE	cheey	daiin	0	0	schedy qotar sarolsheedy qokain cheey roiin daiin shey
G636-X354	f78r	f78r.23	B	B	2	oiin	r	INGREDIENT	roiin	Wurzel/Wurzeldrogezubereitung, Form III	4	MIDDLE	olkchdy	okeedy	1	1	sain sheor olkchdy roiin okeedy
G636-X355	f103r	f103r.46	S	B	3	oiin	l	INGREDIENT	loiin	Drogenholzzubereitung, Form III	10	MIDDLE	ol	chedan	0	0	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan
G636-X356	f103v	f103v.10	S	B	3	oiin	l	INGREDIENT	loiin	Drogenholzzubereitung, Form III	5	MIDDLE	okeey	oy	0	0	or cheey qokeeshy okeey loiin oy otedy lor aiin sheor qotain olldy
G636-X357	f114r	f114r.5	S	B	3	oiin	l	INGREDIENT	loiin	Drogenholzzubereitung, Form III	1	FIRST	<BOS>	chedy	0	0	loiin chedy qokaiin chdy daiin dchds eedol chdol kchedy cho kaiin chdy
G636-X358	f80r	f80r.48	B	B	2	oiin	l	INGREDIENT	loiin	Drogenholzzubereitung, Form III	3	MIDDLE	shy	cheey	1	1	sal shy loiin cheey qotl shety sheoky qokaiin cheey ram
G636-X359	f41r	f41r.1	H	B	5	shey	p	ENTRY	pshey	angefeuchtetes Pulver, Form I	1	FIRST	<BOS>	kedaleey	0	0	pshey kedaleey oked seekeeey opshes opchd qotchedy shkakeedy
G636-X360	f103r	f103r.53	S	B	3	shey	s	ENTRY	sshey	eingeweichte Saat, Form I	1	FIRST	<BOS>	qokedy	1	1	sshey qokedy qokaiin shdy qokeey chedy qokeey qokeey lchedy loty
G636-X361	f24r	f24r.17	H	A	1	shey	s	ENTRY	sshey	eingeweichte Saat, Form I	1	FIRST	<BOS>	otam	1	1	sshey otam sham cthoj oky
G636-X362	f75r	f75r.23	B	B	2	shey	s	ENTRY	sshey	eingeweichte Saat, Form I	5	MIDDLE	qokal	qol	1	1	pchey kshey qokeey qokal sshey qol chedyqokam
G636-X363	f75v	f75v.64	B	B	2	shey	s	ENTRY	sshey	eingeweichte Saat, Form I	1	FIRST	<BOS>	qol	0	1	sshey qol dy qokar shey ldy
G636-X364	f76v	f76v.39	B	B	2	shey	s	ENTRY	sshey	eingeweichte Saat, Form I	1	FIRST	<BOS>	lshedy	1	1	sshey lshedy qokaiin shedy okedy san ol keedy sor qoky dedy
G636-X365	f116r	f116r.32	S	B	3	shey	r	INGREDIENT	rshey	eingeweichte Wurzel, Form I	9	MIDDLE	lchedy	qokeedy	1	1	olkeey rain shey qor aiin shey ol lchedy rshey qokeedy chtain oly
G636-X366	f75v	f75v.12	B	B	2	shey	r	INGREDIENT	rshey	eingeweichte Wurzel, Form I	2	MIDDLE	qokedy	qol	0	0	qokedy rshey qol chey ol chey keed sol key dy kedy qokal dar oly
G636-X367	f103r	f103r.1	S	B	3	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	5	MIDDLE	otey	qoteey	0	0	pchedal shdy ytechypchy otey lshey qoteey qotal shedy yshdal dain okal daldy
G636-X368	f103v	f103v.34	S	B	3	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	10	MIDDLE	otedy	lchdy	1	1	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy
G636-X369	f103v	f103v.35	S	B	3	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	5	MIDDLE	okeey	sheckhy	0	0	qol shey ykeey okeey lshey sheckhy chtain oty okedy otaly
G636-X370	f103v	f103v.41	S	B	3	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	5	MIDDLE	shey	qoar	1	1	daiin shey l shey lshey qoar shas al otar shedy y lchdy rar
G636-X371	f108v	f108v.16	S	B	3	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	2	MIDDLE	okeey	qokeeal	1	1	okeey lshey qokeeal lkeey okeol okedy qotal sholkeedy chedy qokain teedu
G636-X372	f111r	f111r.12	S	B	3	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	4	MIDDLE	otchedey	lkeedy	1	1	dsheeo qokeedy otchedey lshey lkeedy oteey qokeedy oteolair ar shedam cheam
G636-X373	f111v	f111v.9	S	B	3	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	1	FIRST	<BOS>	shedal	1	1	lshey shedal okear l kedy cheolkeey lkey okeey qokeey qokey qokain am
G636-X374	f116r	f116r.29	S	B	3	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	4	MIDDLE	lkeeal	chl	1	1	cthan cheey lkeeal lshey chl l lkain chear aiin chl l keedy raraiin ory
G636-X375	f116r	f116r.3	S	B	3	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	3	MIDDLE	chl	cthy	1	1	dain chl lshey cthy lshedy oteor shey qo saly
G636-X376	f116r	f116r.38	S	B	3	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	3	MIDDLE	qokeey	qokaiin	1	1	daiin qokeey lshey qokaiin chkar shey okaiin chedy qokeedy raiin shy
G636-X377	f75r	f75r.4	B	B	2	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	4	MIDDLE	ykeey	kal	0	0	dackhy lkamo ykeey lshey kal dy shey ok shey qokeedy
G636-X378	f76r	f76r.35	T	B	2	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	3	MIDDLE	shedy	qokal	1	1	sain shedy lshey qokal chcthy okeolor cheol otar chedy qol chcthy chckhy
G636-X379	f76v	f76v.18	B	B	2	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	1	FIRST	<BOS>	qockhedy	1	1	lshey qockhedy qodeey qolkeedy qokedy chol chedchey daiin olkedy
G636-X380	f77r	f77r.18	B	B	2	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	3	MIDDLE	cheedy	qo	1	1	daiin cheedy lshey qo l or chees sheckhedy qol cheedy qotaiin
G636-X381	f78v	f78v.16	B	B	2	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	1	FIRST	<BOS>	r	1	1	lshey r shedy d qokedy okey lchedy qokdy daiin oly
G636-X382	f79v	f79v.2	B	B	2	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	4	MIDDLE	qoty	qokain	1	1	qoteedy qokchey qoty lshey qokain shey qorchedy
G636-X383	f79v	f79v.34	B	B	2	shey	l	INGREDIENT	lshey	eingeweichtes Drogenholz, Form I	3	MIDDLE	qokeey	qoky	1	1	ykeeey qokeey lshey qoky tchedy orsheedy otain sheor oly
G636-X384	f112r	f112r.37	S	B	3	am	p	ENTRY	pam	Pulver: Maß-/Einheitsform I	1	FIRST	<BOS>	okaiin	0	0	pam okaiin olkedy okedy okeey okeedy keedar otear shkear qoky
G636-X385	f103r	f103r.48	S	B	3	am	s	ENTRY	sam	Samen/Saatgut: Maß-/Einheitsform I; Eintrag abgeschlossen	9	LAST	kchy	<EOS>	1	1	polarar lshedy qotolaiin qokeey qokeey shkchy opchealol kchy sam
G636-X386	f111v	f111v.34	S	B	3	am	s	ENTRY	sam	Samen/Saatgut: Maß-/Einheitsform I; Eintrag abgeschlossen	11	LAST	chtal	<EOS>	0	0	polar okar teody qokain talol tarol opchedy qotar otar chtal sam
G636-X387	f24r	f24r.20	H	A	1	am	s	ENTRY	sam	Samen/Saatgut: Maß-/Einheitsform I	1	FIRST	<BOS>	chorly	0	0	sam chorly
G636-X388	f3r	f3r.17	H	A	1	am	s	ENTRY	sam	Samen/Saatgut: Maß-/Einheitsform I; Eintrag abgeschlossen	5	LAST	qokeeodal	<EOS>	1	1	soeom okeom yteody qokeeodal sam
G636-X389	f83r	f83r.10	B	B	2	am	s	ENTRY	sam	Samen/Saatgut: Maß-/Einheitsform I; Eintrag abgeschlossen	13	LAST	lal	<EOS>	0	0	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam
G636-X390	f88r	f88r.11	P	A	1	am	s	ENTRY	sam	Samen/Saatgut: Maß-/Einheitsform I; Eintrag abgeschlossen	7	LAST	shy	<EOS>	1	1	yokeody cheom qoor cheeb ykeor shy sam
G636-X391	f88r	f88r.8	P	A	1	am	s	ENTRY	sam	Samen/Saatgut: Maß-/Einheitsform I; Eintrag abgeschlossen	12	LAST	oky	<EOS>	1	1	ral sheom keol chear shekor qokor daiin sar s aiin oky sam
G636-X392	f102v1	f102v1.21	P	A	1	am	r	INGREDIENT	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I; Eintrag abgeschlossen	8	LAST	cheody	<EOS>	0	0	qoeeody ychey okeody deody okody cheodaiin cheody ram
G636-X393	f104v	f104v.15	S	B	3	am	r	INGREDIENT	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I; Eintrag abgeschlossen	11	LAST	qotchdy	<EOS>	1	1	tolkshey chocthy qokeochy qokchy qotcheo qotcheo dlchd chedy tchdy qotchdy ram
G636-X394	f108r	f108r.37	S	B	3	am	r	INGREDIENT	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I; Eintrag abgeschlossen	12	LAST	alkeedy	<EOS>	1	1	tchedy qokey okeey lkeey chedy cheokeey qokeey chedl al lkair alkeedy ram
G636-X395	f113v	f113v.11	S	B	3	am	r	INGREDIENT	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I; Eintrag abgeschlossen	12	LAST	lkedal	<EOS>	1	1	orsheor oteeo cheey olkeey otal chotair otar qotar okar oko lkedal ram
G636-X396	f114r	f114r.30	S	B	3	am	r	INGREDIENT	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I; Eintrag abgeschlossen	14	LAST	okeey	<EOS>	1	1	y chedar okeedy lkeedy aiin oeedaiin qoaiin ykedy okair olkeedy qoain ain okeey ram
G636-X397	f114v	f114v.36	S	B	3	am	r	INGREDIENT	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I; Eintrag abgeschlossen	11	LAST	kal	<EOS>	1	1	tshey oidal op shoko otchey qopchol qopaiin qotar al kal ram
G636-X398	f115r	f115r.19	S	B	@	am	r	INGREDIENT	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I; Eintrag abgeschlossen	10	LAST	qofchedy	<EOS>	1	1	pcheodain qokchey qotchedy darailchedy polchedy chol pchody qotchedy qofchedy ram
G636-X399	f116r	f116r.27	S	B	3	am	r	INGREDIENT	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I; Eintrag abgeschlossen	12	LAST	qoky	<EOS>	0	0	daiin chey qokey lshedy orain chckhy lkain chy pshedy lshedy qoky ram
G636-X400	f75r	f75r.25	B	B	2	am	r	INGREDIENT	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I; Eintrag abgeschlossen	8	LAST	lchedy	<EOS>	1	1	sain shckhy qokeedy shy dy qokeedy lchedy ram
G636-X401	f80r	f80r.48	B	B	2	am	r	INGREDIENT	ram	Wurzel/Wurzeldroge: Maß-/Einheitsform I; Eintrag abgeschlossen	10	LAST	cheey	<EOS>	1	1	sal shy loiin cheey qotl shety sheoky qokaiin cheey ram
