gdt751_occurrence_id	pair_id	pair_side	surface	paired_surface	page	physical_folio	locus	token_ordinal	line_token_count	normalized_position	line_position	line_first	line_last	paragraph_start_line	paragraph_end_line	paragraph_first_token	paragraph_last_token	section	language	hand	left_surface	right_surface	direct_pair_contact	canonical_axes_inherited	written_line_eva	literal_identity	confirmed_lexeme	component_export_credit
G751-O1568	G751-Q022	Q_SIDE	qokeedy	okeedy	f26r	f26	f26r.5	9	11	0.800000	MIDDLE	0	0	0	0	0	0	H	B	2	cthedy	qokedy	0	HOT|END_STAGE	saiin shedy eedy eedy s chy daiin cthedy qokeedy qokedy cthey	OPEN	0	0
G751-O1569	G751-Q022	Q_SIDE	qokeedy	okeedy	f26r	f26	f26r.8	3	10	0.222222	MIDDLE	0	0	0	0	0	0	H	B	2	shedy	qoteedar	0	HOT|END_STAGE	daiin shedy qokeedy qoteedar s ok ol ytedy qokeedy qokedy	OPEN	0	0
G751-O1570	G751-Q022	Q_SIDE	qokeedy	okeedy	f31r	f31	f31r.10	6	8	0.714286	MIDDLE	0	0	1	0	0	0	H	B	2	qokedy	dar	0	HOT|END_STAGE	tol shso okedy okedy qokedy qokeedy dar shedshey	OPEN	0	0
G751-O1571	G751-Q022	Q_SIDE	qokeedy	okeedy	f41r	f41	f41r.9	1	10	0.000000	FIRST	1	0	0	0	0	0	H	B	5	EDGE	okedy	0	HOT|END_STAGE	qokeedy okedy chekedy chedy chckheody chekol daiin cheo al otedy	OPEN	0	0
G751-O1572	G751-Q022	Q_SIDE	qokeedy	okeedy	f46v	f46	f46v.8	2	5	0.250000	MIDDLE	0	0	0	0	0	0	H	B	2	okeedchsy	chetedar	0	HOT|END_STAGE	okeedchsy qokeedy chetedar or aiy	OPEN	0	0
G751-O1573	G751-Q022	Q_SIDE	qokeedy	okeedy	f75r	f75	f75r.6	7	8	0.857143	MIDDLE	0	0	0	0	0	0	B	B	2	chcthy	qoky	0	HOT|END_STAGE	pcheykeeor olky dar okey qokain chcthy qokeedy qoky	OPEN	0	0
G751-O1574	G751-Q022	Q_SIDE	qokeedy	okeedy	f75r	f75	f75r.11	1	10	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	qokair	0	HOT|END_STAGE	qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam	OPEN	0	0
G751-O1575	G751-Q022	Q_SIDE	qokeedy	okeedy	f75r	f75	f75r.11	4	10	0.333333	MIDDLE	0	0	0	0	0	0	B	B	2	oly	dy	0	HOT|END_STAGE	qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam	OPEN	0	0
G751-O1576	G751-Q022	Q_SIDE	qokeedy	okeedy	f75r	f75	f75r.25	3	8	0.285714	MIDDLE	0	0	0	0	0	0	B	B	2	shckhy	shy	0	HOT|END_STAGE	sain shckhy qokeedy shy dy qokeedy lchedy ram	OPEN	0	0
G751-O1577	G751-Q022	Q_SIDE	qokeedy	okeedy	f75r	f75	f75r.25	6	8	0.714286	MIDDLE	0	0	0	0	0	0	B	B	2	dy	lchedy	0	HOT|END_STAGE	sain shckhy qokeedy shy dy qokeedy lchedy ram	OPEN	0	0
G751-O1578	G751-Q022	Q_SIDE	qokeedy	okeedy	f75r	f75	f75r.28	10	11	0.900000	MIDDLE	0	0	0	0	0	0	B	B	2	sheedy	lolchedy	0	HOT|END_STAGE	tchedy pchedy qokeey sol oldair shecthy qol l sheedy qokeedy lolchedy	OPEN	0	0
G751-O1579	G751-Q022	Q_SIDE	qokeedy	okeedy	f75r	f75	f75r.29	10	12	0.818182	MIDDLE	0	0	0	0	0	0	B	B	2	olchey	chedy	0	HOT|END_STAGE	dain chkal dy lo lkaiin ol okeedyqol dain olchey qokeedy chedy qotan	OPEN	0	0
G751-O1580	G751-Q022	Q_SIDE	qokeedy	okeedy	f75r	f75	f75r.39	2	6	0.200000	MIDDLE	0	0	0	0	0	0	B	B	2	yshedy	qokeedy	0	HOT|END_STAGE	yshedy qokeedy qokeedy olkeedy otey koldy	OPEN	0	0
G751-O1581	G751-Q022	Q_SIDE	qokeedy	okeedy	f75v	f75	f75v.47	8	11	0.700000	MIDDLE	0	0	0	0	0	0	B	B	2	qokedy	qotar	0	HOT|END_STAGE	qokain olshey qokain dar ol shedy qokedy qokeedy qotar olshedy oldy	OPEN	0	0
G751-O1582	G751-Q022	Q_SIDE	qokeedy	okeedy	f75v	f75	f75v.59	1	3	0.000000	FIRST	1	0	0	1	0	0	B	B	2	EDGE	qokol	0	HOT|END_STAGE	qokeedy qokol olkol	OPEN	0	0
G751-O1583	G751-Q022	Q_SIDE	qokeedy	okeedy	f76r	f76	f76r.6	2	13	0.083333	MIDDLE	0	0	0	0	0	0	T	B	2	solchedy	qopchedy	0	HOT|END_STAGE	solchedy qokeedy qopchedy qokeeo rol shedy qokedy sheey okees al al chedain dar	OPEN	0	0
G751-O1584	G751-Q022	Q_SIDE	qokeedy	okeedy	f76r	f76	f76r.13	1	13	0.000000	FIRST	1	0	0	0	0	0	T	B	2	EDGE	checthy	0	HOT|END_STAGE	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	OPEN	0	0
G751-O1585	G751-Q022	Q_SIDE	qokeedy	okeedy	f76r	f76	f76r.17	8	12	0.636364	MIDDLE	0	0	0	0	0	0	T	B	2	shedy	okain	0	HOT|END_STAGE	chey chckh shey qeeey chol lkain shedy qokeedy okain chedy okeed qokaloro	OPEN	0	0
G751-O1586	G751-Q022	Q_SIDE	qokeedy	okeedy	f76r	f76	f76r.39	6	10	0.555556	MIDDLE	0	0	1	0	0	0	T	B	2	yksheol	oty	0	HOT|END_STAGE	polalchdy pshedy opchedy qokas yksheol qokeedy oty lshed chpsheedy ytal	OPEN	0	0
G751-O1587	G751-Q022	Q_SIDE	qokeedy	okeedy	f76r	f76	f76r.52	3	9	0.250000	MIDDLE	0	0	0	0	0	0	T	B	2	qokedy	qokedy	0	HOT|END_STAGE	olsheed qokedy qokeedy qokedy lkedy lsheedy okar shedy otain	OPEN	0	0
G751-O1588	G751-Q022	Q_SIDE	qokeedy	okeedy	f76v	f76	f76v.3	2	10	0.111111	MIDDLE	0	0	0	0	0	0	B	B	2	dchedy	oteedy	0	HOT|END_STAGE	dchedy qokeedy oteedy chedaiin chey qokeedy olkedy ror oteedy okal	OPEN	0	0
G751-O1589	G751-Q022	Q_SIDE	qokeedy	okeedy	f76v	f76	f76v.3	6	10	0.555556	MIDDLE	0	0	0	0	0	0	B	B	2	chey	olkedy	0	HOT|END_STAGE	dchedy qokeedy oteedy chedaiin chey qokeedy olkedy ror oteedy okal	OPEN	0	0
G751-O1590	G751-Q022	Q_SIDE	qokeedy	okeedy	f76v	f76	f76v.8	1	11	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	ochedy	0	HOT|END_STAGE	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkchey r ol	OPEN	0	0
G751-O1591	G751-Q022	Q_SIDE	qokeedy	okeedy	f76v	f76	f76v.8	5	11	0.400000	MIDDLE	0	0	0	0	0	0	B	B	2	sheedy	okeedy	1	HOT|END_STAGE	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkchey r ol	OPEN	0	0
G751-O1592	G751-Q022	Q_SIDE	qokeedy	okeedy	f76v	f76	f76v.12	4	11	0.300000	MIDDLE	0	0	0	0	0	0	B	B	2	lteedy	qotal	0	HOT|END_STAGE	solsheol sheey lteedy qokeedy qotal chedy checthy otedeey qokol chedy deey	OPEN	0	0
G751-O1593	G751-Q022	Q_SIDE	qokeedy	okeedy	f76v	f76	f76v.14	1	10	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	qol	0	HOT|END_STAGE	qokeedy qol cheedy otedy cthedy otedy qoteedy shcthedy qoeekeedy deedy	OPEN	0	0
G751-O1594	G751-Q022	Q_SIDE	qokeedy	okeedy	f76v	f76	f76v.20	7	11	0.600000	MIDDLE	0	0	0	0	0	0	B	B	2	lshedy	cheedy	0	HOT|END_STAGE	dol sheetey qokedy ol checkhy lshedy qokeedy cheedy qokeedy shl loiii	OPEN	0	0
G751-O1595	G751-Q022	Q_SIDE	qokeedy	okeedy	f76v	f76	f76v.23	2	10	0.111111	MIDDLE	0	0	0	0	0	0	B	B	2	dchedy	qotchy	0	HOT|END_STAGE	dchedy qokeedy qotchy qokol shedy shedy chedy olched shetey saiin	OPEN	0	0
G751-O1596	G751-Q022	Q_SIDE	qokeedy	okeedy	f76v	f76	f76v.27	3	11	0.200000	MIDDLE	0	0	0	0	0	0	B	B	2	shckhey	saiin	0	HOT|END_STAGE	daiin shckhey qokeedy saiin chek ain r ain o kan chlaiiin	OPEN	0	0
G751-O1597	G751-Q022	Q_SIDE	qokeedy	okeedy	f76v	f76	f76v.29	3	11	0.200000	MIDDLE	0	0	0	0	0	0	B	B	2	sheedy	qolkey	0	HOT|END_STAGE	sar sheedy qokeedy qolkey lchdy schees shees al ches okaiin alaldy	OPEN	0	0
G751-O1598	G751-Q022	Q_SIDE	qokeedy	okeedy	f76v	f76	f76v.38	4	13	0.250000	MIDDLE	0	0	0	0	0	0	B	B	2	shedy	lol	0	HOT|END_STAGE	saiin chedy shedy qokeedy lol saiiin qokain chey r al r aiin dl	OPEN	0	0
G751-O1599	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.11	7	9	0.750000	MIDDLE	0	0	0	0	0	0	B	B	2	shcthey	oteedy	0	HOT|END_STAGE	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham	OPEN	0	0
G751-O1600	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.13	1	10	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	qol	0	HOT|END_STAGE	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy	OPEN	0	0
G751-O1601	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.14	7	8	0.857143	MIDDLE	0	0	0	0	0	0	B	B	2	shedy	qotedy	0	HOT|END_STAGE	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy	OPEN	0	0
G751-O1602	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.15	1	10	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	shedy	0	HOT|END_STAGE	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol	OPEN	0	0
G751-O1603	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.16	7	8	0.857143	MIDDLE	0	0	0	0	0	0	B	B	2	qolcheedy	lol	0	HOT|END_STAGE	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	OPEN	0	0
G751-O1604	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.19	1	9	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	lchey	0	HOT|END_STAGE	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	OPEN	0	0
G751-O1605	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.19	4	9	0.375000	MIDDLE	0	0	0	0	0	0	B	B	2	lsheey	qokeedy	0	HOT|END_STAGE	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	OPEN	0	0
G751-O1606	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.19	5	9	0.500000	MIDDLE	0	0	0	0	0	0	B	B	2	qokeedy	qokar	0	HOT|END_STAGE	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	OPEN	0	0
G751-O1607	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.20	3	8	0.285714	MIDDLE	0	0	0	0	0	0	B	B	2	sheal	qoteey	0	HOT|END_STAGE	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy	OPEN	0	0
G751-O1608	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.21	3	8	0.285714	MIDDLE	0	0	0	0	0	0	B	B	2	shedy	qokedy	0	HOT|END_STAGE	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny	OPEN	0	0
G751-O1609	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.23	6	8	0.714286	MIDDLE	0	0	0	0	0	0	B	B	2	olshedy	chedy	0	HOT|END_STAGE	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokal	OPEN	0	0
G751-O1610	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.27	5	6	0.800000	MIDDLE	0	0	0	0	0	0	B	B	2	shedy	qotedy	0	HOT|END_STAGE	solchedy qokain okaiin shedy qokeedy qotedy	OPEN	0	0
G751-O1611	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.29	3	5	0.500000	MIDDLE	0	0	0	0	0	0	B	B	2	cheeol	qokeedy	0	HOT|END_STAGE	saiin cheeol qokeedy qokeedy qotal	OPEN	0	0
G751-O1612	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.29	4	5	0.750000	MIDDLE	0	0	0	0	0	0	B	B	2	qokeedy	qotal	0	HOT|END_STAGE	saiin cheeol qokeedy qokeedy qotal	OPEN	0	0
G751-O1613	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.36	6	8	0.714286	MIDDLE	0	0	0	0	0	0	B	B	2	dolchl	qokol	0	HOT|END_STAGE	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey	OPEN	0	0
G751-O1614	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.42	1	8	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	qotedy	0	HOT|END_STAGE	qokeedy qotedy qokeedy qokeedy qokeey s aiin al	OPEN	0	0
G751-O1615	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.42	3	8	0.285714	MIDDLE	0	0	0	0	0	0	B	B	2	qotedy	qokeedy	0	HOT|END_STAGE	qokeedy qotedy qokeedy qokeedy qokeey s aiin al	OPEN	0	0
G751-O1616	G751-Q022	Q_SIDE	qokeedy	okeedy	f77r	f77	f77r.42	4	8	0.428571	MIDDLE	0	0	0	0	0	0	B	B	2	qokeedy	qokeey	0	HOT|END_STAGE	qokeedy qotedy qokeedy qokeedy qokeey s aiin al	OPEN	0	0
G751-O1617	G751-Q022	Q_SIDE	qokeedy	okeedy	f77v	f77	f77v.8	3	10	0.222222	MIDDLE	0	0	0	0	0	0	B	B	2	shedy	qodykey	0	HOT|END_STAGE	qokeeey shedy qokeedy qodykey qokedy rsheedy taiiin sheol teedy yry	OPEN	0	0
G751-O1618	G751-Q022	Q_SIDE	qokeedy	okeedy	f77v	f77	f77v.11	9	11	0.800000	MIDDLE	0	0	0	0	0	0	B	B	2	shedy	dal	0	HOT|END_STAGE	qockhy dol chdy dsheedal qokal chedy dal shedy qokeedy dal olchy	OPEN	0	0
G751-O1619	G751-Q022	Q_SIDE	qokeedy	okeedy	f77v	f77	f77v.24	3	8	0.285714	MIDDLE	0	0	0	0	0	0	B	B	2	sheekey	daiin	0	HOT|END_STAGE	daiin sheekey qokeedy daiin dail qokedy qokedy rol	OPEN	0	0
G751-O1620	G751-Q022	Q_SIDE	qokeedy	okeedy	f77v	f77	f77v.25	8	9	0.875000	MIDDLE	0	0	0	0	0	0	B	B	2	sheedy	ral	0	HOT|END_STAGE	lchor oiiin shedy qokaiin saiin dal sheedy qokeedy ral	OPEN	0	0
G751-O1621	G751-Q022	Q_SIDE	qokeedy	okeedy	f78r	f78	f78r.4	1	7	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	qokedy	0	HOT|END_STAGE	qokeedy qokedy shedy tchedy otar olkedy dam	OPEN	0	0
G751-O1622	G751-Q022	Q_SIDE	qokeedy	okeedy	f78r	f78	f78r.10	3	8	0.285714	MIDDLE	0	0	0	0	0	0	B	B	2	deedy	otedy	0	HOT|END_STAGE	dshedy deedy qokeedy otedy otal tedy otey oloiin	OPEN	0	0
G751-O1623	G751-Q022	Q_SIDE	qokeedy	okeedy	f78r	f78	f78r.24	1	5	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	kedy	0	HOT|END_STAGE	qokeedy kedy qokeey qokedy olol	OPEN	0	0
G751-O1624	G751-Q022	Q_SIDE	qokeedy	okeedy	f78r	f78	f78r.28	3	9	0.250000	MIDDLE	0	0	1	0	0	0	B	B	2	ol	kchol	0	HOT|END_STAGE	orain ol qokeedy kchol tchal olkee yfchey ofchedy taly	OPEN	0	0
G751-O1625	G751-Q022	Q_SIDE	qokeedy	okeedy	f78v	f78	f78v.7	6	9	0.625000	MIDDLE	0	0	0	0	0	0	B	B	2	shedy	qokedy	0	HOT|END_STAGE	otor y shedy otedy shedy qokeedy qokedy otar otedy	OPEN	0	0
G751-O1626	G751-Q022	Q_SIDE	qokeedy	okeedy	f78v	f78	f78v.8	5	9	0.500000	MIDDLE	0	0	0	0	0	0	B	B	2	oteedy	dar	0	HOT|END_STAGE	qokedy otedy qokain oteedy qokeedy dar okedy dkedy dain	OPEN	0	0
G751-O1627	G751-Q022	Q_SIDE	qokeedy	okeedy	f79r	f79	f79r.27	1	10	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	sheey	0	HOT|END_STAGE	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	OPEN	0	0
G751-O1628	G751-Q022	Q_SIDE	qokeedy	okeedy	f79v	f79	f79v.4	1	8	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	qokeedy	0	HOT|END_STAGE	qokeedy qokeedy qotain sol chedy rchey qoky lchedy	OPEN	0	0
G751-O1629	G751-Q022	Q_SIDE	qokeedy	okeedy	f79v	f79	f79v.4	2	8	0.142857	MIDDLE	0	0	0	0	0	0	B	B	2	qokeedy	qotain	0	HOT|END_STAGE	qokeedy qokeedy qotain sol chedy rchey qoky lchedy	OPEN	0	0
G751-O1630	G751-Q022	Q_SIDE	qokeedy	okeedy	f79v	f79	f79v.7	2	7	0.166667	MIDDLE	0	0	0	0	0	0	B	B	2	qokshey	qol	0	HOT|END_STAGE	qokshey qokeedy qol kedy qokeedy qokain solchedy	OPEN	0	0
G751-O1631	G751-Q022	Q_SIDE	qokeedy	okeedy	f79v	f79	f79v.7	5	7	0.666667	MIDDLE	0	0	0	0	0	0	B	B	2	kedy	qokain	0	HOT|END_STAGE	qokshey qokeedy qol kedy qokeedy qokain solchedy	OPEN	0	0
G751-O1632	G751-Q022	Q_SIDE	qokeedy	okeedy	f79v	f79	f79v.9	4	6	0.600000	MIDDLE	0	0	0	1	0	0	B	B	2	sheey	qokechey	0	HOT|END_STAGE	sar ol sheey qokeedy qokechey qol	OPEN	0	0
G751-O1633	G751-Q022	Q_SIDE	qokeedy	okeedy	f79v	f79	f79v.13	8	9	0.875000	MIDDLE	0	0	0	0	0	0	B	B	2	okeedy	ror	1	HOT|END_STAGE	dain ar olshey dytain qokain checthy okeedy qokeedy ror	OPEN	0	0
G751-O1634	G751-Q022	Q_SIDE	qokeedy	okeedy	f79v	f79	f79v.14	6	8	0.714286	MIDDLE	0	0	0	0	0	0	B	B	2	sheedy	rolchey	0	HOT|END_STAGE	qokeey qokedy okeey qokol sheedy qokeedy rolchey qokeedy	OPEN	0	0
G751-O1635	G751-Q022	Q_SIDE	qokeedy	okeedy	f79v	f79	f79v.15	2	8	0.142857	MIDDLE	0	0	0	0	0	0	B	B	2	yteedy	qokain	0	HOT|END_STAGE	yteedy qokeedy qokain olkeey cheokain dy teey qokain	OPEN	0	0
G751-O1636	G751-Q022	Q_SIDE	qokeedy	okeedy	f79v	f79	f79v.31	5	8	0.571429	MIDDLE	0	0	0	0	0	0	B	B	2	ykeedy	qokar	0	HOT|END_STAGE	yshees aiin o ykeedy qokeedy qokar oteedy roltain	OPEN	0	0
G751-O1637	G751-Q022	Q_SIDE	qokeedy	okeedy	f79v	f79	f79v.39	1	10	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	ykeey	0	HOT|END_STAGE	qokeedy ykeey sheey or or aiin yefaiin chy dor yty	OPEN	0	0
G751-O1638	G751-Q022	Q_SIDE	qokeedy	okeedy	f79v	f79	f79v.40	8	10	0.777778	MIDDLE	0	0	0	0	0	0	B	B	2	sheky	qokar	0	HOT|END_STAGE	qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol	OPEN	0	0
G751-O1639	G751-Q022	Q_SIDE	qokeedy	okeedy	f80r	f80	f80r.11	6	10	0.555556	MIDDLE	0	0	1	0	0	0	B	B	2	okchdy	qopcheol	0	HOT|END_STAGE	pdol fshedy polkain octhor okchdy qokeedy qopcheol olkoiin y darshey	OPEN	0	0
G751-O1640	G751-Q022	Q_SIDE	qokeedy	okeedy	f80r	f80	f80r.16	2	11	0.100000	MIDDLE	0	0	0	0	0	0	B	B	2	solchedy	qokar	0	HOT|END_STAGE	solchedy qokeedy qokar ol chedy qokain shecthy qokeedy saltar chkain oty	OPEN	0	0
G751-O1641	G751-Q022	Q_SIDE	qokeedy	okeedy	f80r	f80	f80r.22	1	11	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	qol	0	HOT|END_STAGE	qokeedy qol shecthy qokalkeol qoky qokal shedy sal olkain shey qokl	OPEN	0	0
G751-O1642	G751-Q022	Q_SIDE	qokeedy	okeedy	f80r	f80	f80r.31	7	8	0.857143	MIDDLE	0	0	0	0	0	0	B	B	2	okaly	oly	0	HOT|END_STAGE	qokal checthy sol chey okalol okaly qokeedy oly	OPEN	0	0
G751-O1643	G751-Q022	Q_SIDE	qokeedy	okeedy	f80v	f80	f80v.1	3	6	0.400000	MIDDLE	0	0	1	0	0	0	B	B	2	dolfchedy	qotedy	0	HOT|END_STAGE	pchedy dolfchedy qokeedy qotedy qotolfchedy roly	OPEN	0	0
G751-O1644	G751-Q022	Q_SIDE	qokeedy	okeedy	f80v	f80	f80v.33	1	8	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	qoker	0	HOT|END_STAGE	qokeedy qoker olkain olshedy qokey qokeey tchcthy lom	OPEN	0	0
G751-O1645	G751-Q022	Q_SIDE	qokeedy	okeedy	f80v	f80	f80v.37	2	4	0.333333	MIDDLE	0	0	0	1	0	0	B	B	2	polshdy	shky	0	HOT|END_STAGE	polshdy qokeedy shky ololchey	OPEN	0	0
G751-O1646	G751-Q022	Q_SIDE	qokeedy	okeedy	f80v	f80	f80v.39	8	10	0.777778	MIDDLE	0	0	0	0	0	0	B	B	2	chckhy	tchdy	0	HOT|END_STAGE	sol aiin chey qokain ches ol chckhy qokeedy tchdy aral	OPEN	0	0
G751-O1647	G751-Q022	Q_SIDE	qokeedy	okeedy	f81r	f81	f81r.15	4	5	0.750000	MIDDLE	0	0	0	1	0	0	B	B	2	cheedy	otedy	0	HOT|END_STAGE	sain ol cheedy qokeedy otedy	OPEN	0	0
G751-O1648	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.2	5	8	0.571429	MIDDLE	0	0	0	0	0	0	B	B	2	dy	qokal	0	HOT|END_STAGE	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	OPEN	0	0
G751-O1649	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.5	3	8	0.285714	MIDDLE	0	0	0	0	0	0	B	B	2	lkchedy	qokal	0	HOT|END_STAGE	sol lkchedy qokeedy qokal cthol chedy qoteedy qokal	OPEN	0	0
G751-O1650	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.13	3	8	0.285714	MIDDLE	0	0	0	0	0	0	B	B	2	olchedy	qotedy	0	HOT|END_STAGE	tcheol olchedy qokeedy qotedy chedar cheey lchey solarol	OPEN	0	0
G751-O1651	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.16	1	12	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	lchedy	0	HOT|END_STAGE	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam	OPEN	0	0
G751-O1652	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.16	3	12	0.181818	MIDDLE	0	0	0	0	0	0	B	B	2	lchedy	cheey	0	HOT|END_STAGE	qokeedy lchedy qokeedy cheey r or ol s aiin chey ra dam	OPEN	0	0
G751-O1653	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.17	7	8	0.857143	MIDDLE	0	0	0	0	0	0	B	B	2	lteedy	ralchey	0	HOT|END_STAGE	dshedy qoteey chedy qokeeey qokedy lteedy qokeedy ralchey	OPEN	0	0
G751-O1654	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.24	1	10	0.000000	FIRST	1	0	0	0	0	0	B	B	2	EDGE	lcheedy	0	HOT|END_STAGE	qokeedy lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	OPEN	0	0
G751-O1655	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.26	2	9	0.125000	MIDDLE	0	0	0	0	0	0	B	B	2	tshey	cheal	0	HOT|END_STAGE	tshey qokeedy cheal lchedar ches aiin oteey qokaiin okey	OPEN	0	0
G751-O1656	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.27	4	8	0.428571	MIDDLE	0	0	0	0	0	0	B	B	2	daldy	rshedy	0	HOT|END_STAGE	pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy	OPEN	0	0
G751-O1657	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.27	7	8	0.857143	MIDDLE	0	0	0	0	0	0	B	B	2	qoteedy	lochedy	0	HOT|END_STAGE	pchedy rsheal daldy qokeedy rshedy qoteedy qokeedy lochedy	OPEN	0	0
G751-O1658	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.29	4	10	0.333333	MIDDLE	0	0	0	0	0	0	B	B	2	lchedy	lchedy	0	HOT|END_STAGE	d cheey lchedy qokeedy lchedy rchedy oky qotedy qoty qoty	OPEN	0	0
G751-O1659	G751-Q022	Q_SIDE	qokeedy	okeedy	f82r	f82	f82r.30	8	9	0.875000	MIDDLE	0	0	0	0	0	0	B	B	2	lshedy	rag	0	HOT|END_STAGE	qoteey raiin cheol qoteey shedy qokeey lshedy qokeedy rag	OPEN	0	0
G751-O1660	G751-Q022	Q_SIDE	qokeedy	okeedy	f82v	f82	f82v.5	3	9	0.250000	MIDDLE	0	0	1	0	0	0	B	B	2	olfchedy	qokedal	0	HOT|END_STAGE	tokol olfchedy qokeedy qokedal shol qotal otdal dal olshedy	OPEN	0	0
G751-O1661	G751-Q022	Q_SIDE	qokeedy	okeedy	f82v	f82	f82v.17	7	12	0.545455	MIDDLE	0	0	0	0	0	0	B	B	2	okai	rcheey	0	HOT|END_STAGE	or ain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	OPEN	0	0
G751-O1662	G751-Q022	Q_SIDE	qokeedy	okeedy	f82v	f82	f82v.18	2	10	0.111111	MIDDLE	0	0	0	0	0	0	B	B	2	ykeedy	chedy	0	HOT|END_STAGE	ykeedy qokeedy chedy qokar okeey lkedy qokal olkeedy qokeedy oky	OPEN	0	0
G751-O1663	G751-Q022	Q_SIDE	qokeedy	okeedy	f82v	f82	f82v.18	9	10	0.888889	MIDDLE	0	0	0	0	0	0	B	B	2	olkeedy	oky	0	HOT|END_STAGE	ykeedy qokeedy chedy qokar okeey lkedy qokal olkeedy qokeedy oky	OPEN	0	0
G751-O1664	G751-Q022	Q_SIDE	qokeedy	okeedy	f82v	f82	f82v.36	3	8	0.285714	MIDDLE	0	0	0	0	0	0	B	B	2	shey	qokar	0	HOT|END_STAGE	saiin shey qokeedy qokar sheecthey qokaiin daltedy rcheald	OPEN	0	0
