edge_id	batch_id	source_row_id	page	physical_folio	locus	predecessor_ordinal	right_ordinal	predecessor_surface	right_surface	head_id	body	register_id	score_eligible	component_export_credit
G776-E0391	GDT776_TARGET_MEDIAL	G776-T0077	f58v	f58	f58v.26	3	4	ol	al	TARGET_OL	NONE	S|A|3	0	0
G776-E0392	GDT776_H4_CONTROL	G776-C0315	f58v	f58	f58v.7	5	6	lchedy	qokalor	H4	chedy	S|A|3	0	0
G776-E0393	GDT776_H4_CONTROL	G776-C0316	f66r	f66	f66r.64	8	9	lor	sheor	H4	or	T|B|5	0	0
G776-E0394	GDT776_TARGET_MEDIAL	G776-T0078	f66r	f66	f66r.68	2	3	ol	daiin	TARGET_OL	NONE	T|B|5	0	0
G776-E0395	GDT776_TARGET_MEDIAL	G776-T0079	f66r	f66	f66r.69	4	5	ol	kcheeky	TARGET_OL	NONE	T|B|5	0	0
G776-E0396	GDT776_TARGET_MEDIAL	G776-T0080	f66r	f66	f66r.75	5	6	ol	ar	TARGET_OL	NONE	T|B|5	0	0
G776-E0397	GDT776_H4_CONTROL	G776-C0317	f66r	f66	f66r.76	5	6	lchey	qokaly	H4	chey	T|B|5	0	0
G776-E0398	GDT776_H4_CONTROL	G776-C0318	f66r	f66	f66r.78	4	5	lshedy	lchedy	H4	shedy	T|B|5	0	0
G776-E0399	GDT776_H4_CONTROL	G776-C0319	f66r	f66	f66r.78	5	6	lchedy	cheedy	H4	chedy	T|B|5	0	0
G776-E0400	GDT776_H3_CONTROL	G776-C0320	f66r	f66	f66r.80	4	5	raiin	sheedy	H3	aiin	T|B|5	0	0
G776-E0401	GDT776_TARGET_MEDIAL	G776-T0081	f6r	f6	f6r.11	3	4	ol	chokaiin	TARGET_OL	NONE	H|A|1	0	0
G776-E0402	GDT776_H4_CONTROL	G776-C0321	f75r	f75	f75r.20	5	6	lchey	lo	H4	chey	B|B|2	0	0
G776-E0403	GDT776_H4_CONTROL	G776-C0322	f75r	f75	f75r.20	6	7	lo	ydain	H4	o	B|B|2	0	0
G776-E0404	GDT776_TARGET_MEDIAL	G776-T0082	f75r	f75	f75r.21	6	7	ol	lor	TARGET_OL	NONE	B|B|2	0	0
G776-E0405	GDT776_H4_CONTROL	G776-C0323	f75r	f75	f75r.21	7	8	lor	am	H4	or	B|B|2	0	0
G776-E0406	GDT776_H4_CONTROL	G776-C0324	f75r	f75	f75r.24	6	7	lor	ol	H4	or	B|B|2	0	0
G776-E0407	GDT776_H4_CONTROL	G776-C0325	f75r	f75	f75r.3	7	8	ltain	olkar	H4	tain	B|B|2	0	0
G776-E0408	GDT776_TARGET_MEDIAL	G776-T0083	f75r	f75	f75r.34	8	9	ol	kain	TARGET_OL	NONE	B|B|2	0	0
G776-E0409	GDT776_H4_CONTROL	G776-C0326	f75r	f75	f75r.9	3	4	lo	qokedy	H4	o	B|B|2	0	0
G776-E0410	GDT776_H4_CONTROL	G776-C0327	f75v	f75	f75v.10	5	6	lchedy	dar	H4	chedy	B|B|2	0	0
G776-E0411	GDT776_H4_CONTROL	G776-C0328	f75v	f75	f75v.3	9	10	lkar	chckhy	H4	kar	B|B|2	0	0
G776-E0412	GDT776_TARGET_MEDIAL	G776-T0084	f75v	f75	f75v.39	11	12	ol	aiin	TARGET_OL	NONE	B|B|2	0	0
G776-E0413	GDT776_TARGET_MEDIAL	G776-T0085	f75v	f75	f75v.40	10	11	ol	sheey	TARGET_OL	NONE	B|B|2	0	0
G776-E0414	GDT776_TARGET_MEDIAL	G776-T0086	f75v	f75	f75v.44	2	3	ol	sheckhy	TARGET_OL	NONE	B|B|2	0	0
G776-E0415	GDT776_TARGET_MEDIAL	G776-T0087	f75v	f75	f75v.47	5	6	ol	shedy	TARGET_OL	NONE	B|B|2	0	0
G776-E0416	GDT776_H4_CONTROL	G776-C0329	f75v	f75	f75v.61	2	3	lchdy	soiin	H4	chdy	B|B|2	0	0
G776-E0417	GDT776_TARGET_MEDIAL	G776-T0088	f75v	f75	f75v.7	4	5	ol	chety	TARGET_OL	NONE	B|B|2	0	0
G776-E0418	GDT776_TARGET_MEDIAL	G776-T0089	f76r	f76	f76r.11	5	6	ol	chdy	TARGET_OL	NONE	T|B|2	0	0
G776-E0419	GDT776_H4_CONTROL	G776-C0330	f76r	f76	f76r.17	6	7	lkain	shedy	H4	kain	T|B|2	0	0
G776-E0420	GDT776_H4_CONTROL	G776-C0331	f76r	f76	f76r.19	9	10	lshedy	qolchedy	H4	shedy	T|B|2	0	0
G776-E0421	GDT776_H4_CONTROL	G776-C0332	f76r	f76	f76r.20	4	5	lchedy	qokey	H4	chedy	T|B|2	0	0
G776-E0422	GDT776_H4_CONTROL	G776-C0333	f76r	f76	f76r.20	10	11	lchar	okar	H4	char	T|B|2	0	0
G776-E0423	GDT776_H4_CONTROL	G776-C0334	f76r	f76	f76r.21	3	4	lchedy	qo	H4	chedy	T|B|2	0	0
G776-E0424	GDT776_H4_CONTROL	G776-C0335	f76r	f76	f76r.25	11	12	lchedy	chey	H4	chedy	T|B|2	0	0
G776-E0425	GDT776_TARGET_MEDIAL	G776-T0090	f76r	f76	f76r.28	4	5	ol	aiin	TARGET_OL	NONE	T|B|2	0	0
G776-E0426	GDT776_H4_CONTROL	G776-C0336	f76r	f76	f76r.33	2	3	lkey	kal	H4	key	T|B|2	0	0
G776-E0427	GDT776_H4_CONTROL	G776-C0337	f76r	f76	f76r.35	3	4	lshey	qokal	H4	shey	T|B|2	0	0
G776-E0428	GDT776_H4_CONTROL	G776-C0338	f76r	f76	f76r.38	2	3	lchey	chey	H4	chey	T|B|2	0	0
G776-E0429	GDT776_H4_CONTROL	G776-C0339	f76r	f76	f76r.39	8	9	lshed	chpsheedy	H4	shed	T|B|2	0	0
G776-E0430	GDT776_H4_CONTROL	G776-C0340	f76r	f76	f76r.40	4	5	lchy	opchey	H4	chy	T|B|2	0	0
G776-E0431	GDT776_H4_CONTROL	G776-C0341	f76r	f76	f76r.41	4	5	lcheey	qokey	H4	cheey	T|B|2	0	0
G776-E0432	GDT776_H4_CONTROL	G776-C0342	f76r	f76	f76r.42	6	7	lchedy	qolain	H4	chedy	T|B|2	0	0
G776-E0433	GDT776_H4_CONTROL	G776-C0343	f76r	f76	f76r.46	6	7	lchedy	chedy	H4	chedy	T|B|2	0	0
G776-E0434	GDT776_H4_CONTROL	G776-C0344	f76r	f76	f76r.49	10	11	lkar	al	H4	kar	T|B|2	0	0
G776-E0435	GDT776_H3_CONTROL	G776-C0345	f76r	f76	f76r.51	6	7	raiin	opchdy	H3	aiin	T|B|2	0	0
G776-E0436	GDT776_H4_CONTROL	G776-C0346	f76r	f76	f76r.52	6	7	lsheedy	okar	H4	sheedy	T|B|2	0	0
G776-E0437	GDT776_TARGET_MEDIAL	G776-T0091	f76r	f76	f76r.53	4	5	ol	chedor	TARGET_OL	NONE	T|B|2	0	0
G776-E0438	GDT776_H4_CONTROL	G776-C0347	f76r	f76	f76r.9	12	13	lkain	chedy	H4	kain	T|B|2	0	0
G776-E0439	GDT776_TARGET_MEDIAL	G776-T0092	f76v	f76	f76v.20	4	5	ol	checkhy	TARGET_OL	NONE	B|B|2	0	0
G776-E0440	GDT776_H4_CONTROL	G776-C0348	f76v	f76	f76v.20	6	7	lshedy	qokeedy	H4	shedy	B|B|2	0	0
G776-E0441	GDT776_H4_CONTROL	G776-C0349	f76v	f76	f76v.24	2	3	lsheey	dal	H4	sheey	B|B|2	0	0
G776-E0442	GDT776_H4_CONTROL	G776-C0350	f76v	f76	f76v.24	4	5	lchedy	olshey	H4	chedy	B|B|2	0	0
G776-E0443	GDT776_H4_CONTROL	G776-C0351	f76v	f76	f76v.35	6	7	lchedy	qoky	H4	chedy	B|B|2	0	0
G776-E0444	GDT776_H4_CONTROL	G776-C0352	f76v	f76	f76v.37	2	3	lchedy	chees	H4	chedy	B|B|2	0	0
G776-E0445	GDT776_H4_CONTROL	G776-C0353	f76v	f76	f76v.39	2	3	lshedy	qokaiin	H4	shedy	B|B|2	0	0
G776-E0446	GDT776_H3_CONTROL	G776-C0354	f76v	f76	f76v.9	3	4	ral	cheey	H3	al	B|B|2	0	0
G776-E0447	GDT776_H4_CONTROL	G776-C0355	f77r	f77	f77r.15	9	10	lchedy	lol	H4	chedy	B|B|2	0	0
G776-E0448	GDT776_H4_CONTROL	G776-C0356	f77r	f77	f77r.19	2	3	lchey	lsheey	H4	chey	B|B|2	0	0
G776-E0449	GDT776_H4_CONTROL	G776-C0357	f77r	f77	f77r.19	3	4	lsheey	qokeedy	H4	sheey	B|B|2	0	0
G776-E0450	GDT776_H4_CONTROL	G776-C0358	f77r	f77	f77r.19	8	9	laiin	chey	H4	aiin	B|B|2	0	0
G776-E0451	GDT776_H4_CONTROL	G776-C0359	f77r	f77	f77r.22	3	4	lchedy	r	H4	chedy	B|B|2	0	0
G776-E0452	GDT776_TARGET_MEDIAL	G776-T0093	f77r	f77	f77r.32	4	5	ol	chealor	TARGET_OL	NONE	B|B|2	0	0
G776-E0453	GDT776_H4_CONTROL	G776-C0360	f77r	f77	f77r.39	4	5	lsheey	qykaiin	H4	sheey	B|B|2	0	0
G776-E0454	GDT776_H4_CONTROL	G776-C0361	f77r	f77	f77r.44	7	8	loly	dy	H4	oly	B|B|2	0	0
G776-E0455	GDT776_H4_CONTROL	G776-C0362	f77r	f77	f77r.45	3	4	lchear	dal	H4	chear	B|B|2	0	0
G776-E0456	GDT776_H4_CONTROL	G776-C0363	f77v	f77	f77v.13	11	12	lshedy	dal	H4	shedy	B|B|2	0	0
G776-E0457	GDT776_H4_CONTROL	G776-C0364	f77v	f77	f77v.14	5	6	lchey	qedy	H4	chey	B|B|2	0	0
G776-E0458	GDT776_H3_CONTROL	G776-C0365	f77v	f77	f77v.14	10	11	rar	ar	H3	ar	B|B|2	0	0
G776-E0459	GDT776_TARGET_MEDIAL	G776-T0094	f77v	f77	f77v.23	6	7	ol	qoky	TARGET_OL	NONE	B|B|2	0	0
G776-E0460	GDT776_H4_CONTROL	G776-C0366	f77v	f77	f77v.29	2	3	lshedy	daly	H4	shedy	B|B|2	0	0
G776-E0461	GDT776_TARGET_MEDIAL	G776-T0095	f77v	f77	f77v.30	2	3	ol	sheey	TARGET_OL	NONE	B|B|2	0	0
G776-E0462	GDT776_H3_CONTROL	G776-C0367	f77v	f77	f77v.31	6	7	rchr	oltedy	H3	chr	B|B|2	0	0
G776-E0463	GDT776_H4_CONTROL	G776-C0368	f77v	f77	f77v.41	2	3	lchedy	lkaiin	H4	chedy	B|B|2	0	0
G776-E0464	GDT776_H4_CONTROL	G776-C0369	f77v	f77	f77v.41	3	4	lkaiin	dy	H4	kaiin	B|B|2	0	0
G776-E0465	GDT776_TARGET_MEDIAL	G776-T0096	f77v	f77	f77v.41	9	10	ol	raiin	TARGET_OL	NONE	B|B|2	0	0
G776-E0466	GDT776_H3_CONTROL	G776-C0370	f77v	f77	f77v.41	10	11	raiin	oldy	H3	aiin	B|B|2	0	0
G776-E0467	GDT776_H3_CONTROL	G776-C0371	f77v	f77	f77v.8	6	7	rsheedy	taiiin	H3	sheedy	B|B|2	0	0
G776-E0468	GDT776_TARGET_MEDIAL	G776-T0097	f77v	f77	f77v.9	6	7	ol	chs	TARGET_OL	NONE	B|B|2	0	0
G776-E0469	GDT776_TARGET_MEDIAL	G776-T0098	f78r	f78	f78r.28	2	3	ol	qokeedy	TARGET_OL	NONE	B|B|2	0	0
G776-E0470	GDT776_H4_CONTROL	G776-C0372	f78r	f78	f78r.32	6	7	lkain	ykeedy	H4	kain	B|B|2	0	0
G776-E0471	GDT776_TARGET_MEDIAL	G776-T0099	f78r	f78	f78r.38	4	5	ol	aiin	TARGET_OL	NONE	B|B|2	0	0
G776-E0472	GDT776_H3_CONTROL	G776-C0373	f78v	f78	f78v.1	6	7	rol	dor	H3	ol	B|B|2	0	0
G776-E0473	GDT776_H4_CONTROL	G776-C0374	f78v	f78	f78v.16	7	8	lchedy	qokdy	H4	chedy	B|B|2	0	0
G776-E0474	GDT776_TARGET_MEDIAL	G776-T0100	f78v	f78	f78v.19	2	3	ol	chedar	TARGET_OL	NONE	B|B|2	0	0
G776-E0475	GDT776_H4_CONTROL	G776-C0375	f78v	f78	f78v.19	5	6	lor	shedaldy	H4	or	B|B|2	0	0
G776-E0476	GDT776_TARGET_MEDIAL	G776-T0101	f78v	f78	f78v.20	8	9	ol	okalor	TARGET_OL	NONE	B|B|2	0	0
G776-E0477	GDT776_TARGET_MEDIAL	G776-T0102	f78v	f78	f78v.21	5	6	ol	qokar	TARGET_OL	NONE	B|B|2	0	0
G776-E0478	GDT776_TARGET_MEDIAL	G776-T0103	f78v	f78	f78v.25	4	5	ol	or	TARGET_OL	NONE	B|B|2	0	0
G776-E0479	GDT776_TARGET_MEDIAL	G776-T0104	f78v	f78	f78v.25	8	9	ol	sham	TARGET_OL	NONE	B|B|2	0	0
G776-E0480	GDT776_TARGET_MEDIAL	G776-T0105	f78v	f78	f78v.27	5	6	ol	ols	TARGET_OL	NONE	B|B|2	0	0
G776-E0481	GDT776_TARGET_MEDIAL	G776-T0106	f78v	f78	f78v.28	5	6	ol	oteedy	TARGET_OL	NONE	B|B|2	0	0
G776-E0482	GDT776_H4_CONTROL	G776-C0376	f78v	f78	f78v.28	8	9	los	aiin	H4	os	B|B|2	0	0
G776-E0483	GDT776_H4_CONTROL	G776-C0377	f78v	f78	f78v.29	5	6	lr	al	H4	r	B|B|2	0	0
G776-E0484	GDT776_H4_CONTROL	G776-C0378	f78v	f78	f78v.4	3	4	lshdy	lcheckhy	H4	shdy	B|B|2	0	0
G776-E0485	GDT776_TARGET_MEDIAL	G776-T0107	f78v	f78	f78v.5	6	7	ol	cheeky	TARGET_OL	NONE	B|B|2	0	0
G776-E0486	GDT776_H4_CONTROL	G776-C0379	f79r	f79	f79r.17	3	4	lsheey	ls	H4	sheey	B|B|2	0	0
G776-E0487	GDT776_TARGET_MEDIAL	G776-T0108	f79r	f79	f79r.18	9	10	ol	dam	TARGET_OL	NONE	B|B|2	0	0
G776-E0488	GDT776_H4_CONTROL	G776-C0380	f79r	f79	f79r.2	2	3	lshdy	otchedy	H4	shdy	B|B|2	0	0
G776-E0489	GDT776_TARGET_MEDIAL	G776-T0109	f79r	f79	f79r.23	4	5	ol	lkain	TARGET_OL	NONE	B|B|2	0	0
G776-E0490	GDT776_TARGET_MEDIAL	G776-T0110	f79r	f79	f79r.27	6	7	ol	ory	TARGET_OL	NONE	B|B|2	0	0
G776-E0491	GDT776_H4_CONTROL	G776-C0381	f79r	f79	f79r.3	8	9	lchey	qokeey	H4	chey	B|B|2	0	0
G776-E0492	GDT776_TARGET_MEDIAL	G776-T0111	f79r	f79	f79r.32	5	6	ol	olaiin	TARGET_OL	NONE	B|B|2	0	0
G776-E0493	GDT776_TARGET_MEDIAL	G776-T0112	f79r	f79	f79r.36	3	4	ol	cheey	TARGET_OL	NONE	B|B|2	0	0
G776-E0494	GDT776_TARGET_MEDIAL	G776-T0113	f79r	f79	f79r.37	2	3	ol	ol	TARGET_OL	NONE	B|B|2	0	0
G776-E0495	GDT776_TARGET_MEDIAL	G776-T0114	f79r	f79	f79r.37	3	4	ol	sheey	TARGET_OL	NONE	B|B|2	0	0
G776-E0496	GDT776_TARGET_MEDIAL	G776-T0115	f79r	f79	f79r.40	6	7	ol	okaiin	TARGET_OL	NONE	B|B|2	0	0
G776-E0497	GDT776_TARGET_MEDIAL	G776-T0116	f79r	f79	f79r.41	6	7	ol	ol	TARGET_OL	NONE	B|B|2	0	0
G776-E0498	GDT776_TARGET_MEDIAL	G776-T0117	f79r	f79	f79r.41	7	8	ol	chedy	TARGET_OL	NONE	B|B|2	0	0
G776-E0499	GDT776_TARGET_MEDIAL	G776-T0118	f79r	f79	f79r.6	3	4	ol	olkeey	TARGET_OL	NONE	B|B|2	0	0
G776-E0500	GDT776_TARGET_MEDIAL	G776-T0119	f79r	f79	f79r.7	5	6	ol	cheey	TARGET_OL	NONE	B|B|2	0	0
G776-E0501	GDT776_H4_CONTROL	G776-C0382	f79v	f79	f79v.11	2	3	lchedy	qolkeedy	H4	chedy	B|B|2	0	0
G776-E0502	GDT776_TARGET_MEDIAL	G776-T0120	f79v	f79	f79v.17	4	5	ol	dar	TARGET_OL	NONE	B|B|2	0	0
G776-E0503	GDT776_H4_CONTROL	G776-C0383	f79v	f79	f79v.2	4	5	lshey	qokain	H4	shey	B|B|2	0	0
G776-E0504	GDT776_H4_CONTROL	G776-C0384	f79v	f79	f79v.20	2	3	lchey	qety	H4	chey	B|B|2	0	0
G776-E0505	GDT776_TARGET_MEDIAL	G776-T0121	f79v	f79	f79v.23	3	4	ol	okaiin	TARGET_OL	NONE	B|B|2	0	0
G776-E0506	GDT776_TARGET_MEDIAL	G776-T0122	f79v	f79	f79v.26	7	8	ol	otol	TARGET_OL	NONE	B|B|2	0	0
G776-E0507	GDT776_TARGET_MEDIAL	G776-T0123	f79v	f79	f79v.32	2	3	ol	or	TARGET_OL	NONE	B|B|2	0	0
G776-E0508	GDT776_TARGET_MEDIAL	G776-T0124	f79v	f79	f79v.32	5	6	ol	ol	TARGET_OL	NONE	B|B|2	0	0
G776-E0509	GDT776_TARGET_MEDIAL	G776-T0125	f79v	f79	f79v.35	9	10	ol	oteedy	TARGET_OL	NONE	B|B|2	0	0
G776-E0510	GDT776_TARGET_MEDIAL	G776-T0126	f79v	f79	f79v.36	2	3	ol	shey	TARGET_OL	NONE	B|B|2	0	0
G776-E0511	GDT776_TARGET_MEDIAL	G776-T0127	f79v	f79	f79v.37	2	3	ol	shal	TARGET_OL	NONE	B|B|2	0	0
G776-E0512	GDT776_H4_CONTROL	G776-C0385	f79v	f79	f79v.37	6	7	lkeey	qokal	H4	keey	B|B|2	0	0
G776-E0513	GDT776_TARGET_MEDIAL	G776-T0128	f79v	f79	f79v.40	4	5	ol	oiin	TARGET_OL	NONE	B|B|2	0	0
G776-E0514	GDT776_H3_CONTROL	G776-C0386	f79v	f79	f79v.41	8	9	raiin	orain	H3	aiin	B|B|2	0	0
G776-E0515	GDT776_TARGET_MEDIAL	G776-T0129	f79v	f79	f79v.9	2	3	ol	sheey	TARGET_OL	NONE	B|B|2	0	0
G776-E0516	GDT776_H4_CONTROL	G776-C0387	f7r	f7	f7r.4	3	4	lochey	daiin	H4	ochey	H|A|1	0	0
G776-E0517	GDT776_H4_CONTROL	G776-C0388	f80r	f80	f80r.14	3	4	lky	chcthy	H4	ky	B|B|2	0	0
G776-E0518	GDT776_H4_CONTROL	G776-C0389	f80r	f80	f80r.14	10	11	lchey	qotar	H4	chey	B|B|2	0	0
G776-E0519	GDT776_H4_CONTROL	G776-C0390	f80r	f80	f80r.23	5	6	lor	aiiin	H4	or	B|B|2	0	0
G776-E0520	GDT776_H3_CONTROL	G776-C0391	f80r	f80	f80r.24	3	4	rchy	r	H3	chy	B|B|2	0	0
G776-E0521	GDT776_TARGET_MEDIAL	G776-T0130	f80r	f80	f80r.24	5	6	ol	dain	TARGET_OL	NONE	B|B|2	0	0
G776-E0522	GDT776_H3_CONTROL	G776-C0392	f80r	f80	f80r.24	12	13	ral	chedyor	H3	al	B|B|2	0	0
G776-E0523	GDT776_TARGET_MEDIAL	G776-T0131	f80r	f80	f80r.27	5	6	ol	olkain	TARGET_OL	NONE	B|B|2	0	0
G776-E0524	GDT776_H3_CONTROL	G776-C0393	f80r	f80	f80r.28	6	7	rchedy	qokal	H3	chedy	B|B|2	0	0
G776-E0525	GDT776_H4_CONTROL	G776-C0394	f80r	f80	f80r.33	3	4	lkar	otal	H4	kar	B|B|2	0	0
G776-E0526	GDT776_TARGET_MEDIAL	G776-T0132	f80r	f80	f80r.34	5	6	ol	qockhey	TARGET_OL	NONE	B|B|2	0	0
G776-E0527	GDT776_H3_CONTROL	G776-C0395	f80r	f80	f80r.36	2	3	rchey	tain	H3	chey	B|B|2	0	0
G776-E0528	GDT776_TARGET_MEDIAL	G776-T0133	f80r	f80	f80r.36	10	11	ol	lom	TARGET_OL	NONE	B|B|2	0	0
G776-E0529	GDT776_H4_CONTROL	G776-C0396	f80r	f80	f80r.48	3	4	loiin	cheey	H4	oiin	B|B|2	0	0
G776-E0530	GDT776_TARGET_MEDIAL	G776-T0134	f80r	f80	f80r.51	2	3	ol	s	TARGET_OL	NONE	B|B|2	0	0
G776-E0531	GDT776_H4_CONTROL	G776-C0397	f80r	f80	f80r.51	10	11	lkain	olom	H4	kain	B|B|2	0	0
G776-E0532	GDT776_H4_CONTROL	G776-C0398	f80r	f80	f80r.52	5	6	lkaiin	ol	H4	kaiin	B|B|2	0	0
G776-E0533	GDT776_TARGET_MEDIAL	G776-T0135	f80r	f80	f80r.52	6	7	ol	olor	TARGET_OL	NONE	B|B|2	0	0
G776-E0534	GDT776_TARGET_MEDIAL	G776-T0136	f80v	f80	f80v.13	3	4	ol	olor	TARGET_OL	NONE	B|B|2	0	0
G776-E0535	GDT776_H4_CONTROL	G776-C0399	f80v	f80	f80v.16	10	11	loldy	tal	H4	oldy	B|B|2	0	0
G776-E0536	GDT776_TARGET_MEDIAL	G776-T0137	f80v	f80	f80v.20	2	3	ol	cheey	TARGET_OL	NONE	B|B|2	0	0
G776-E0537	GDT776_TARGET_MEDIAL	G776-T0138	f80v	f80	f80v.20	7	8	ol	okaiin	TARGET_OL	NONE	B|B|2	0	0
G776-E0538	GDT776_TARGET_MEDIAL	G776-T0139	f80v	f80	f80v.22	3	4	ol	chey	TARGET_OL	NONE	B|B|2	0	0
G776-E0539	GDT776_TARGET_MEDIAL	G776-T0140	f80v	f80	f80v.28	7	8	ol	kaiin	TARGET_OL	NONE	B|B|2	0	0
G776-E0540	GDT776_H4_CONTROL	G776-C0400	f80v	f80	f80v.38	2	3	lsheckhy	olky	H4	sheckhy	B|B|2	0	0
G776-E0541	GDT776_H3_CONTROL	G776-C0401	f80v	f80	f80v.38	6	7	rchey	qcthy	H3	chey	B|B|2	0	0
G776-E0542	GDT776_TARGET_MEDIAL	G776-T0141	f80v	f80	f80v.39	6	7	ol	chckhy	TARGET_OL	NONE	B|B|2	0	0
G776-E0543	GDT776_TARGET_MEDIAL	G776-T0142	f80v	f80	f80v.40	2	3	ol	cheeor	TARGET_OL	NONE	B|B|2	0	0
G776-E0544	GDT776_TARGET_MEDIAL	G776-T0143	f81r	f81	f81r.17	6	7	ol	ochedar	TARGET_OL	NONE	B|B|2	0	0
G776-E0545	GDT776_TARGET_MEDIAL	G776-T0144	f81r	f81	f81r.3	5	6	ol	chedy	TARGET_OL	NONE	B|B|2	0	0
G776-E0546	GDT776_TARGET_MEDIAL	G776-T0145	f81r	f81	f81r.4	3	4	ol	ol	TARGET_OL	NONE	B|B|2	0	0
G776-E0547	GDT776_TARGET_MEDIAL	G776-T0146	f81r	f81	f81r.4	4	5	ol	chcthy	TARGET_OL	NONE	B|B|2	0	0
G776-E0548	GDT776_TARGET_MEDIAL	G776-T0147	f81r	f81	f81r.5	4	5	ol	ol	TARGET_OL	NONE	B|B|2	0	0
G776-E0549	GDT776_TARGET_MEDIAL	G776-T0148	f81r	f81	f81r.6	2	3	ol	eses	TARGET_OL	NONE	B|B|2	0	0
G776-E0550	GDT776_TARGET_MEDIAL	G776-T0149	f81v	f81	f81v.1	7	8	ol	pchedy	TARGET_OL	NONE	B|B|2	0	0
G776-E0551	GDT776_TARGET_MEDIAL	G776-T0150	f81v	f81	f81v.12	2	3	ol	chdy	TARGET_OL	NONE	B|B|2	0	0
G776-E0552	GDT776_TARGET_MEDIAL	G776-T0151	f81v	f81	f81v.15	3	4	ol	sheey	TARGET_OL	NONE	B|B|2	0	0
G776-E0553	GDT776_TARGET_MEDIAL	G776-T0152	f81v	f81	f81v.16	4	5	ol	chy	TARGET_OL	NONE	B|B|2	0	0
G776-E0554	GDT776_H4_CONTROL	G776-C0402	f81v	f81	f81v.16	7	8	lshedy	dar	H4	shedy	B|B|2	0	0
G776-E0555	GDT776_TARGET_MEDIAL	G776-T0153	f81v	f81	f81v.17	3	4	ol	shedy	TARGET_OL	NONE	B|B|2	0	0
G776-E0556	GDT776_TARGET_MEDIAL	G776-T0154	f81v	f81	f81v.18	3	4	ol	cheky	TARGET_OL	NONE	B|B|2	0	0
G776-E0557	GDT776_TARGET_MEDIAL	G776-T0155	f81v	f81	f81v.18	5	6	ol	shedy	TARGET_OL	NONE	B|B|2	0	0
G776-E0558	GDT776_TARGET_MEDIAL	G776-T0156	f81v	f81	f81v.2	10	11	ol	rol	TARGET_OL	NONE	B|B|2	0	0
G776-E0559	GDT776_H4_CONTROL	G776-C0403	f81v	f81	f81v.21	7	8	lchedal	qol	H4	chedal	B|B|2	0	0
G776-E0560	GDT776_TARGET_MEDIAL	G776-T0157	f81v	f81	f81v.25	7	8	ol	chey	TARGET_OL	NONE	B|B|2	0	0
G776-E0561	GDT776_TARGET_MEDIAL	G776-T0158	f81v	f81	f81v.4	5	6	ol	kaiin	TARGET_OL	NONE	B|B|2	0	0
G776-E0562	GDT776_TARGET_MEDIAL	G776-T0159	f81v	f81	f81v.6	3	4	ol	chedy	TARGET_OL	NONE	B|B|2	0	0
G776-E0563	GDT776_TARGET_MEDIAL	G776-T0160	f81v	f81	f81v.7	2	3	ol	sheckhal	TARGET_OL	NONE	B|B|2	0	0
G776-E0564	GDT776_H4_CONTROL	G776-C0404	f82r	f82	f82r.15	2	3	lchedy	qokedy	H4	chedy	B|B|2	0	0
G776-E0565	GDT776_H4_CONTROL	G776-C0405	f82r	f82	f82r.16	2	3	lchedy	qokeedy	H4	chedy	B|B|2	0	0
G776-E0566	GDT776_H3_CONTROL	G776-C0406	f82r	f82	f82r.24	5	6	raiin	qokeey	H3	aiin	B|B|2	0	0
G776-E0567	GDT776_H4_CONTROL	G776-C0407	f82r	f82	f82r.24	7	8	lkeey	qokeey	H4	keey	B|B|2	0	0
G776-E0568	GDT776_H3_CONTROL	G776-C0408	f82r	f82	f82r.24	9	10	raiin	ydy	H3	aiin	B|B|2	0	0
G776-E0569	GDT776_H4_CONTROL	G776-C0409	f82r	f82	f82r.29	3	4	lchedy	qokeedy	H4	chedy	B|B|2	0	0
G776-E0570	GDT776_TARGET_MEDIAL	G776-T0161	f82r	f82	f82r.31	2	3	ol	rsheedy	TARGET_OL	NONE	B|B|2	0	0
G776-E0571	GDT776_H4_CONTROL	G776-C0410	f82r	f82	f82r.32	4	5	lchey	lcheckhy	H4	chey	B|B|2	0	0
G776-E0572	GDT776_H4_CONTROL	G776-C0411	f82r	f82	f82r.32	7	8	lr	chey	H4	r	B|B|2	0	0
G776-E0573	GDT776_H3_CONTROL	G776-C0412	f82r	f82	f82r.9	4	5	rchey	dairchey	H3	chey	B|B|2	0	0
G776-E0574	GDT776_H3_CONTROL	G776-C0413	f82v	f82	f82v.11	9	10	rol	qotedy	H3	ol	B|B|2	0	0
G776-E0575	GDT776_TARGET_MEDIAL	G776-T0162	f82v	f82	f82v.12	4	5	ol	qoky	TARGET_OL	NONE	B|B|2	0	0
G776-E0576	GDT776_H4_CONTROL	G776-C0414	f82v	f82	f82v.14	2	3	lchey	rol	H4	chey	B|B|2	0	0
G776-E0577	GDT776_H3_CONTROL	G776-C0415	f82v	f82	f82v.15	7	8	rchedy	pchedy	H3	chedy	B|B|2	0	0
G776-E0578	GDT776_H4_CONTROL	G776-C0416	f82v	f82	f82v.16	2	3	lchey	cheey	H4	chey	B|B|2	0	0
G776-E0579	GDT776_H3_CONTROL	G776-C0417	f82v	f82	f82v.17	8	9	rcheey	qotedy	H3	cheey	B|B|2	0	0
G776-E0580	GDT776_H3_CONTROL	G776-C0418	f82v	f82	f82v.20	4	5	rshedy	qokedy	H3	shedy	B|B|2	0	0
