page	panel_id	record_id	locus	position	word	model	reading	candidate_ids	status
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.20	9	qoly	N2	⟦qoly⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.21	1	daiin	N2	⟦daiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.21	2	cheoky	N2	⟦cheoky⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.21	3	lkedy	N2	⟦lkedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.21	4	salshey	N2	⟦salshey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.21	5	daiin	N2	⟦daiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.21	6	chey	N2	⟦chey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.21	7	qol	N2	⟦qol⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.21	8	chedy	N2	⟦chedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.21	9	qokeey	N2	⟦qokeey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.21	10	dal	N2	⟦dal⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.22	1	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.22	2	cheor	N2	⟦cheor⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.22	3	sheey	N2	⟦sheey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.22	4	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.22	5	shckhey	N2	⟦shckhey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.22	6	qol	N2	⟦qol⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.22	7	keeedy	N2	⟦keeedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.22	8	qokeeey	N2	⟦qokeeey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.22	9	rasy	N2	⟦rasy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.23	1	cheey	N2	⟦cheey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.23	2	qcthey	N2	⟦qcthey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.23	3	qokeey	N2	⟦qokeey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.23	4	lcheey	N2	⟦lcheey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.23	5	daiin	N2	⟦daiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.23	6	chey	N2	⟦chey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.23	7	qokeeedy	N2	⟦qokeeedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.23	8	lchedy	N2	⟦lchedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.23	9	lar	N2	⟦lar⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	1	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	2	lcheedy	N2	⟦lcheedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	3	qokeoy	N2	⟦qokeoy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	4	sal	N2	⟦sal⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	5	raiin	N2	⟦raiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	6	qokeey	N2	⟦qokeey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	7	lkeey	N2	⟦lkeey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	8	qokeey	N2	⟦qokeey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	9	raiin	N2	⟦raiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.24	10	ydy	N2	⟦ydy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.25	1	dol	N2	⟦dol⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.25	2	qoesedy	N2	⟦qoesedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.25	3	sheeal	N2	⟦sheeal⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.25	4	sheedy	N2	⟦sheedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.25	5	lshed	N2	⟦lshed⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.25	6	qockhey	N2	⟦qockhey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.25	7	lchedy	N2	⟦lchedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.25	8	lar	N2	⟦lar⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.25	9	sheey	N2	⟦sheey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.25	10	ry	N2	⟦ry⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.26	1	tshey	N2	⟦tshey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.26	2	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.26	3	cheal	N2	⟦cheal⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.26	4	lchedar	N2	⟦lchedar⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.26	5	ches	N2	⟦ches⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.26	6	aiin	N2	⟦aiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.26	7	oteey	N2	⟦oteey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.26	8	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.26	9	okey	N2	⟦okey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.27	1	pchedy	N2	⟦pchedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.27	2	rsheal	N2	⟦rsheal⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.27	3	daldy	N2	⟦daldy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.27	4	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.27	5	rshedy	N2	⟦rshedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.27	6	qoteedy	N2	⟦qoteedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.27	7	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.27	8	lochedy	N2	⟦lochedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.28	1	qokoiin	N2	⟦qokoiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.28	2	shedy	N2	⟦shedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.28	3	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.28	4	qotaiin	N2	⟦qotaiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.28	5	chcthey	N2	⟦chcthey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.28	6	qoteeol	N2	⟦qoteeol⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.28	7	chey	N2	⟦chey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.28	8	qokaiin	N2	⟦qokaiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.28	9	oly	N2	⟦oly⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	1	d	N2	⟦d⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	2	cheey	N2	⟦cheey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	3	lchedy	N2	⟦lchedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	4	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	5	lchedy	N2	⟦lchedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	6	rchedy	N2	⟦rchedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	7	oky	N2	⟦oky⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	8	qotedy	N2	⟦qotedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	9	qoty	N2	⟦qoty⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.29	10	qoty	N2	⟦qoty⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	1	qoteey	N2	⟦qoteey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	2	raiin	N2	⟦raiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	3	cheol	N2	⟦cheol⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	4	qoteey	N2	⟦qoteey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	5	shedy	N2	⟦shedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	6	qokeey	N2	⟦qokeey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	7	lshedy	N2	⟦lshedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	8	qokeedy	N2	⟦qokeedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.30	9	rag	N2	⟦rag⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.31	1	cheol	N2	⟦cheol⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.31	2	ol	N2	⟦ol⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.31	3	rsheedy	N2	⟦rsheedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.31	4	lchedy	N2	⟦lchedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.31	5	qoty	N2	⟦qoty⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.31	6	lcheeor	N2	⟦lcheeor⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.31	7	qokain	N2	⟦qokain⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.31	8	cheedy	N2	⟦cheedy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.31	9	lched	N2	⟦lched⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.32	1	taiin	N2	⟦taiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.32	2	shedaiin	N2	⟦shedaiin⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.32	3	chckhey	N2	⟦chckhey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.32	4	lchey	N2	⟦lchey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.32	5	lcheckhy	N2	⟦lcheckhy⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.32	6	sheey	N2	⟦sheey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.32	7	lr	N2	⟦lr⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.32	8	chey	N2	⟦chey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.32	9	rain	N2	⟦rain⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.33	1	sain	N2	⟦sain⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.33	2	ol	N2	⟦ol⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.33	3	cheol	N2	⟦cheol⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.33	4	ey	N2	⟦ey⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.33	5	cheor	N2	⟦cheor⟧	NA	OPEN
f82r	F82_BOTTOM_COMMUNAL	F82_P3	f82r.33	6	chey	N2	⟦chey⟧	NA	OPEN
