page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v41_token_glosses_de	v42_token_glosses_de	v42_working_translation_de	v41_unknown_tokens	v42_unknown_tokens	v42_complete
f34v	f34v.11	H	1	2	ody	EXACT_WHOLE	yshos ody s aiin okey okal shedy	[yshos:?] | [ody:?] | Samen-/Saatgutposten | Menge III | heißer Ansatz in der Mitte des Grades | Rohstoffklasse I im Ansatz, heiß am Gradanfang | feucht in der Mitte des Grades, abgeschlossen	[yshos:?] | fertiggestellter Ansatz | Samen-/Saatgutposten | Menge III | heißer Ansatz in der Mitte des Grades | Rohstoffklasse I im Ansatz, heiß am Gradanfang | feucht in der Mitte des Grades, abgeschlossen	[yshos:?]; fertiggestellter Ansatz; Samen-/Saatgutposten; drei Teile; Ansatz bis zur mittleren Heizstufe; Rohstoff I, leicht erhitzt im Ansatz; bis zur mittleren Einweichstufe gebracht	2	1	0
f34v	f34v.6	H	1	4	qokees	QOKEES_ACTION	pchedar shear qokchdy qokees cheol ypchdaiin chedy lr ar chedain	[pchedar:?] | [shear:?] | heiß und trocken am Anfang des Grades, abgeschlossen | [qokees:?] | trockener Drogenstoff | [ypchdaiin:?] | trocken in der Mitte des Grades, abgeschlossen | Wurzelholz | Drogenfraktion I | [chedain:?]	[pchedar:?] | [shear:?] | heiß und trocken am Anfang des Grades, abgeschlossen | erhitze die Charge bis zur Endstufe | trockener Drogenstoff | [ypchdaiin:?] | trocken in der Mitte des Grades, abgeschlossen | Wurzelholz | Drogenfraktion I | [chedain:?]	[pchedar:?]; [shear:?]; heiß und angetrocknet; erhitze die Charge bis zur Endstufe; trockener Drogenstoff; [ypchdaiin:?]; bis zur mittleren Trockenstufe gebracht; Wurzelholz; Drogenfraktion I; [chedain:?]	5	4	0
f34v	f34v.7	H	1	1	olchdaiin	EXACT_WHOLE	olchdaiin chedy chey keedy chy kedy dy qokedy okey s air chkain otain	[olchdaiin:?] | trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | trocken am Anfang des Grades | heiß in der Mitte des Grades, abgeschlossen | Qualitäts-/Wertfeld geschlossen | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades | Samen-/Saatgutposten | zweite Drogenfraktion | trocken-heiß, Stufe II | kalt im Zubereitungsrahmen, Grad II	Holzdrogenansatz aus drei Dosen Trockendroge | trocken in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | trocken am Anfang des Grades | heiß in der Mitte des Grades, abgeschlossen | Qualitäts-/Wertfeld geschlossen | heiß in der Mitte des Grades, abgeschlossen | heißer Ansatz in der Mitte des Grades | Samen-/Saatgutposten | zweite Drogenfraktion | trocken-heiß, Stufe II | kalt im Zubereitungsrahmen, Grad II	Holzdrogenansatz aus drei Dosen Trockendroge; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Trockenstufe; bis zur Heizendstufe gebracht; angetrocknet; bis zur mittleren Heizstufe gebracht; bis zur mittleren Heizstufe gebracht; Ansatz bis zur mittleren Heizstufe; Samen-/Saatgutposten; zweite Drogenfraktion; trocken-heiß, Stufe II; kalt im Zubereitungsrahmen, Grad II	1	0	1
f34v	f34v.8	H	1	6	olchdaiin	EXACT_WHOLE	ysheos otar ar choraiin cheky olchdaiin or oldar chdar okam	[ysheos:?] | kalte Drogenfraktion I im Ansatz | Drogenfraktion I | Blüten-/Pflanzenteil, Menge/Klasse III | bis zur mittleren Trockenstufe, dann leicht erhitzen | [olchdaiin:?] | Drogenportion | [oldar:?] | abgemessene Trockenfraktion I, Anfangsstufe | ein Maß heißen Ansatzes	[ysheos:?] | kalte Drogenfraktion I im Ansatz | Drogenfraktion I | Blüten-/Pflanzenteil, Menge/Klasse III | bis zur mittleren Trockenstufe, dann leicht erhitzen | Holzdrogenansatz aus drei Dosen Trockendroge | Drogenportion | [oldar:?] | abgemessene Trockenfraktion I, Anfangsstufe | ein Maß heißen Ansatzes	[ysheos:?]; kalte Drogenfraktion I im Ansatz; Drogenfraktion I; Blüten-/Pflanzenteil, Menge/Klasse III; bis zur mittleren Trockenstufe, dann leicht erhitzen; Holzdrogenansatz aus drei Dosen Trockendroge; Drogenportion; [oldar:?]; abgemessene Trockenfraktion I, Anfangsstufe; ein Maß heißen Ansatzes	3	2	0
f35r	f35r.10	H	1	8	chochy	CHOCHY_ACTION	o aiin chaiin ckhy r chl s chochy daiin	Ansatzwasser | Menge III | trocken, Grad III | Arzneikompositum am Gradanfang | Wurzel | trocknen | Samen-/Saatgutposten | [chochy:?] | Grad-/Maßwert III	Ansatzwasser | Menge III | trocken, Grad III | Arzneikompositum am Gradanfang | Wurzel | trocknen | Samen-/Saatgutposten | Trockenansatz nochmals leicht trocknen | Grad-/Maßwert III	Ansatzwasser; drei Teile; trocken, Grad III; Arzneikompositum am Gradanfang; Wurzel; trockne Folgendes: Samen-/Saatgutposten; Trockenansatz nochmals leicht trocknen; drei Maße	1	0	1
f35v	f35v.11	H	1	1	qotcheeaiin	QOTCHEEAIIN_ACTION	qotcheeaiin chodaiin	[qotcheeaiin:?] | Trockenansatz, Dosis III	nimm drei Teile vollständig kalt getrocknete Droge | Trockenansatz, Dosis III	nimm drei Teile vollständig kalt getrocknete Droge; Trockenansatz, Dosis III	1	0	1
f35v	f35v.2	H	1	5	yty	YTY_ACTION	qotchy o tchey kchor yty	kalt und trocken am Anfang des Grades | kalt-trockener Ansatz in der Mitte des Grades | kalt und trocken in der Mitte des Grades | Drogenportion, heiß-trocken | [yty:?]	kalt und trocken am Anfang des Grades | kalt-trockener Ansatz in der Mitte des Grades | kalt und trocken in der Mitte des Grades | Drogenportion, heiß-trocken | kühle hiervon leicht ab	kalt und angetrocknet; kalt-trockener Ansatz in der Mitte des Grades; Drogenportion, heiß-trocken; kühle hiervon leicht ab	1	0	1
f35v	f35v.8	H	1	4	chotchy	EXACT_WHOLE	oaiin tchor cho chotchy dchold	Ansatzmenge III | kalt-trockene Drogenportion | Trockenansatz | [chotchy:?] | [dchold:?]	Ansatzmenge III | kalt-trockene Drogenportion | Trockenansatz | Trockenansatz aus kalt getrockneter Droge in Grundform | [dchold:?]	Ansatzmenge III; kalt-trockene Drogenportion; Trockenansatz; Trockenansatz aus kalt getrockneter Droge in Grundform; [dchold:?]	2	1	0
f36r	f36r.5	H	1	10	chytaroiin	EXACT_WHOLE	daiin qor chol ctholy s o r chy sy chytaroiin	Grad-/Maßwert III | nimm eine Drogenportion | trocken; nominal trockenes Gut/Material | Blatt-/Krautdroge, Grundform | Samen-/Saatgutposten | Ansatzwasser | Wurzel | trocken am Anfang des Grades | Saatgut in Grundform | [chytaroiin:?]	Grad-/Maßwert III | nimm eine Drogenportion | trocken; nominal trockenes Gut/Material | Blatt-/Krautdroge, Grundform | Samen-/Saatgutposten | Ansatzwasser | Wurzel | trocken am Anfang des Grades | Saatgut in Grundform | Zubereitungsform III aus der ersten trocken-kalten Fraktion	drei Maße; nimm eine Drogenportion: Trockengut; Blatt-/Krautdroge, Grundform; Samen-/Saatgutposten; Ansatzwasser; Wurzel; angetrocknet; Saatgut in Grundform; Zubereitungsform III aus der ersten trocken-kalten Fraktion	1	0	1
f36r	f36r.7	H	1	3	okol	EXACT_WHOLE	qotol cthol okol dy okchy ytorory sold	kaltes Material | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [okol:?] | Qualitäts-/Wertfeld geschlossen | heiß-trockener Ansatz am Anfang des Grades | [ytorory:?] | [sold:?]	kaltes Material | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | heißer Ansatzstoff | Qualitäts-/Wertfeld geschlossen | heiß-trockener Ansatz am Anfang des Grades | [ytorory:?] | [sold:?]	kaltes Material; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; heißer Ansatzstoff; heiß-trockener Ansatz am Anfang des Grades; [ytorory:?]; [sold:?]	3	2	0
f36r	f36r.8	H	1	4	yd	YD_ACTION	ytchor cthol chaiin yd	kalt-trockene Portion dieser Droge | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | trocken, Grad III | [yd:?]	kalt-trockene Portion dieser Droge | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | trocken, Grad III | schließe den vorstehenden Rezeptposten ab	kalt-trockene Portion dieser Droge; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; trocken, Grad III; schließe den vorstehenden Rezeptposten ab	1	0	1
f36v	f36v.2	H	1	10	dom	DOM_ACTION	qotor chol daiin otaiin qotor ytar ochor chety ckhor dom	kalte Drogenportion | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | kalt im Zubereitungsrahmen, Grad III | kalte Drogenportion | nimm hiervon die erste gekühlte Drogenfraktion | [ochor:?] | trocken-kalte gebundene Form | Portion Arzneikompositum | [dom:?]	kalte Drogenportion | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | kalt im Zubereitungsrahmen, Grad III | kalte Drogenportion | nimm hiervon die erste gekühlte Drogenfraktion | [ochor:?] | trocken-kalte gebundene Form | Portion Arzneikompositum | miss eine Handvoll Ansatz ab	kalte Drogenportion; Trockengut; Stufe III; kalt im Zubereitungsrahmen, Grad III; kalte Drogenportion; nimm hiervon die erste gekühlte Drogenfraktion; [ochor:?]; trocken-kalte gebundene Form; Portion Arzneikompositum; miss eine Handvoll Ansatz ab	2	1	0
f36v	f36v.7	H	1	3	okchor	EXACT_WHOLE	qoky keol okchor o s chy shan	heiß am Anfang des Grades | heißer Drogenstoff | [okchor:?] | Ansatz mit s | Samen-/Saatgutposten | trocken am Anfang des Grades | feucht, Grad I	heiß am Anfang des Grades | heißer Drogenstoff | eine Portion heiß-trockene Droge im Ansatz | Ansatz mit s | Samen-/Saatgutposten | trocken am Anfang des Grades | feucht, Grad I	leicht erhitzt; heißer Drogenstoff; eine Portion heiß-trockene Droge im Ansatz; Ansatz mit s; angetrocknet; feucht, Grad I	1	0	1
f36v	f36v.9	H	1	4	chory	EXACT_WHOLE	okaiin y kcholqod chory	heiß, Grad III, im Ansatzrahmen | hierzu: | [kcholqod:?] | [chory:?]	heiß, Grad III, im Ansatzrahmen | hierzu: | [kcholqod:?] | Pflanzenteil in Grundform	Ansatz auf Heizstufe III; hierzu: [kcholqod:?]; Pflanzenteil in Grundform	2	1	0
f37r	f37r.1	H	1	6	chory	EXACT_WHOLE	tocphol shaiin qotor ofchor oty chory daiin otod or	[tocphol:?] | feucht, Grad III | kalte Drogenportion | [ofchor:?] | kalter Ansatz am Anfang des Grades | [chory:?] | Grad-/Maßwert III | [otod:?] | Drogenportion	[tocphol:?] | feucht, Grad III | kalte Drogenportion | [ofchor:?] | kalter Ansatz am Anfang des Grades | Pflanzenteil in Grundform | Grad-/Maßwert III | [otod:?] | Drogenportion	[tocphol:?]; feucht, Grad III; kalte Drogenportion; [ofchor:?]; kalter Ansatz am Anfang des Grades; Pflanzenteil in Grundform; drei Maße; [otod:?]; Drogenportion	4	3	0
f37r	f37r.11	H	1	1	okchor	EXACT_WHOLE	okchor daiin ckhy dain daiin	[okchor:?] | Menge/Portion III | Arzneikompositum am Gradanfang | Grad-/Maßwert II | Grad-/Maßwert III	eine Portion heiß-trockene Droge im Ansatz | Menge/Portion III | Arzneikompositum am Gradanfang | Grad-/Maßwert II | Grad-/Maßwert III	eine Portion heiß-trockene Droge im Ansatz; Menge/Portion III; Arzneikompositum am Gradanfang; zwei Maße; drei Maße	1	0	1
f37r	f37r.4	H	1	6	yd	YD_ACTION	pchotchy daiin cfholdar chol daiin yd	[pchotchy:?] | Grad-/Maßwert III | [cfholdar:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | [yd:?]	[pchotchy:?] | Grad-/Maßwert III | [cfholdar:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | schließe den vorstehenden Rezeptposten ab	[pchotchy:?]; drei Maße; [cfholdar:?]; Trockengut; Stufe III; schließe den vorstehenden Rezeptposten ab	3	2	0
f37r	f37r.9	H	1	3	ykaiin	YKAIIN_ACTION	ykchody qotchy ykaiin chy qotordy otcho loldaiin	[ykchody:?] | kalt und trocken am Anfang des Grades | [ykaiin:?] | trocken am Anfang des Grades | [qotordy:?] | kalt-trockene Zubereitung | [loldaiin:?]	[ykchody:?] | kalt und trocken am Anfang des Grades | erhitze hiervon auf Stufe III | trocken am Anfang des Grades | [qotordy:?] | kalt-trockene Zubereitung | [loldaiin:?]	[ykchody:?]; kalt und angetrocknet; erhitze hiervon auf Stufe III; angetrocknet; [qotordy:?]; kalt-trockene Zubereitung; [loldaiin:?]	4	3	0
f37v	f37v.2	H	1	1	dor	DOR_ACTION	dor chol cthor orchochor daiin	[dor:?] | trocken; nominal trockenes Gut/Material | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [orchochor:?] | Menge/Portion III	miss eine Portion Droge ab | trocken; nominal trockenes Gut/Material | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [orchochor:?] | Menge/Portion III	miss eine Portion Droge ab; Trockengut; Drogenteil/-portion; Portion Blatt-/Krautdroge; [orchochor:?]; Menge/Portion III	2	1	0
f37v	f37v.9	H	1	1	dor	DOR_ACTION	dor chor sho daiiin daiin	[dor:?] | Pflanzen-/Reproduktionsteil | feuchter Ansatz | Grad-/Maßwert IV | Grad-/Maßwert III	miss eine Portion Droge ab | Pflanzen-/Reproduktionsteil | feuchter Ansatz | Grad-/Maßwert IV | Grad-/Maßwert III	miss eine Portion Droge ab; Pflanzenteil; feuchter Ansatz; vier Maße; drei Maße	1	0	1
f38r	f38r.3	H	1	5	kchol	EXACT_WHOLE	qokor okaiin otaiin qo kchol chokokor	heiße Drogenportion | heiß, Grad III, im Ansatzrahmen | kalt im Zubereitungsrahmen, Grad III | nehmen | [kchol:?] | [chokokor:?]	heiße Drogenportion | heiß, Grad III, im Ansatzrahmen | kalt im Zubereitungsrahmen, Grad III | nehmen | erhitztes Trockengut | [chokokor:?]	heiße Drogenportion; Ansatz auf Heizstufe III; kalt im Zubereitungsrahmen, Grad III; nimm Folgendes: erhitztes Trockengut; [chokokor:?]	2	1	0
f38r	f38r.5	H	1	8	ckholdy	CKHOLDY_ACTION	o kor chey kain chor ctho dain ckholdy	heiße Drogenportion im Ansatz | heiße Drogenportion | trocken in der Mitte des Grades | heiß, Grad II | Pflanzen-/Reproduktionsteil | Krautansatz | Grad-/Maßwert II | [ckholdy:?]	heiße Drogenportion im Ansatz | heiße Drogenportion | trocken in der Mitte des Grades | heiß, Grad II | Pflanzen-/Reproduktionsteil | Krautansatz | Grad-/Maßwert II | Arzneikompositum fertigstellen	heiße Drogenportion im Ansatz; bis zur mittleren Trockenstufe; heiß, Grad II; Pflanzenteil; Krautansatz; zwei Maße; Arzneikompositum fertigstellen	1	0	1
f38v	f38v.8	H	1	4	chshol	CHSHOL_ACTION	o aiin char chshol chokaiin	Ansatzwasser | Menge III | Trockenfraktion I | [chshol:?] | Trockenansatz, heiß auf Stufe III	Ansatzwasser | Menge III | Trockenfraktion I | getrocknete Droge einweichen | Trockenansatz, heiß auf Stufe III	Ansatzwasser; drei Teile; Trockenfraktion I; getrocknete Droge einweichen; Trockenansatz, heiß auf Stufe III	1	0	1
f39r	f39r.1	H	1	4	chdain	EXACT_WHOLE	tedo chshd cphhofy chdain shey fshy dy orain cheepaiin ofy shey kaly dy	[tedo:?] | [chshd:?] | [cphhofy:?] | [chdain:?] | feucht in der Mitte des Grades | [fshy:?] | Qualitäts-/Wertfeld geschlossen | Drogenportion II | [cheepaiin:?] | [ofy:?] | feucht in der Mitte des Grades | [kaly:?] | Qualitäts-/Wertfeld geschlossen	[tedo:?] | [chshd:?] | [cphhofy:?] | Trockendroge in Dosis II | feucht in der Mitte des Grades | [fshy:?] | Qualitäts-/Wertfeld geschlossen | Drogenportion II | [cheepaiin:?] | [ofy:?] | feucht in der Mitte des Grades | [kaly:?] | Qualitäts-/Wertfeld geschlossen	[tedo:?]; [chshd:?]; [cphhofy:?]; Trockendroge in Dosis II; bis zur mittleren Einweichstufe; [fshy:?]; Drogenportion II; [cheepaiin:?]; [ofy:?]; bis zur mittleren Einweichstufe; [kaly:?].	8	7	0
f39r	f39r.14	H	1	7	ykeey	YKEEY_ACTION	daiin shckhy chekl ol daiin chedy ykeey daiin otal chdam qokam	Grad-/Maßwert III | Arzneikompositum: feucht, Gradanfang | [chekl:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | trocken in der Mitte des Grades, abgeschlossen | [ykeey:?] | Grad-/Maßwert III | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [chdam:?] | nimm ein Maß und erhitze es	Grad-/Maßwert III | Arzneikompositum: feucht, Gradanfang | [chekl:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | trocken in der Mitte des Grades, abgeschlossen | erhitze hiervon bis zur Endstufe und schließe ab | Grad-/Maßwert III | Rohstoffklasse I im Ansatz, kalt am Gradanfang | [chdam:?] | nimm ein Maß und erhitze es	drei Maße; Arzneikompositum: feucht, Gradanfang; [chekl:?]; Grundansatz; Stufe III; bis zur mittleren Trockenstufe gebracht; erhitze hiervon bis zur Endstufe und schließe ab; drei Maße; Rohstoff I, leicht gekühlt im Ansatz; [chdam:?]; nimm ein Maß und erhitze es	3	2	0
f39r	f39r.5	H	1	3	ykaiin	YKAIIN_ACTION	dchdy chdy ykaiin	[dchdy:?] | trocken am Anfang des Grades, abgeschlossen | [ykaiin:?]	[dchdy:?] | trocken am Anfang des Grades, abgeschlossen | erhitze hiervon auf Stufe III	[dchdy:?]; angetrocknet; erhitze hiervon auf Stufe III	2	1	0
f39r	f39r.8	H	1	5	fchedy	EXACT_WHOLE	lchedy shedy qokaiin chkeey fchedy okam chy saiin chckhy daisog	getrocknetes Drogenholz | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad III | [chkeey:?] | [fchedy:?] | ein Maß heißen Ansatzes | trocken am Anfang des Grades | Samen/Saatgut, Typ/Charge III | Arzneikompositum: trocken, Gradanfang | [daisog:?]	getrocknetes Drogenholz | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad III | [chkeey:?] | Blütenfraktion bis zur Mittelstufe trocknen und abschließen | ein Maß heißen Ansatzes | trocken am Anfang des Grades | Samen/Saatgut, Typ/Charge III | Arzneikompositum: trocken, Gradanfang | [daisog:?]	getrocknetes Drogenholz; bis zur mittleren Einweichstufe gebracht; heiß, Grad III; [chkeey:?]; Blütenfraktion bis zur Mittelstufe trocknen und abschließen; ein Maß heißen Ansatzes; angetrocknet; Samen/Saatgut, Typ/Charge III; Arzneikompositum: trocken, Gradanfang; [daisog:?]	3	2	0
f39v	f39v.11	H	1	8	dalor	EXACT_WHOLE	sarol chedy shekam qokar chl ykeedy chckhy dalor dy	[sarol:?] | trocken in der Mitte des Grades, abgeschlossen | [shekam:?] | heiße Drogenfraktion I | trocknen | Eintrag/Bezug: heiß am Gradende, abgeschlossen | Arzneikompositum: trocken, Gradanfang | [dalor:?] | Qualitäts-/Wertfeld geschlossen	[sarol:?] | trocken in der Mitte des Grades, abgeschlossen | [shekam:?] | heiße Drogenfraktion I | trocknen | Eintrag/Bezug: heiß am Gradende, abgeschlossen | Arzneikompositum: trocken, Gradanfang | eine abgemessene Portion Rohdroge I | Qualitäts-/Wertfeld geschlossen	[sarol:?]; bis zur mittleren Trockenstufe gebracht; [shekam:?]; heiße Drogenfraktion I; trockne die vorstehende heiße Drogenfraktion I; Eintrag/Bezug: heiß am Gradende, abgeschlossen; Arzneikompositum: trocken, Gradanfang; eine abgemessene Portion Rohdroge I.	3	2	0
f39v	f39v.14	H	1	4	cholody	CHOLODY_ACTION	tar aiin okaiin cholody	kalte Drogenfraktion I | Menge III | heiß, Grad III, im Ansatzrahmen | [cholody:?]	kalte Drogenfraktion I | Menge III | heiß, Grad III, im Ansatzrahmen | Trockenstoff als Ansatz fertigstellen	kalte Drogenfraktion I; drei Teile; Ansatz auf Heizstufe III; Trockenstoff als Ansatz fertigstellen	1	0	1
f39v	f39v.2	H	1	12	ody	EXACT_WHOLE	sor shy kar chol qoty kchdy olky dar chdy ykar olkedaiin ody dy	Samenportion | feucht am Anfang des Grades | heiße Drogenfraktion I | trocken; nominal trockenes Gut/Material | kalt am Anfang des Grades | heiß und trocken am Anfang des Grades, abgeschlossen | [olky:?] | abgemessene Fraktion I | trocken am Anfang des Grades, abgeschlossen | nimm hiervon die erste erhitzte Drogenfraktion | [olkedaiin:?] | [ody:?] | Qualitäts-/Wertfeld geschlossen	Samenportion | feucht am Anfang des Grades | heiße Drogenfraktion I | trocken; nominal trockenes Gut/Material | kalt am Anfang des Grades | heiß und trocken am Anfang des Grades, abgeschlossen | [olky:?] | abgemessene Fraktion I | trocken am Anfang des Grades, abgeschlossen | nimm hiervon die erste erhitzte Drogenfraktion | [olkedaiin:?] | fertiggestellter Ansatz | Qualitäts-/Wertfeld geschlossen	Samenportion; leicht angefeuchtet; heiße Drogenfraktion I; Trockengut; leicht gekühlt; heiß und angetrocknet; [olky:?]; abgemessene Fraktion I; angetrocknet; nimm hiervon die erste erhitzte Drogenfraktion; [olkedaiin:?]; fertiggestellter Ansatz.	3	2	0
f3r	f3r.2	H	1	5	cham	EXACT_WHOLE	ycheor chor dam qotcham cham	[ycheor:?] | Pflanzen-/Reproduktionsteil | Dosis I | [qotcham:?] | [cham:?]	[ycheor:?] | Pflanzen-/Reproduktionsteil | Dosis I | [qotcham:?] | ein Maß Trockendroge	[ycheor:?]; Pflanzenteil; Dosis I; [qotcham:?]; ein Maß Trockendroge	3	2	0
f3r	f3r.20	H	1	7	okol	EXACT_WHOLE	ycheor chol odaiin chol s aiin okol or am	[ycheor:?] | trocken; nominal trockenes Gut/Material | Zubereitungsdosis III | trocken; nominal trockenes Gut/Material | Samen-/Saatgutposten | Menge III | [okol:?] | Drogenportion | Maßeinheit I	[ycheor:?] | trocken; nominal trockenes Gut/Material | Zubereitungsdosis III | trocken; nominal trockenes Gut/Material | Samen-/Saatgutposten | Menge III | heißer Ansatzstoff | Drogenportion | Maßeinheit I	[ycheor:?]; Trockengut; Zubereitungsdosis III; Trockengut; Samen-/Saatgutposten; drei Teile; heißer Ansatzstoff; Drogenportion; Maßeinheit I	2	1	0
f3r	f3r.4	H	1	5	cham	EXACT_WHOLE	schey chor chal chag cham cho	Samen/Saatgut, trocken gebunden, Form I | Pflanzen-/Reproduktionsteil | Rohstoffklasse I, trocken am Gradanfang | [chag:?] | [cham:?] | Trockenansatz	Samen/Saatgut, trocken gebunden, Form I | Pflanzen-/Reproduktionsteil | Rohstoffklasse I, trocken am Gradanfang | [chag:?] | ein Maß Trockendroge | Trockenansatz	Samen/Saatgut, trocken gebunden, Form I; Pflanzenteil; Rohstoff I, trocken am Gradanfang; [chag:?]; ein Maß Trockendroge; Trockenansatz	2	1	0
f3r	f3r.5	H	1	4	cham	EXACT_WHOLE	qokol chololy s cham cthol	erhitzen | [chololy:?] | Samen-/Saatgutposten | [cham:?] | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	erhitzen | [chololy:?] | Samen-/Saatgutposten | ein Maß Trockendroge | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	erhitze Folgendes: [chololy:?]; Samen-/Saatgutposten; ein Maß Trockendroge; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge	2	1	0
f3v	f3v.13	H	1	4	yty	YTY_ACTION	shar shkaiin qokchy yty cthal chky	angefeuchtete Drogenfraktion I | [shkaiin:?] | heiß und trocken am Anfang des Grades | [yty:?] | [cthal:?] | [chky:?]	angefeuchtete Drogenfraktion I | [shkaiin:?] | heiß und trocken am Anfang des Grades | kühle hiervon leicht ab | [cthal:?] | [chky:?]	angefeuchtete Drogenfraktion I; [shkaiin:?]; heiß und angetrocknet; kühle hiervon leicht ab; [cthal:?]; [chky:?]	4	3	0
f40r	f40r.10	H	2	2|10	olcheey|ody	OLCHEEY_ACTION|EXACT_WHOLE	saiin olcheey chdy ychey ka ar oky ykedy okair ody	Samen/Saatgut, Typ/Charge III | [olcheey:?] | trocken am Anfang des Grades, abgeschlossen | [ychey:?] | [ka:?] | Drogenfraktion I | heißer Ansatz am Anfang des Grades | [ykedy:?] | heiße Drogenfraktion II im Ansatz | [ody:?]	Samen/Saatgut, Typ/Charge III | Holzdrogenansatz vollständig trocknen | trocken am Anfang des Grades, abgeschlossen | [ychey:?] | [ka:?] | Drogenfraktion I | heißer Ansatz am Anfang des Grades | [ykedy:?] | heiße Drogenfraktion II im Ansatz | fertiggestellter Ansatz	Samen/Saatgut, Typ/Charge III; Holzdrogenansatz vollständig trocknen; angetrocknet; [ychey:?]; [ka:?]; Drogenfraktion I; leicht erhitzter Ansatz; [ykedy:?]; heiße Drogenfraktion II im Ansatz; fertiggestellter Ansatz	5	3	0
f40r	f40r.11	H	1	2	ykaiin	YKAIIN_ACTION	toar ykaiin ory dal	[toar:?] | [ykaiin:?] | [ory:?] | abgemessene Rohstoffmenge I	[toar:?] | erhitze hiervon auf Stufe III | [ory:?] | abgemessene Rohstoffmenge I	[toar:?]; erhitze hiervon auf Stufe III; [ory:?]; abgemessene Rohstoffmenge I	3	2	0
f40r	f40r.4	H	1	9	okoldy	OKOLDY_ACTION	or aiin chekody dar qokol okaiin okar oky okoldy ol	Drogenportion | Menge III | [chekody:?] | abgemessene Fraktion I | erhitzen | heiß, Grad III, im Ansatzrahmen | heiße Drogenfraktion I im Ansatz | heißer Ansatz am Anfang des Grades | [okoldy:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Drogenportion | Menge III | [chekody:?] | abgemessene Fraktion I | erhitzen | heiß, Grad III, im Ansatzrahmen | heiße Drogenfraktion I im Ansatz | heißer Ansatz am Anfang des Grades | erhitzten Ansatzstoff fertigstellen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	Drogenportion; drei Teile; [chekody:?]; abgemessene Fraktion I; erhitze Folgendes: Ansatz auf Heizstufe III; heiße Drogenfraktion I im Ansatz; leicht erhitzter Ansatz; erhitzten Ansatzstoff fertigstellen; Grundansatz	2	1	0
f40r	f40r.5	H	1	4	okol	EXACT_WHOLE	lokar qokar okar okol ol chedy qokchd ar ar or dag	[lokar:?] | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | [okol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades, abgeschlossen | abgemessene heiß-trockene Droge | Drogenfraktion I | Drogenfraktion I | Drogenportion | [dag:?]	[lokar:?] | heiße Drogenfraktion I | heiße Drogenfraktion I im Ansatz | heißer Ansatzstoff | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades, abgeschlossen | abgemessene heiß-trockene Droge | Drogenfraktion I | Drogenfraktion I | Drogenportion | [dag:?]	[lokar:?]; heiße Drogenfraktion I; heiße Drogenfraktion I im Ansatz; heißer Ansatzstoff; Grundansatz; bis zur mittleren Trockenstufe gebracht; abgemessene heiß-trockene Droge; Drogenfraktion I; Drogenfraktion I; Drogenportion; [dag:?]	3	2	0
