unified_index	register	page	unit_or_locus	visible_owner	source_id	desired_value_de	writing_layer	recipe_or_key	writer_action	resulting_visible_surface	result_status
458	ASTRO	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	G77	Sternplatz A1_LEFT_LOCAL_FIELD_32: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest dos.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::dos+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	dosar	GENERATED_OR_COPIED_EXACTLY
459	ASTRO	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	G78	A1_LEFT_LOCAL_FIELD_32: fester Nebenwert.	LOCAL_COPY_KEY	LOCAL_KEY[odas]	Copy this key from the selected local diagram locus	odas	GENERATED_OR_COPIED_EXACTLY
460	ASTRO	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	G79	Sternplatz A1_LEFT_LOCAL_FIELD_32: Himmels-, Ring- oder Zeigerlauf.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	air	GENERATED_OR_COPIED_EXACTLY
461	ASTRO	f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	G80	Sternplatz A1_LEFT_LOCAL_FIELD_32: Zielsektor, Zielstern oder Zielfeld + Sollwert oder Grad eines Diagrammplatzes.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	alaiin	GENERATED_OR_COPIED_EXACTLY
462	ASTRO	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	G81	Sternplatz A1_LEFT_LOCAL_FIELD_33: Diagrammposten setzen oder aktivieren; lokaler Namensrest d/an.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	dokan	GENERATED_OR_COPIED_EXACTLY
463	ASTRO	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	G82	Sternplatz A1_LEFT_LOCAL_FIELD_33: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest oe.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::oe+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	oear	GENERATED_OR_COPIED_EXACTLY
464	ASTRO	f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	G83	Sternplatz A1_LEFT_LOCAL_FIELD_33: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest od.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::od+AL	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	odal	GENERATED_OR_COPIED_EXACTLY
465	ASTRO	f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	G84	Sternplatz A1_LEFT_LOCAL_FIELD_34: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest of.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::of+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	ofar	GENERATED_OR_COPIED_EXACTLY
466	ASTRO	f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	G85	Sternplatz A1_LEFT_LOCAL_FIELD_34: im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden; lokaler Namensrest oe.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	oeoldan	GENERATED_OR_COPIED_EXACTLY
467	ASTRO	f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	G86	Sternplatz A1_LEFT_LOCAL_FIELD_35: im selben Ring oder Band fortsetzen.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	chol	GENERATED_OR_COPIED_EXACTLY
468	ASTRO	f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	G87	Sternplatz A1_LEFT_LOCAL_FIELD_35: Grad- oder Bedingungsstufe; lokaler Namensrest g.	LOCAL_COPY_KEY	LOCAL_KEY[giin]	Copy this key from the selected local diagram locus	giin	GENERATED_OR_COPIED_EXACTLY
469	ASTRO	f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	G88	Sternplatz A1_LEFT_LOCAL_FIELD_35: Diagrammposten setzen oder aktivieren + im selben Ring, Band oder Satz fortsetzen.	PURE_COMPOSITION	COPY_CORE_ATTACH_RELATION::ok+OL	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	okol	GENERATED_OR_COPIED_EXACTLY
470	ASTRO	f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	G89	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest yt.	PURE_COMPOSITION	COPY_CORE_ATTACH_RELATION::yt+OR	Kopiere den örtlichen Kern und setze OL für Fortsetzung oder OR für Bedingungsansatz.	ytor	GENERATED_OR_COPIED_EXACTLY
471	ASTRO	f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	G90	Sternplatz A1_LEFT_LOCAL_FIELD_36: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	daiin	GENERATED_OR_COPIED_EXACTLY
472	ASTRO	f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	G91	Sternplatz A1_LEFT_LOCAL_FIELD_36: Bedingungs- oder Tabellensatz.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	or	GENERATED_OR_COPIED_EXACTLY
473	ASTRO	f67r2	f67r2.37	A1_LEFT_LOCAL_FIELD_37	G92	Sternplatz A1_LEFT_LOCAL_FIELD_37: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest yto.	PURE_COMPOSITION	COPY_CORE_ATTACH_AIIN::yto+AIIN	Kopiere den örtlichen Kern und setze AIIN für dessen Sollwert.	ytoaiin	GENERATED_OR_COPIED_EXACTLY
474	ASTRO	f67r2	f67r2.38	A1_LEFT_LOCAL_FIELD_38	G93	Sternplatz A1_LEFT_LOCAL_FIELD_38: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest dos.	PURE_COMPOSITION	PREFIX_FOLLOWING_POST::oldos+OT	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	otoldos	GENERATED_OR_COPIED_EXACTLY
475	ASTRO	f67r2	f67r2.38	A1_LEFT_LOCAL_FIELD_38	G94	Sternplatz A1_LEFT_LOCAL_FIELD_38: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest octh/e.	LOCAL_COPY_KEY	LOCAL_KEY[octhole]	Copy this key from the selected local diagram locus	octhole	GENERATED_OR_COPIED_EXACTLY
476	ASTRO	f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	G95	Sternplatz A1_LEFT_LOCAL_FIELD_39: Bedingungs- oder Tabellensatz.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	sor	GENERATED_OR_COPIED_EXACTLY
477	ASTRO	f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	G96	Sternplatz A1_LEFT_LOCAL_FIELD_39: Wert oder Platzbezug uebertragen + Sollwert oder Grad eines Diagrammplatzes.	PURE_COMPOSITION	COMPOSE_FROM_PRODUCTIVE_STEMS::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Baue die Gruppe direkt aus den bekannten Quellen-, Ziel-, Mengen-, Grad-, Bahn- und Festsetzungsstämmen.	chedaiin	GENERATED_OR_COPIED_EXACTLY
478	ASTRO	f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	G97	Sternplatz A1_LEFT_LOCAL_FIELD_39: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	dy	GENERATED_OR_COPIED_EXACTLY
479	ASTRO	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	G98	A1_LEFT_LOCAL_FIELD_40: sekundärer Phasenplatz.	LOCAL_COPY_KEY	LOCAL_KEY[yteos]	Copy this key from the selected local diagram locus	yteos	GENERATED_OR_COPIED_EXACTLY
480	ASTRO	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	G99	Sternplatz A1_LEFT_LOCAL_FIELD_40: Grad- oder Bedingungsstufe; lokaler Namensrest o.	LOCAL_COPY_KEY	LOCAL_KEY[oiin]	Copy this key from the selected local diagram locus	oiin	GENERATED_OR_COPIED_EXACTLY
481	ASTRO	f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	G100	A1_LEFT_LOCAL_FIELD_40: Grundgrad.	LOCAL_COPY_KEY	LOCAL_KEY[og]	Copy this key from the selected local diagram locus	og	GENERATED_OR_COPIED_EXACTLY
482	ASTRO	f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41	G101	A1_LEFT_LOCAL_FIELD_41: Vergleichswert dieses Platzes.	PURE_COMPOSITION	COPY_CORE_ATTACH_GRADE_Y::ytoeopch+E+Y	Kopiere den örtlichen Kern und setze E+Y, EE+Y oder EEE+Y für kurzen, langen oder vollen Wert.	ytoeopchey	GENERATED_OR_COPIED_EXACTLY
483	ASTRO	f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41	G102	A1_LEFT_LOCAL_FIELD_41: abgeleiteter Klassenwert.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[chekody]	Copy the complete memorized Astro value sign	chekody	GENERATED_OR_COPIED_EXACTLY
484	ASTRO	f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	G103	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest sos.	LOCAL_COPY_KEY	LOCAL_KEY[sosho]	Copy this key from the selected local diagram locus	sosho	GENERATED_OR_COPIED_EXACTLY
485	ASTRO	f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	G104	Sternplatz A1_LEFT_LOCAL_FIELD_42: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/s.	LOCAL_COPY_KEY	LOCAL_KEY[chos]	Copy this key from the selected local diagram locus	chos	GENERATED_OR_COPIED_EXACTLY
486	ASTRO	f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	G105	Sternplatz A1_LEFT_LOCAL_FIELD_42: durch Sektor, Ring oder Pruefweg fuehren; lokaler Namensrest o/y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::ockh+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	ockhy	GENERATED_OR_COPIED_EXACTLY
487	ASTRO	f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	G106	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	daiin	GENERATED_OR_COPIED_EXACTLY
488	ASTRO	f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	G107	Sternplatz A1_LEFT_LOCAL_FIELD_43: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	aiin	GENERATED_OR_COPIED_EXACTLY
489	ASTRO	f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	G108	Sternplatz A1_LEFT_LOCAL_FIELD_43: umschliessendes Diagrammfeld.	PURE_COMPOSITION	REUSE_REGISTERED_PROSE_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	os	GENERATED_OR_COPIED_EXACTLY
490	ASTRO	f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	G109	A1_LEFT_LOCAL_FIELD_43: neuer Nebengrad.	LOCAL_COPY_KEY	LOCAL_KEY[qsg]	Copy this key from the selected local diagram locus	qsg	GENERATED_OR_COPIED_EXACTLY
491	ASTRO	f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44	G110	A1_LEFT_LOCAL_FIELD_44: fester Grundlichtwert.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[ofydy]	Copy the complete memorized Astro value sign	ofydy	GENERATED_OR_COPIED_EXACTLY
492	ASTRO	f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44	G111	Sternplatz A1_LEFT_LOCAL_FIELD_44: Position oder Bedingung halten; lokaler Namensrest eody.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[sheody]	Copy the complete memorized Astro value sign	sheody	GENERATED_OR_COPIED_EXACTLY
493	ASTRO	f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44	G112	Sternplatz A1_LEFT_LOCAL_FIELD_44: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	aiin	GENERATED_OR_COPIED_EXACTLY
494	ASTRO	f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45	G113	A1_LEFT_LOCAL_FIELD_45: aktueller Ablesewert fest.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[ycheody]	Copy the complete memorized Astro value sign	ycheody	GENERATED_OR_COPIED_EXACTLY
495	ASTRO	f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45	G114	A1_LEFT_LOCAL_FIELD_45: ausgewählter Nebenwert.	LOCAL_COPY_KEY	LOCAL_KEY[es]	Copy this key from the selected local diagram locus	es	GENERATED_OR_COPIED_EXACTLY
496	ASTRO	f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45	G115	Sternplatz A1_LEFT_LOCAL_FIELD_45: Grad- oder Bedingungsstufe; lokaler Namensrest odai.	LOCAL_COPY_KEY	LOCAL_KEY[odaiiin]	Copy this key from the selected local diagram locus	odaiiin	GENERATED_OR_COPIED_EXACTLY
497	ASTRO	f67r2	f67r2.46	A1_LEFT_LOCAL_FIELD_46	G116	Sternplatz A1_LEFT_LOCAL_FIELD_46: lange oder volle Diagrammstufe; lokaler Namensrest yek/s.	LOCAL_COPY_KEY	LOCAL_KEY[yekees]	Copy this key from the selected local diagram locus	yekees	GENERATED_OR_COPIED_EXACTLY
498	ASTRO	f67r2	f67r2.46	A1_LEFT_LOCAL_FIELD_46	G117	Sternplatz A1_LEFT_LOCAL_FIELD_46: Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest y.	PURE_COMPOSITION	COPY_OPERATION_ATTACH_Y::oral+Y	Kopiere den örtlichen Operations- oder Relationskern und schließe ihn mit Y als aktuellem Posten.	oraly	GENERATED_OR_COPIED_EXACTLY
499	ASTRO	f67r2	f67r2.47	A1_LEFT_LOCAL_FIELD_47	G118	Sternplatz A1_LEFT_LOCAL_FIELD_47: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest yf.	PURE_COMPOSITION	COPY_CORE_ATTACH_AIN::yf+AIN	Kopiere den örtlichen Kern und setze AIN für dessen Portion oder Teilwert.	yfain	GENERATED_OR_COPIED_EXACTLY
500	ASTRO	f67r2	f67r2.48	A1_LEFT_LOCAL_FIELD_48	G119	Sternplatz A1_LEFT_LOCAL_FIELD_48: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest tod.	PURE_COMPOSITION	COPY_CORE_ATTACH_AIIN::tod+AIIN	Kopiere den örtlichen Kern und setze AIIN für dessen Sollwert.	todaiin	GENERATED_OR_COPIED_EXACTLY
501	ASTRO	f67r2	f67r2.48	A1_LEFT_LOCAL_FIELD_48	G120	Sternplatz A1_LEFT_LOCAL_FIELD_48: Band-, Schleier- oder Abdecktraeger.	PURE_COMPOSITION	REUSE_REGISTERED_PROSE_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	dain	GENERATED_OR_COPIED_EXACTLY
502	ASTRO	f67r2	f67r2.48	A1_LEFT_LOCAL_FIELD_48	G121	Sternplatz A1_LEFT_LOCAL_FIELD_48: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	dy	GENERATED_OR_COPIED_EXACTLY
503	ASTRO	f67r2	f67r2.49	A1_LEFT_LOCAL_FIELD_49	G122	Sternplatz A1_LEFT_LOCAL_FIELD_49: umschliessendes Diagrammfeld.	PURE_COMPOSITION	REUSE_REGISTERED_PROSE_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	os	GENERATED_OR_COPIED_EXACTLY
504	ASTRO	f67r2	f67r2.49	A1_LEFT_LOCAL_FIELD_49	G123	Sternplatz A1_LEFT_LOCAL_FIELD_49: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest c/er.	LOCAL_COPY_KEY	LOCAL_KEY[choer]	Copy this key from the selected local diagram locus	choer	GENERATED_OR_COPIED_EXACTLY
505	ASTRO	f67r2	f67r2.49	A1_LEFT_LOCAL_FIELD_49	G124	Sternplatz A1_LEFT_LOCAL_FIELD_49: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	aiin	GENERATED_OR_COPIED_EXACTLY
506	ASTRO	f67r2	f67r2.50	A1_LEFT_LOCAL_FIELD_50	G125	Sternplatz A1_LEFT_LOCAL_FIELD_50: Himmelsobjekt oder Eingangsbedingung + lange oder volle Diagrammstufe; lokaler Namensrest c/a.	LOCAL_COPY_KEY	LOCAL_KEY[choeea]	Copy this key from the selected local diagram locus	choeea	GENERATED_OR_COPIED_EXACTLY
507	ASTRO	f67r2	f67r2.50	A1_LEFT_LOCAL_FIELD_50	G126	Sternplatz A1_LEFT_LOCAL_FIELD_50: zum bezeichneten Zielplatz.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	sal	GENERATED_OR_COPIED_EXACTLY
508	ASTRO	f67r2	f67r2.51	A1_LEFT_LOCAL_FIELD_51	G127	Sternplatz A1_LEFT_LOCAL_FIELD_51: Sollwert oder Grad eines Diagrammplatzes; lokaler Namensrest dad.	PURE_COMPOSITION	COPY_CORE_ATTACH_AIIN::dad+AIIN	Kopiere den örtlichen Kern und setze AIIN für dessen Sollwert.	dadaiin	GENERATED_OR_COPIED_EXACTLY
509	ASTRO	f67r2	f67r2.52	A1_LEFT_OUTER_STAR_STATION_01	G128	Sternplatz A1_LEFT_OUTER_STAR_STATION_01: naechster Platz oder folgende Bedingung + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest q/oe.	PURE_COMPOSITION	PREFIX_FOLLOWING_POST::oear+Q_FRAME+OT	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	qotoear	GENERATED_OR_COPIED_EXACTLY
510	ASTRO	f67r2	f67r2.53	A1_LEFT_OUTER_STAR_STATION_02	G129	Sternplatz A1_LEFT_OUTER_STAR_STATION_02: Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest d.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::dchd+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	dchdar	GENERATED_OR_COPIED_EXACTLY
511	ASTRO	f67r2	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	G130	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	y	GENERATED_OR_COPIED_EXACTLY
512	ASTRO	f67r2	f67r2.54	A1_LEFT_OUTER_STAR_STATION_03	G131	Sternplatz A1_LEFT_OUTER_STAR_STATION_03: Zielsektor, Zielstern oder Zielfeld + Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest s/d.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::sald+AL	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	saldal	GENERATED_OR_COPIED_EXACTLY
513	ASTRO	f67r2	f67r2.55	A1_LEFT_OUTER_STAR_STATION_04	G132	Sternplatz A1_LEFT_OUTER_STAR_STATION_04: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest ytod.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::ytod+AL	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	ytodal	GENERATED_OR_COPIED_EXACTLY
514	ASTRO	f67r2	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	G133	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: im selben Ring oder Band fortsetzen.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	tol	GENERATED_OR_COPIED_EXACTLY
515	ASTRO	f67r2	f67r2.56	A1_LEFT_OUTER_STAR_STATION_05	G134	Sternplatz A1_LEFT_OUTER_STAR_STATION_05: Sollwert oder Grad des bezeichneten Himmelsplatzes.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	daiin	GENERATED_OR_COPIED_EXACTLY
516	ASTRO	f67r2	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	G135	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: danach vom bezeichneten Ausgangsplatz.	PURE_COMPOSITION	REUSE_REGISTERED_PROSE_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	otar	GENERATED_OR_COPIED_EXACTLY
517	ASTRO	f67r2	f67r2.57	A1_LEFT_OUTER_STAR_STATION_06	G136	Sternplatz A1_LEFT_OUTER_STAR_STATION_06: dieser lokale Diagrammposten.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	dy	GENERATED_OR_COPIED_EXACTLY
518	ASTRO	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	G137	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: Eingangsobjekt oder Eingangsbedingung.	PURE_COMPOSITION	REUSE_REGISTERED_PROSE_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Nimm dieselbe gelernte Karte wie in der Prosa und lies nur ihren Diagrammbesitzer neu.	cho	GENERATED_OR_COPIED_EXACTLY
519	ASTRO	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	G138	Sternplatz A1_LEFT_OUTER_STAR_STATION_07: zum bezeichneten Zielplatz.	PURE_COMPOSITION	REUSE_COMMON_STEM_CARD::NONE+REGISTERED_CARD_OR_FULL_COMPOSITION	Schreibe die bereits gelernte gemeinsame Stammkarte.	dal	GENERATED_OR_COPIED_EXACTLY
520	ASTRO	f67r2	f67r2.58	A1_LEFT_OUTER_STAR_STATION_07	G139	A1_LEFT_OUTER_STAR_STATION_07: Gradwert.	LOCAL_COPY_KEY	LOCAL_KEY[g]	Copy this key from the selected local diagram locus	g	GENERATED_OR_COPIED_EXACTLY
521	ASTRO	f67r2	f67r2.59	A1_LEFT_OUTER_STAR_STATION_08	G140	Sternplatz A1_LEFT_OUTER_STAR_STATION_08: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ytc/dly.	LEARNED_WHOLE_SIGN	ASTRO_WHOLE[ytchodly]	Copy the complete memorized Astro value sign	ytchodly	GENERATED_OR_COPIED_EXACTLY
522	ASTRO	f67r2	f67r2.60	A1_LEFT_OUTER_STAR_STATION_09	G141	A1_LEFT_OUTER_STAR_STATION_09: sekundäre Grundbedingung.	LOCAL_COPY_KEY	LOCAL_KEY[octhys]	Copy this key from the selected local diagram locus	octhys	GENERATED_OR_COPIED_EXACTLY
523	ASTRO	f67r2	f67r2.61	A1_LEFT_OUTER_STAR_STATION_10	G142	Sternplatz A1_LEFT_OUTER_STAR_STATION_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yt.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::ytok+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	ytokar	GENERATED_OR_COPIED_EXACTLY
524	ASTRO	f67r2	f67r2.62	A1_LEFT_OUTER_STAR_STATION_11	G143	Sternplatz A1_LEFT_OUTER_STAR_STATION_11: naechster Platz oder folgende Bedingung + im selben Ring, Band oder Satz fortsetzen + Bedingungs-, Tabellen- oder Wahlansatz.	PURE_COMPOSITION	PREFIX_FOLLOWING_POST::olor+OT	Setze OT vor den folgenden örtlichen Posten und behalte dessen Adresse, Relation oder Grad.	otolor	GENERATED_OR_COPIED_EXACTLY
525	ASTRO	f67r2	f67r2.63	A1_LEFT_OUTER_STAR_STATION_12	G144	Sternplatz A1_LEFT_OUTER_STAR_STATION_12: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest od.	PURE_COMPOSITION	COPY_CORE_ATTACH_ADDRESS::okod+AR	Kopiere den örtlichen Kern und setze AR für Quelle, AL für Ziel oder AR+AL für Quelle-zu-Ziel.	okodar	GENERATED_OR_COPIED_EXACTLY
