latent_item	occurrences	interpretation
OP_01:VALUE_0267:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0153:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0937:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1224:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0084:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2216:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_1227:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2217:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0939:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0300:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0009:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2218:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0572:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_2219:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_2220:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_2221:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0062:STATE_08	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2222:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2223:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0647:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0481:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_2224:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1229:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2225:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_1230:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0062:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0453:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2226:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0301:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0613:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2227:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2228:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2229:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2230:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2231:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2232:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2233:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_09:VALUE_0339:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0942:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2234:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2235:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2236:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0359:STATE_09	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0550:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_2237:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0712:STATE_08	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0258:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2238:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0775:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2239:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1233:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2240:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_2241:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_2242:STATE_06	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2243:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0198:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2244:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0653:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2245:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_1188:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2246:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2247:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0657:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2248:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2249:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2250:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0232:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0059:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0545:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1106:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2251:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0943:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0102:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2252:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_2253:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0335:STATE_08	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_2254:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_1099:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_09:VALUE_0143:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2255:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2256:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0555:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2257:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_2258:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_1235:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_1186:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_09:VALUE_0096:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_2259:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2260:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1236:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_2261:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0761:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0778:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2262:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_10:VALUE_0084:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2263:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_10:VALUE_0089:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2264:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0087:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2265:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0755:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0924:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2266:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0067:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1163:STATE_08	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2267:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0339:STATE_08	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2268:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2269:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0033:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0920:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0219:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0706:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2270:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2271:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0780:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2272:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1239:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_2273:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2274:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0947:STATE_06	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_2275:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_2276:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1240:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0485:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0219:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0505:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2277:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0002:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0325:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_1241:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2278:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0088:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2279:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2280:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0006:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2281:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2282:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0031:STATE_09	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2283:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2284:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0569:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2285:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2286:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0320:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2287:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0002:STATE_09	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0260:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_1242:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2288:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_10:VALUE_0013:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0206:STATE_06	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2289:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0948:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_04:VALUE_0449:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1243:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2290:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2291:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2292:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2293:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0482:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2294:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0219:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2295:STATE_08	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_1244:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_2296:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0014:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2297:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2298:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_1245:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1247:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_09:VALUE_2299:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0008:STATE_08	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0725:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2300:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_2301:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0341:STATE_08	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0063:STATE_08	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1143:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2302:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0785:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1248:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0279:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2303:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_10:VALUE_0943:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0370:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2304:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2305:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2306:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_2307:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2308:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2309:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2310:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0491:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2311:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0332:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2312:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_2313:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2314:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0553:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0738:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_1250:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2315:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2316:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_2317:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2318:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_2319:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_10:VALUE_0408:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_1222:STATE_06	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0950:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0042:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0942:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2320:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_1252:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1253:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1229:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2321:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_09:VALUE_1254:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2322:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0877:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_2323:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_1255:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_2324:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2325:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1256:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0338:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2326:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0400:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2327:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0147:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2328:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0533:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_1257:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2329:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0207:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2330:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0747:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2331:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0202:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2332:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1258:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0004:STATE_08	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0079:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2333:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2334:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2335:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2336:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0503:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2337:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1240:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1214:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0652:STATE_06	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_10:VALUE_0951:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0035:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2338:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2339:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_2340:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_1262:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2341:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0786:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2342:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0361:STATE_06	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0576:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0351:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_2343:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_1264:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0009:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_06:VALUE_0084:STATE_06	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2344:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0102:STATE_09	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2345:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_1067:STATE_08	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_0065:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_2346:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_02:VALUE_0118:STATE_06	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_08:VALUE_0239:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2347:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_2348:STATE_06	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0648:STATE_04	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2349:STATE_06	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2350:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0952:STATE_07	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_07:VALUE_2351:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_2352:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_09:VALUE_0339:STATE_06	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_0482:STATE_02	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_2353:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0236:STATE_05	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_05:VALUE_1267:STATE_01	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_01:VALUE_0339:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
OP_03:VALUE_0007:STATE_03	1	ANONYMOUS_OR_LITERAL_EXPLORATORY
