page	locus	kind	reader	model	source_text	tokens	hypothesis_positions_1based	literal_hypotheses_json	confidence
f72r1	f72r1.1	C	rf1b_clean	G	oteeo cthe chlol cheol olchear al oteey chedal otee y okeo aly chol chokeol cheolky okaiir okee y sheoltey cheor aiin dal okochey sho okaley ol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal ar okeeos aiin oteey o kaiin	46	13	"[""[oteeo]"", ""[cthe]"", ""[chlol]"", ""[cheol]"", ""[olchear]"", ""[al]"", ""[oteey]"", ""[chedal]"", ""[otee]"", ""[y]"", ""[okeo]"", ""[aly]"", ""trocken?"", ""[chokeol]"", ""[cheolky]"", ""[okaiir]"", ""[okee]"", ""[y]"", ""[sheoltey]"", ""[cheor]"", ""[aiin]"", ""[dal]"", ""[okochey]"", ""[sho]"", ""[okaley]"", ""[ol]"", ""[chalaiin]"", ""[chekeol]"", ""[kol]"", ""[otos]"", ""[ar]"", ""[aiin]"", ""[otam]"", ""[otam]"", ""[chotam]"", ""[sal]"", ""[okeo]"", ""[dar]"", ""[ar]"", ""[adal]"", ""[ar]"", ""[okeeos]"", ""[aiin]"", ""[oteey]"", ""[o]"", ""[kaiin]""]"	C0_UNCONFIRMED
f72r1	f72r1.12	C	zl3b_clean	N	oteodar ytey otey shetey chokshor okalal otaiin sheolaiin otaiin chetey cheolor oteo teeody otar chokaiin okaiin al alo cheedy otear ar cheky chokal otar al o qokar	27	16	"[""[oteodar]"", ""[ytey]"", ""[otey]"", ""[shetey]"", ""[chokshor]"", ""[okalal]"", ""[otaiin]"", ""[sheolaiin]"", ""[otaiin]"", ""[chetey]"", ""[cheolor]"", ""[oteo]"", ""[teeody]"", ""[otar]"", ""[chokaiin]"", ""Pulver?"", ""[al]"", ""[alo]"", ""[cheedy]"", ""[otear]"", ""[ar]"", ""[cheky]"", ""[chokal]"", ""[otar]"", ""[al]"", ""[o]"", ""[qokar]""]"	C0_UNCONFIRMED
f72r1	f72r1.12	C	zl3b_clean	G	oteodar ytey otey shetey chokshor okalal otaiin sheolaiin otaiin chetey cheolor oteo teeody otar chokaiin okaiin al alo cheedy otear ar cheky chokal otar al o qokar	27	16	"[""[oteodar]"", ""[ytey]"", ""[otey]"", ""[shetey]"", ""[chokshor]"", ""[okalal]"", ""[otaiin]"", ""[sheolaiin]"", ""[otaiin]"", ""[chetey]"", ""[cheolor]"", ""[oteo]"", ""[teeody]"", ""[otar]"", ""[chokaiin]"", ""ist?"", ""[al]"", ""[alo]"", ""[cheedy]"", ""[otear]"", ""[ar]"", ""[cheky]"", ""[chokal]"", ""[otar]"", ""[al]"", ""[o]"", ""[qokar]""]"	C0_UNCONFIRMED
f72r1	f72r1.12	C	it2a_clean	N	oteodar ytey otey shetey chokshor okalal otaiin sheol aiin otaiin chetey cheolor oteoteeody otor chokaiin okaiin al alo cheedy oteorar cheky chokal otas al oqokar	25	16	"[""[oteodar]"", ""[ytey]"", ""[otey]"", ""[shetey]"", ""[chokshor]"", ""[okalal]"", ""[otaiin]"", ""[sheol]"", ""[aiin]"", ""[otaiin]"", ""[chetey]"", ""[cheolor]"", ""[oteoteeody]"", ""[otor]"", ""[chokaiin]"", ""Pulver?"", ""[al]"", ""[alo]"", ""[cheedy]"", ""[oteorar]"", ""[cheky]"", ""[chokal]"", ""[otas]"", ""[al]"", ""[oqokar]""]"	C0_UNCONFIRMED
f72r1	f72r1.12	C	it2a_clean	G	oteodar ytey otey shetey chokshor okalal otaiin sheol aiin otaiin chetey cheolor oteoteeody otor chokaiin okaiin al alo cheedy oteorar cheky chokal otas al oqokar	25	16	"[""[oteodar]"", ""[ytey]"", ""[otey]"", ""[shetey]"", ""[chokshor]"", ""[okalal]"", ""[otaiin]"", ""[sheol]"", ""[aiin]"", ""[otaiin]"", ""[chetey]"", ""[cheolor]"", ""[oteoteeody]"", ""[otor]"", ""[chokaiin]"", ""ist?"", ""[al]"", ""[alo]"", ""[cheedy]"", ""[oteorar]"", ""[cheky]"", ""[chokal]"", ""[otas]"", ""[al]"", ""[oqokar]""]"	C0_UNCONFIRMED
f72r1	f72r1.12	C	rf1b_clean	N	oteo ar ytey otey shetey chokshor okalal otaiin sheolaiin otaiin chetey cheolor oteoteeo y otar chokaiin okaiin al alo chee y oteorar cheky chokal otar aloqokar	26	17	"[""[oteo]"", ""[ar]"", ""[ytey]"", ""[otey]"", ""[shetey]"", ""[chokshor]"", ""[okalal]"", ""[otaiin]"", ""[sheolaiin]"", ""[otaiin]"", ""[chetey]"", ""[cheolor]"", ""[oteoteeo]"", ""[y]"", ""[otar]"", ""[chokaiin]"", ""Pulver?"", ""[al]"", ""[alo]"", ""[chee]"", ""[y]"", ""[oteorar]"", ""[cheky]"", ""[chokal]"", ""[otar]"", ""[aloqokar]""]"	C0_UNCONFIRMED
f72r1	f72r1.12	C	rf1b_clean	G	oteo ar ytey otey shetey chokshor okalal otaiin sheolaiin otaiin chetey cheolor oteoteeo y otar chokaiin okaiin al alo chee y oteorar cheky chokal otar aloqokar	26	17	"[""[oteo]"", ""[ar]"", ""[ytey]"", ""[otey]"", ""[shetey]"", ""[chokshor]"", ""[okalal]"", ""[otaiin]"", ""[sheolaiin]"", ""[otaiin]"", ""[chetey]"", ""[cheolor]"", ""[oteoteeo]"", ""[y]"", ""[otar]"", ""[chokaiin]"", ""ist?"", ""[al]"", ""[alo]"", ""[chee]"", ""[y]"", ""[oteorar]"", ""[cheky]"", ""[chokal]"", ""[otar]"", ""[aloqokar]""]"	C0_UNCONFIRMED
f72r2	f72r2.32	C	zl3b_clean	N	otoar air aloy okaiin otees chs chchs ar aly taly dar otchey okaiin olaiin y	15	4,13	"[""[otoar]"", ""[air]"", ""[aloy]"", ""Pulver?"", ""[otees]"", ""[chs]"", ""[chchs]"", ""[ar]"", ""[aly]"", ""[taly]"", ""[dar]"", ""[otchey]"", ""Pulver?"", ""[olaiin]"", ""[y]""]"	C0_UNCONFIRMED
f72r2	f72r2.32	C	zl3b_clean	G	otoar air aloy okaiin otees chs chchs ar aly taly dar otchey okaiin olaiin y	15	4,13	"[""[otoar]"", ""[air]"", ""[aloy]"", ""ist?"", ""[otees]"", ""[chs]"", ""[chchs]"", ""[ar]"", ""[aly]"", ""[taly]"", ""[dar]"", ""[otchey]"", ""ist?"", ""[olaiin]"", ""[y]""]"	C0_UNCONFIRMED
f72r2	f72r2.32	C	it2a_clean	N	otoar air aloy okaiin otees chs chchs ar yly kaly dar otchey okaiin ola in dy	16	4,13	"[""[otoar]"", ""[air]"", ""[aloy]"", ""Pulver?"", ""[otees]"", ""[chs]"", ""[chchs]"", ""[ar]"", ""[yly]"", ""[kaly]"", ""[dar]"", ""[otchey]"", ""Pulver?"", ""[ola]"", ""[in]"", ""[dy]""]"	C0_UNCONFIRMED
f72r2	f72r2.32	C	it2a_clean	G	otoar air aloy okaiin otees chs chchs ar yly kaly dar otchey okaiin ola in dy	16	4,13	"[""[otoar]"", ""[air]"", ""[aloy]"", ""ist?"", ""[otees]"", ""[chs]"", ""[chchs]"", ""[ar]"", ""[yly]"", ""[kaly]"", ""[dar]"", ""[otchey]"", ""ist?"", ""[ola]"", ""[in]"", ""[dy]""]"	C0_UNCONFIRMED
f72r2	f72r2.32	C	rf1b_clean	N	otoar air alo okaiin otees chs chchs ar aly kaly ar oteeey okaiin olaiin y	15	4,13	"[""[otoar]"", ""[air]"", ""[alo]"", ""Pulver?"", ""[otees]"", ""[chs]"", ""[chchs]"", ""[ar]"", ""[aly]"", ""[kaly]"", ""[ar]"", ""[oteeey]"", ""Pulver?"", ""[olaiin]"", ""[y]""]"	C0_UNCONFIRMED
f72r2	f72r2.32	C	rf1b_clean	G	otoar air alo okaiin otees chs chchs ar aly kaly ar oteeey okaiin olaiin y	15	4,13	"[""[otoar]"", ""[air]"", ""[alo]"", ""ist?"", ""[otees]"", ""[chs]"", ""[chchs]"", ""[ar]"", ""[aly]"", ""[kaly]"", ""[ar]"", ""[oteeey]"", ""ist?"", ""[olaiin]"", ""[y]""]"	C0_UNCONFIRMED
f72r3	f72r3.12	L	zl3b_clean	N	opoeey okaiin	2	2	"[""[opoeey]"", ""Pulver?""]"	C0_UNCONFIRMED
f72r3	f72r3.12	L	zl3b_clean	G	opoeey okaiin	2	2	"[""[opoeey]"", ""ist?""]"	C0_UNCONFIRMED
f72r3	f72r3.12	L	it2a_clean	N	opoeey okaiin	2	2	"[""[opoeey]"", ""Pulver?""]"	C0_UNCONFIRMED
f72r3	f72r3.12	L	it2a_clean	G	opoeey okaiin	2	2	"[""[opoeey]"", ""ist?""]"	C0_UNCONFIRMED
f72r3	f72r3.12	L	rf1b_clean	N	opoeey okaiin	2	2	"[""[opoeey]"", ""Pulver?""]"	C0_UNCONFIRMED
f72r3	f72r3.12	L	rf1b_clean	G	opoeey okaiin	2	2	"[""[opoeey]"", ""ist?""]"	C0_UNCONFIRMED
f75r	f75r.45	P	zl3b_clean	N	sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin	10	10	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sarol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""Pulver?""]"	C0_UNCONFIRMED
f75r	f75r.45	P	zl3b_clean	G	sshedy shckhy qokey okedy sarol oty otedy qotedy otedy okaiin	10	10	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sarol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""ist?""]"	C0_UNCONFIRMED
f75r	f75r.45	P	it2a_clean	N	sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin	10	10	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sorol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""Pulver?""]"	C0_UNCONFIRMED
f75r	f75r.45	P	it2a_clean	G	sshedy shckhy qokey okedy sorol oty otedy qotedy otedy okaiin	10	10	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[sorol]"", ""[oty]"", ""[otedy]"", ""[qotedy]"", ""[otedy]"", ""ist?""]"	C0_UNCONFIRMED
f75r	f75r.45	P	rf1b_clean	N	sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin	12	12	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[s]"", ""[rol]"", ""[oty]"", ""[otedy]"", ""[qote]"", ""[y]"", ""[otedy]"", ""Pulver?""]"	C0_UNCONFIRMED
f75r	f75r.45	P	rf1b_clean	G	sshedy shckhy qokey okedy s rol oty otedy qote y otedy okaiin	12	12	"[""[sshedy]"", ""[shckhy]"", ""[qokey]"", ""[okedy]"", ""[s]"", ""[rol]"", ""[oty]"", ""[otedy]"", ""[qote]"", ""[y]"", ""[otedy]"", ""ist?""]"	C0_UNCONFIRMED
f76r	f76r.2	P	zl3b_clean	N	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey	12	3,5	"[""[dshedy]"", ""[qotddyar]"", ""Wurzel?"", ""[chep]"", ""wenig?"", ""[okain]"", ""[qokeor]"", ""[shedy]"", ""[qol]"", ""[ain]"", ""[sheals]"", ""[qokeey]""]"	C0_UNCONFIRMED
f76r	f76r.2	P	zl3b_clean	G	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey	12	3,5	"[""[dshedy]"", ""[qotddyar]"", ""Wurzel?"", ""[chep]"", ""wenig?"", ""[okain]"", ""[qokeor]"", ""[shedy]"", ""[qol]"", ""[ain]"", ""[sheals]"", ""[qokeey]""]"	C0_UNCONFIRMED
f76r	f76r.2	P	it2a_clean	N	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheols qokeey	12	3,5	"[""[dshedy]"", ""[qotddyar]"", ""Wurzel?"", ""[chep]"", ""wenig?"", ""[okain]"", ""[qokeor]"", ""[shedy]"", ""[qol]"", ""[ain]"", ""[sheols]"", ""[qokeey]""]"	C0_UNCONFIRMED
f76r	f76r.2	P	it2a_clean	G	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheols qokeey	12	3,5	"[""[dshedy]"", ""[qotddyar]"", ""Wurzel?"", ""[chep]"", ""wenig?"", ""[okain]"", ""[qokeor]"", ""[shedy]"", ""[qol]"", ""[ain]"", ""[sheols]"", ""[qokeey]""]"	C0_UNCONFIRMED
f76r	f76r.2	P	rf1b_clean	N	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey	12	3,5	"[""[dshedy]"", ""[qotddyar]"", ""Wurzel?"", ""[chep]"", ""wenig?"", ""[okain]"", ""[qokeor]"", ""[shedy]"", ""[qol]"", ""[ain]"", ""[sheals]"", ""[qokeey]""]"	C0_UNCONFIRMED
f76r	f76r.2	P	rf1b_clean	G	dshedy qotddyar cthar chep dain okain qokeor shedy qol ain sheals qokeey	12	3,5	"[""[dshedy]"", ""[qotddyar]"", ""Wurzel?"", ""[chep]"", ""wenig?"", ""[okain]"", ""[qokeor]"", ""[shedy]"", ""[qol]"", ""[ain]"", ""[sheals]"", ""[qokeey]""]"	C0_UNCONFIRMED
f76r	f76r.13	P	zl3b_clean	N	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	13	5	"[""[qokeedy]"", ""[checthy]"", ""[chckhey]"", ""[okal]"", ""Pulver?"", ""[sheckhey]"", ""[okeedy]"", ""[otey]"", ""[dal]"", ""[y]"", ""[kal]"", ""[chedy]"", ""[sar]""]"	C0_UNCONFIRMED
f76r	f76r.13	P	zl3b_clean	G	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal y kal chedy sar	13	5	"[""[qokeedy]"", ""[checthy]"", ""[chckhey]"", ""[okal]"", ""ist?"", ""[sheckhey]"", ""[okeedy]"", ""[otey]"", ""[dal]"", ""[y]"", ""[kal]"", ""[chedy]"", ""[sar]""]"	C0_UNCONFIRMED
f76r	f76r.13	P	it2a_clean	N	qokeedy checthy chckhey okol okaiin sheckhey okeedy otey dal ykal chedy sar	12	5	"[""[qokeedy]"", ""[checthy]"", ""[chckhey]"", ""[okol]"", ""Pulver?"", ""[sheckhey]"", ""[okeedy]"", ""[otey]"", ""[dal]"", ""[ykal]"", ""[chedy]"", ""[sar]""]"	C0_UNCONFIRMED
f76r	f76r.13	P	it2a_clean	G	qokeedy checthy chckhey okol okaiin sheckhey okeedy otey dal ykal chedy sar	12	5	"[""[qokeedy]"", ""[checthy]"", ""[chckhey]"", ""[okol]"", ""ist?"", ""[sheckhey]"", ""[okeedy]"", ""[otey]"", ""[dal]"", ""[ykal]"", ""[chedy]"", ""[sar]""]"	C0_UNCONFIRMED
f76r	f76r.13	P	rf1b_clean	N	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal ykal chedy sar	12	5	"[""[qokeedy]"", ""[checthy]"", ""[chckhey]"", ""[okal]"", ""Pulver?"", ""[sheckhey]"", ""[okeedy]"", ""[otey]"", ""[dal]"", ""[ykal]"", ""[chedy]"", ""[sar]""]"	C0_UNCONFIRMED
f76r	f76r.13	P	rf1b_clean	G	qokeedy checthy chckhey okal okaiin sheckhey okeedy otey dal ykal chedy sar	12	5	"[""[qokeedy]"", ""[checthy]"", ""[chckhey]"", ""[okal]"", ""ist?"", ""[sheckhey]"", ""[okeedy]"", ""[otey]"", ""[dal]"", ""[ykal]"", ""[chedy]"", ""[sar]""]"	C0_UNCONFIRMED
f76r	f76r.32	P	zl3b_clean	N	cheo r ain okaiin dain chey dalshedy qokaiin cheol shy chedy rain chedy shy	14	4,5	"[""[cheo]"", ""[r]"", ""[ain]"", ""Pulver?"", ""wenig?"", ""[chey]"", ""[dalshedy]"", ""[qokaiin]"", ""[cheol]"", ""[shy]"", ""[chedy]"", ""[rain]"", ""[chedy]"", ""[shy]""]"	C0_UNCONFIRMED
f76r	f76r.32	P	zl3b_clean	G	cheo r ain okaiin dain chey dalshedy qokaiin cheol shy chedy rain chedy shy	14	4,5	"[""[cheo]"", ""[r]"", ""[ain]"", ""ist?"", ""wenig?"", ""[chey]"", ""[dalshedy]"", ""[qokaiin]"", ""[cheol]"", ""[shy]"", ""[chedy]"", ""[rain]"", ""[chedy]"", ""[shy]""]"	C0_UNCONFIRMED
f76r	f76r.32	P	it2a_clean	N	cheor ain okaiin dain chey dal shedy qokaiin cheol shy chedy rain chedy shy	14	3,4	"[""[cheor]"", ""[ain]"", ""Pulver?"", ""wenig?"", ""[chey]"", ""[dal]"", ""[shedy]"", ""[qokaiin]"", ""[cheol]"", ""[shy]"", ""[chedy]"", ""[rain]"", ""[chedy]"", ""[shy]""]"	C0_UNCONFIRMED
f76r	f76r.32	P	it2a_clean	G	cheor ain okaiin dain chey dal shedy qokaiin cheol shy chedy rain chedy shy	14	3,4	"[""[cheor]"", ""[ain]"", ""ist?"", ""wenig?"", ""[chey]"", ""[dal]"", ""[shedy]"", ""[qokaiin]"", ""[cheol]"", ""[shy]"", ""[chedy]"", ""[rain]"", ""[chedy]"", ""[shy]""]"	C0_UNCONFIRMED
f76r	f76r.32	P	rf1b_clean	N	chear ain okaiin dain chey dalshedy qokaiin che l shy chedy ain che y y	15	3,4	"[""[chear]"", ""[ain]"", ""Pulver?"", ""wenig?"", ""[chey]"", ""[dalshedy]"", ""[qokaiin]"", ""[che]"", ""[l]"", ""[shy]"", ""[chedy]"", ""[ain]"", ""[che]"", ""[y]"", ""[y]""]"	C0_UNCONFIRMED
f76r	f76r.32	P	rf1b_clean	G	chear ain okaiin dain chey dalshedy qokaiin che l shy chedy ain che y y	15	3,4	"[""[chear]"", ""[ain]"", ""ist?"", ""wenig?"", ""[chey]"", ""[dalshedy]"", ""[qokaiin]"", ""[che]"", ""[l]"", ""[shy]"", ""[chedy]"", ""[ain]"", ""[che]"", ""[y]"", ""[y]""]"	C0_UNCONFIRMED
f77r	f77r.27	P	zl3b_clean	N	solchedy qokain okaiin shedy qokeedy qotedy	6	3	"[""[solchedy]"", ""[qokain]"", ""Pulver?"", ""[shedy]"", ""[qokeedy]"", ""[qotedy]""]"	C0_UNCONFIRMED
f77r	f77r.27	P	zl3b_clean	G	solchedy qokain okaiin shedy qokeedy qotedy	6	3	"[""[solchedy]"", ""[qokain]"", ""ist?"", ""[shedy]"", ""[qokeedy]"", ""[qotedy]""]"	C0_UNCONFIRMED
f77r	f77r.27	P	it2a_clean	N	solchedy qokain okaiin shedy qokeedy qotedy	6	3	"[""[solchedy]"", ""[qokain]"", ""Pulver?"", ""[shedy]"", ""[qokeedy]"", ""[qotedy]""]"	C0_UNCONFIRMED
f77r	f77r.27	P	it2a_clean	G	solchedy qokain okaiin shedy qokeedy qotedy	6	3	"[""[solchedy]"", ""[qokain]"", ""ist?"", ""[shedy]"", ""[qokeedy]"", ""[qotedy]""]"	C0_UNCONFIRMED
f77r	f77r.27	P	rf1b_clean	N	solche y qokain okaiin shedy qokeedy qotedy	7	4	"[""[solche]"", ""[y]"", ""[qokain]"", ""Pulver?"", ""[shedy]"", ""[qokeedy]"", ""[qotedy]""]"	C0_UNCONFIRMED
f77r	f77r.27	P	rf1b_clean	G	solche y qokain okaiin shedy qokeedy qotedy	7	4	"[""[solche]"", ""[y]"", ""[qokain]"", ""ist?"", ""[shedy]"", ""[qokeedy]"", ""[qotedy]""]"	C0_UNCONFIRMED
f77r	f77r.35	P	zl3b_clean	N	solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy	8	2	"[""[solkeey]"", ""Pulver?"", ""[chedy]"", ""[qokain]"", ""[sheedy]"", ""[qokaiin]"", ""[chedaiin]"", ""[chealy]""]"	C0_UNCONFIRMED
f77r	f77r.35	P	zl3b_clean	G	solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy	8	2	"[""[solkeey]"", ""ist?"", ""[chedy]"", ""[qokain]"", ""[sheedy]"", ""[qokaiin]"", ""[chedaiin]"", ""[chealy]""]"	C0_UNCONFIRMED
f77r	f77r.35	P	it2a_clean	N	solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy	8	2	"[""[solkeey]"", ""Pulver?"", ""[chedy]"", ""[qokain]"", ""[sheedy]"", ""[qokaiin]"", ""[chedaiin]"", ""[chealy]""]"	C0_UNCONFIRMED
f77r	f77r.35	P	it2a_clean	G	solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy	8	2	"[""[solkeey]"", ""ist?"", ""[chedy]"", ""[qokain]"", ""[sheedy]"", ""[qokaiin]"", ""[chedaiin]"", ""[chealy]""]"	C0_UNCONFIRMED
f77r	f77r.35	P	rf1b_clean	N	solkeey okaiin chedy qokain sheedy qotaiin che aiin chealy	9	2	"[""[solkeey]"", ""Pulver?"", ""[chedy]"", ""[qokain]"", ""[sheedy]"", ""[qotaiin]"", ""[che]"", ""[aiin]"", ""[chealy]""]"	C0_UNCONFIRMED
f77r	f77r.35	P	rf1b_clean	G	solkeey okaiin chedy qokain sheedy qotaiin che aiin chealy	9	2	"[""[solkeey]"", ""ist?"", ""[chedy]"", ""[qokain]"", ""[sheedy]"", ""[qotaiin]"", ""[che]"", ""[aiin]"", ""[chealy]""]"	C0_UNCONFIRMED
f77r	f77r.40	P	zl3b_clean	N	daiiin ol eeedy okaiin sheeol qotaiin shody qoty	8	1,4	"[""sehr viel?"", ""[ol]"", ""[eeedy]"", ""Pulver?"", ""[sheeol]"", ""[qotaiin]"", ""[shody]"", ""[qoty]""]"	C0_UNCONFIRMED
f77r	f77r.40	P	zl3b_clean	G	daiiin ol eeedy okaiin sheeol qotaiin shody qoty	8	1,4	"[""sehr viel?"", ""[ol]"", ""[eeedy]"", ""ist?"", ""[sheeol]"", ""[qotaiin]"", ""[shody]"", ""[qoty]""]"	C0_UNCONFIRMED
f77r	f77r.40	P	it2a_clean	N	daiiin ol eeedy okaiin sheeol qotaiin shody qoty	8	1,4	"[""sehr viel?"", ""[ol]"", ""[eeedy]"", ""Pulver?"", ""[sheeol]"", ""[qotaiin]"", ""[shody]"", ""[qoty]""]"	C0_UNCONFIRMED
f77r	f77r.40	P	it2a_clean	G	daiiin ol eeedy okaiin sheeol qotaiin shody qoty	8	1,4	"[""sehr viel?"", ""[ol]"", ""[eeedy]"", ""ist?"", ""[sheeol]"", ""[qotaiin]"", ""[shody]"", ""[qoty]""]"	C0_UNCONFIRMED
f77r	f77r.40	P	rf1b_clean	N	daiiin ol eee y okaiin sheeol qotaiin o y qoty	10	1,5	"[""sehr viel?"", ""[ol]"", ""[eee]"", ""[y]"", ""Pulver?"", ""[sheeol]"", ""[qotaiin]"", ""[o]"", ""[y]"", ""[qoty]""]"	C0_UNCONFIRMED
f77r	f77r.40	P	rf1b_clean	G	daiiin ol eee y okaiin sheeol qotaiin o y qoty	10	1,5	"[""sehr viel?"", ""[ol]"", ""[eee]"", ""[y]"", ""ist?"", ""[sheeol]"", ""[qotaiin]"", ""[o]"", ""[y]"", ""[qoty]""]"	C0_UNCONFIRMED
f81v	f81v.2	P	zl3b_clean	N	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	12	2	"[""[qokedy]"", ""Pulver?"", ""[kair]"", ""[okal]"", ""[sar]"", ""[ol]"", ""[kain]"", ""[olkain]"", ""[al]"", ""[ol]"", ""[rol]"", ""[dl]""]"	C0_UNCONFIRMED
f81v	f81v.2	P	zl3b_clean	G	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	12	2	"[""[qokedy]"", ""ist?"", ""[kair]"", ""[okal]"", ""[sar]"", ""[ol]"", ""[kain]"", ""[olkain]"", ""[al]"", ""[ol]"", ""[rol]"", ""[dl]""]"	C0_UNCONFIRMED
f81v	f81v.2	P	it2a_clean	N	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	12	2	"[""[qokedy]"", ""Pulver?"", ""[kair]"", ""[okal]"", ""[sar]"", ""[ol]"", ""[kain]"", ""[olkain]"", ""[al]"", ""[ol]"", ""[rol]"", ""[dl]""]"	C0_UNCONFIRMED
f81v	f81v.2	P	it2a_clean	G	qokedy okaiin kair okal sar ol kain olkain al ol rol dl	12	2	"[""[qokedy]"", ""ist?"", ""[kair]"", ""[okal]"", ""[sar]"", ""[ol]"", ""[kain]"", ""[olkain]"", ""[al]"", ""[ol]"", ""[rol]"", ""[dl]""]"	C0_UNCONFIRMED
f81v	f81v.2	P	rf1b_clean	N	qoke y okaiin kair okal sar ol kain olkain al ol rol l	13	3	"[""[qoke]"", ""[y]"", ""Pulver?"", ""[kair]"", ""[okal]"", ""[sar]"", ""[ol]"", ""[kain]"", ""[olkain]"", ""[al]"", ""[ol]"", ""[rol]"", ""[l]""]"	C0_UNCONFIRMED
f81v	f81v.2	P	rf1b_clean	G	qoke y okaiin kair okal sar ol kain olkain al ol rol l	13	3	"[""[qoke]"", ""[y]"", ""ist?"", ""[kair]"", ""[okal]"", ""[sar]"", ""[ol]"", ""[kain]"", ""[olkain]"", ""[al]"", ""[ol]"", ""[rol]"", ""[l]""]"	C0_UNCONFIRMED
f81v	f81v.5	P	zl3b_clean	N	okaiin daiin otain chckhy okeedy qoky kar daiin okar	9	1,2,8	"[""Pulver?"", ""viel?"", ""[otain]"", ""[chckhy]"", ""[okeedy]"", ""[qoky]"", ""[kar]"", ""viel?"", ""[okar]""]"	C0_UNCONFIRMED
f81v	f81v.5	P	zl3b_clean	G	okaiin daiin otain chckhy okeedy qoky kar daiin okar	9	1,2,8	"[""ist?"", ""viel?"", ""[otain]"", ""[chckhy]"", ""[okeedy]"", ""[qoky]"", ""[kar]"", ""viel?"", ""[okar]""]"	C0_UNCONFIRMED
f81v	f81v.5	P	it2a_clean	N	okaiin daiin otain chckhy okeedy qoky kar daiin okar	9	1,2,8	"[""Pulver?"", ""viel?"", ""[otain]"", ""[chckhy]"", ""[okeedy]"", ""[qoky]"", ""[kar]"", ""viel?"", ""[okar]""]"	C0_UNCONFIRMED
f81v	f81v.5	P	it2a_clean	G	okaiin daiin otain chckhy okeedy qoky kar daiin okar	9	1,2,8	"[""ist?"", ""viel?"", ""[otain]"", ""[chckhy]"", ""[okeedy]"", ""[qoky]"", ""[kar]"", ""viel?"", ""[okar]""]"	C0_UNCONFIRMED
f81v	f81v.5	P	rf1b_clean	N	kaiin aiin otain chckhy okee y qoky kar aiin okar	10		"[""[kaiin]"", ""[aiin]"", ""[otain]"", ""[chckhy]"", ""[okee]"", ""[y]"", ""[qoky]"", ""[kar]"", ""[aiin]"", ""[okar]""]"	C0_UNCONFIRMED
f81v	f81v.5	P	rf1b_clean	G	kaiin aiin otain chckhy okee y qoky kar aiin okar	10		"[""[kaiin]"", ""[aiin]"", ""[otain]"", ""[chckhy]"", ""[okee]"", ""[y]"", ""[qoky]"", ""[kar]"", ""[aiin]"", ""[okar]""]"	C0_UNCONFIRMED
f81v	f81v.6	P	zl3b_clean	N	qokain okaiin ol chedy cheol lky l s aiin okain daldy	11	2	"[""[qokain]"", ""Pulver?"", ""[ol]"", ""[chedy]"", ""[cheol]"", ""[lky]"", ""[l]"", ""[s]"", ""[aiin]"", ""[okain]"", ""[daldy]""]"	C0_UNCONFIRMED
f81v	f81v.6	P	zl3b_clean	G	qokain okaiin ol chedy cheol lky l s aiin okain daldy	11	2	"[""[qokain]"", ""ist?"", ""[ol]"", ""[chedy]"", ""[cheol]"", ""[lky]"", ""[l]"", ""[s]"", ""[aiin]"", ""[okain]"", ""[daldy]""]"	C0_UNCONFIRMED
f81v	f81v.6	P	it2a_clean	N	qokain okaiin ol chedy cheol lky ls aiin okain daldy	10	2	"[""[qokain]"", ""Pulver?"", ""[ol]"", ""[chedy]"", ""[cheol]"", ""[lky]"", ""[ls]"", ""[aiin]"", ""[okain]"", ""[daldy]""]"	C0_UNCONFIRMED
