argument_provenance_ordinal	event_id	statement_id	physical_page	register	surface	recipe	inherited_argument_root	inherited_argument_value_de	argument_source_type	argument_source_event_id	source_card_distance	gdt539_pointer_match	resolved_microphrase_de	provenance_status
173	G407-E2151	G407-S259	f76r	BIOLOGICAL	lol	L+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2150	1	NOT_STORED	Weiter: halte den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
174	G407-E2153	G407-S259	f76r	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2150	3	NOT_STORED	Weiter: markiere den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
175	G407-E2158	G407-S259	f76r	BIOLOGICAL	qoolkal	OL+AL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2157	1	NOT_STORED	Weiter: halte den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
176	G407-E2175	G407-S263	f76r	BIOLOGICAL	otar	OT+AR	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2172	3	NOT_STORED	Danach: nimm den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
177	G407-E2177	G407-S263	f76r	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2176	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
178	G407-E2185	G407-S264	f76r	BIOLOGICAL	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2184	1	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
179	G407-E2188	G407-S264	f76r	BIOLOGICAL	ol	OL	OR	EINHEIT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2187	1	NOT_STORED	Weiter: bearbeite die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
180	G407-E2190	G407-S264	f76r	BIOLOGICAL	chol	OL	OR	EINHEIT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2189	1	NOT_STORED	Weiter: bearbeite die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
181	G407-E2230	G407-S274	f76r	BIOLOGICAL	otedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2229	1	NOT_STORED	Danach: gib den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
182	G407-E2244	G407-S277	f76r	BIOLOGICAL	qotal	OT+AL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2243	1	NOT_STORED	Danach: bearbeite den Anteil; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
183	G407-E2248	G407-S278	f76r	BIOLOGICAL	otalam	OT+AL+AM_ADDR	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2247	1	NOT_STORED	Danach: stelle den Posten ein; zum Zielort; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
184	G407-E2254	G407-S278	f76r	BIOLOGICAL	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2251	3	NOT_STORED	Weiter: halte den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
185	G407-E2257	G407-S278	f76r	BIOLOGICAL	lol	L+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2256	1	NOT_STORED	Weiter: nimm den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
186	G407-E2263	G407-S279	f76r	BIOLOGICAL	alol	AL+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2262	1	NOT_STORED	Weiter: gib den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
187	G407-E2265	G407-S279	f76r	BIOLOGICAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2264	1	NOT_STORED	Weiter: gib den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
188	G407-E2287	G407-S284	f76r	BIOLOGICAL	otedy	OT+E+DY	AIN	ANTEIL	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Anteil; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
189	G407-E2302	G407-S287	f76r	BIOLOGICAL	otedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2301	1	NOT_STORED	Danach: halte den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
190	G407-E2311	G407-S288	f76r	BIOLOGICAL	oteedy	OT+EE+DY	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2310	1	NOT_STORED	Danach: stelle den Anteil ein; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
191	G407-E2329	G407-S291	f76r	BIOLOGICAL	dol	D_ADDR+OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: wähle den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
192	G407-E2333	G407-S292	f76r	BIOLOGICAL	otal	OT+AL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2332	1	NOT_STORED	Danach: setze den Wert; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
193	G407-E2345	G407-S295	f76r	BIOLOGICAL	rorol	L+OL+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2344	1	NOT_STORED	Weiter: bearbeite den Posten; über die Verbindung; nochmals weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
194	G407-E2356	G407-S301	f76r	BIOLOGICAL	qol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2355	1	NOT_STORED	Weiter: wähle den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
195	G407-E2358	G407-S302	f76r	BIOLOGICAL	ol	OL	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
196	G407-E2362	G407-S303	f76r	BIOLOGICAL	qoteedy	OT+EE+DY	OR	EINHEIT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte die Einheit; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
197	G407-E2388	G407-S309	f76r	BIOLOGICAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2387	1	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
198	G407-E2406	G407-S312	f77r	BIOLOGICAL	qotedy	OT+E+DY	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2405	1	NOT_STORED	Danach: halte den Wert; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
199	G407-E2412	G407-S313	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2410	2	NOT_STORED	Danach: wähle den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
200	G407-E2415	G407-S315	f77r	BIOLOGICAL	chol	OL	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
201	G407-E2419	G407-S317	f77r	BIOLOGICAL	oteedy	OT+EE+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
202	G407-E2422	G407-S319	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: stelle den Posten ein; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
203	G407-E2423	G407-S320	f77r	BIOLOGICAL	qodeedy	O+D_ADDR+EE+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Stelle den Posten ein; zur Ausführung; hier; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
204	G407-E2430	G407-S322	f77r	BIOLOGICAL	qol	OL	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
205	G407-E2437	G407-S325	f77r	BIOLOGICAL	qolal	OL+AL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
206	G407-E2442	G407-S325	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2440	2	NOT_STORED	Danach: halte den Anteil; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
207	G407-E2446	G407-S328	f77r	BIOLOGICAL	qotedy	OT+E+DY	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Wert; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
208	G407-E2449	G407-S331	f77r	BIOLOGICAL	qotol	OT+OL	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Wert; weiterführen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
209	G407-E2456	G407-S333	f77r	BIOLOGICAL	lol	L+OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: bearbeite den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
210	G407-E2464	G407-S337	f77r	BIOLOGICAL	lol	L+OL	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Wert; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
211	G407-E2465	G407-S337	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Wert; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
212	G407-E2466	G407-S338	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Wert; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
213	G407-E2473	G407-S341	f77r	BIOLOGICAL	lol	L+OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: setze den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
214	G407-E2482	G407-S342	f77r	BIOLOGICAL	qol	OL	OR	EINHEIT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: gib die Einheit.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
215	G407-E2500	G407-S346	f77r	BIOLOGICAL	qotedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2499	1	NOT_STORED	Danach: halte den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
216	G407-E2510	G407-S351	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2509	1	NOT_STORED	Danach: halte den Posten; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
217	G407-E2529	G407-S357	f77r	BIOLOGICAL	dol	D_ADDR+OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2528	1	NOT_STORED	Weiter: setze den Wert; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
218	G407-E2535	G407-S357	f77r	BIOLOGICAL	otedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2534	1	NOT_STORED	Danach: nimm den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
219	G407-E2543	G407-S359	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	OR	EINHEIT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2542	1	NOT_STORED	Danach: bearbeite die Einheit; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
220	G407-E2554	G407-S364	f77r	BIOLOGICAL	qotedy	OT+E+DY	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Wert; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
221	G407-E2565	G407-S368	f77r	BIOLOGICAL	qotal	OT+AL	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Wert; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
222	G407-E2572	G407-S368	f77r	BIOLOGICAL	lol	L+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2571	1	NOT_STORED	Weiter: gib den Posten; über die Verbindung.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
223	G407-E2576	G407-S368	f77r	BIOLOGICAL	qotedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2575	1	NOT_STORED	Danach: setze den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
224	G407-E2577	G407-S369	f77r	BIOLOGICAL	qotedy	OT+E+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
225	G407-E2582	G407-S370	f77r	BIOLOGICAL	ol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2580	2	NOT_STORED	Weiter: nimm den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
226	G407-E2589	G407-S370	f77r	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2588	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
227	G407-E2591	G407-S371	f77r	BIOLOGICAL	qoteeedy	OT+EEE+DY	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: gib den Posten; auf Grad III; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
228	G407-E2622	G407-S378	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2621	1	NOT_STORED	Danach: stelle den Posten ein; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
229	G407-E2632	G407-S381	f77r	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2631	1	NOT_STORED	Weiter: setze den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
230	G407-E2635	G407-S382	f77r	BIOLOGICAL	qol	OL	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
231	G407-E2644	G407-S383	f77r	BIOLOGICAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2642	2	NOT_STORED	Weiter: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
232	G407-E2645	G407-S383	f77r	BIOLOGICAL	eeedy	EEE+DY	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2642	3	NOT_STORED	Halte den Wert; auf Grad III; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
233	G407-E2654	G407-S385	f77r	BIOLOGICAL	qotedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2653	1	NOT_STORED	Danach: halte den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
234	G407-E2655	G407-S386	f77r	BIOLOGICAL	qotal	OT+AL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: halte den Posten; zum Zielort.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
235	G407-E2660	G407-S386	f77r	BIOLOGICAL	arol	AR+OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2657	3	NOT_STORED	Weiter: wähle den Anteil; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
236	G407-E2662	G407-S387	f77r	BIOLOGICAL	qotedy	OT+E+DY	AIN	ANTEIL	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: setze den Anteil; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
237	G407-E2671	G407-S390	f77r	BIOLOGICAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2667	4	NOT_STORED	Weiter: halte den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
238	G407-E2674	G407-S390	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2673	1	NOT_STORED	Danach: nimm den Wert; auf Grad II; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
239	G407-E2675	G407-S391	f77r	BIOLOGICAL	qotedy	OT+E+DY	AIIN	WERT	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Danach: nimm den Wert; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
240	G407-E2679	G407-S392	f77r	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2678	1	NOT_STORED	Weiter: bearbeite den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
241	G407-E2693	G407-S392	f77r	BIOLOGICAL	ol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2692	1	NOT_STORED	Weiter: wähle den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
242	G407-E2725	G407-S396	f81r	BIOLOGICAL	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2721	4	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
243	G407-E2726	G407-S396	f81r	BIOLOGICAL	otar	OT+AR	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2721	5	NOT_STORED	Danach: setze den Posten; vom Ausgang.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
244	G407-E2733	G407-S396	f81r	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2729	4	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
245	G407-E2739	G407-S397	f81r	BIOLOGICAL	ol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2738	1	NOT_STORED	Weiter: setze den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
246	G407-E2740	G407-S397	f81r	BIOLOGICAL	ol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2738	2	NOT_STORED	Weiter: setze den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
247	G407-E2744	G407-S397	f81r	BIOLOGICAL	qol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2742	2	NOT_STORED	Weiter: gib den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
248	G407-E2747	G407-S397	f81r	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2746	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
249	G407-E2748	G407-S397	f81r	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2746	2	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
250	G407-E2750	G407-S397	f81r	BIOLOGICAL	ol	OL	AIIN	WERT	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2749	1	NOT_STORED	Weiter: setze den Wert.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
251	G407-E2754	G407-S397	f81r	BIOLOGICAL	ol	OL	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2752	2	NOT_STORED	Weiter: wähle den Anteil.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
252	G407-E2759	G407-S397	f81r	BIOLOGICAL	ol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2758	1	NOT_STORED	Weiter: setze den Posten.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
253	G407-E2772	G407-S398	f81r	BIOLOGICAL	qotedy	OT+E+DY	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2771	1	NOT_STORED	Danach: wähle den Posten; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
254	G407-E2775	G407-S400	f81r	BIOLOGICAL	chol	OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2774	1	NOT_STORED	Weiter: setze den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
255	G407-E2777	G407-S400	f81r	BIOLOGICAL	otedy	OT+E+DY	AIN	ANTEIL	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2776	1	NOT_STORED	Danach: setze den Anteil ein; auf Grad I; abschließen.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
256	G407-E2787	G407-S405	f81r	BIOLOGICAL	ol	OL	Y	POSTEN	OWNER_CONTEXT_DEFAULT_ARGUMENT	OWNER_DEFAULT	NOT_APPLICABLE	NOT_STORED	Weiter: stelle den Posten ein.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
257	G407-E2791	G407-S406	f81r	BIOLOGICAL	dchol	D_ADDR+OL	Y	POSTEN	SAME_STATEMENT_VISIBLE_ARGUMENT	G407-E2790	1	NOT_STORED	Weiter: setze den Posten; hier.	RECONSTRUCTED_FROM_PRIOR_VISIBLE_STATE_OR_OWNER_DEFAULT
