route_id	candidate_recipe	source_neighbor_recipe	register	source_observed_in_register	changed_atom_position	source_atom	source_local_value_de	target_atom	target_local_value_de	source_local_trace	target_local_trace	local_trace_delta_count	source_local_phrase_de	target_local_phrase_de	local_phrase_changed	target_matches_gdt431	decision
NR077	L+K+OR	L+K+AIIN	BIOLOGICAL	YES	3	AIIN	STATIONSWERT	OR	STATIONSEINHEIT	1:RELATION=SICHTBARE VERBINDUNG | 2:ACTION_HEAD=POSTEN ZUFÜHREN | 3:ARGUMENT=STATIONSWERT	1:RELATION=SICHTBARE VERBINDUNG | 2:ACTION_HEAD=POSTEN ZUFÜHREN | 3:ARGUMENT=STATIONSEINHEIT	1	Führe den Stationswert über die sichtbare Verbindung zu.	Führe die Stationseinheit über die sichtbare Verbindung zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR077	L+K+OR	L+K+AIIN	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIIN	POSITIONSWERT	OR	POSITIONSEINHEIT	1:RELATION=RINGVERBINDUNG | 2:ACTION_HEAD=WERT ZUORDNEN | 3:ARGUMENT=POSITIONSWERT	1:RELATION=RINGVERBINDUNG | 2:ACTION_HEAD=WERT ZUORDNEN | 3:ARGUMENT=POSITIONSEINHEIT	1	Ordne den Positionswert über die Ringverbindung zu.	Ordne die Positionseinheit über die Ringverbindung zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR077	L+K+OR	L+K+AIIN	PHARMA	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIIN	MENGENWERT	OR	ANSATZEINHEIT	1:RELATION=GEFÄSSVERBINDUNG | 2:ACTION_HEAD=ZUTAT ZUGEBEN | 3:ARGUMENT=MENGENWERT	1:RELATION=GEFÄSSVERBINDUNG | 2:ACTION_HEAD=ZUTAT ZUGEBEN | 3:ARGUMENT=ANSATZEINHEIT	1	Gib den Mengenwert über die Gefäßverbindung zu.	Gib die Ansatzeinheit über die Gefäßverbindung zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR078	L+K+OR	L+K+AIN	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIN	TEILWERT	OR	EINTRAGSEINHEIT	1:RELATION=EINTRAGSVERBINDUNG | 2:ACTION_HEAD=ZUORDNEN | 3:ARGUMENT=TEILWERT	1:RELATION=EINTRAGSVERBINDUNG | 2:ACTION_HEAD=ZUORDNEN | 3:ARGUMENT=EINTRAGSEINHEIT	1	Ordne den Teilwert über die Eintragsverbindung zu.	Ordne die Eintragseinheit über die Eintragsverbindung zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR078	L+K+OR	L+K+AIN	HERBAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIN	MATERIALANTEIL	OR	ARBEITSEINHEIT	1:RELATION=VERBINDUNG IM PFLANZENARTIKEL | 2:ACTION_HEAD=MATERIAL ZUGEBEN | 3:ARGUMENT=MATERIALANTEIL	1:RELATION=VERBINDUNG IM PFLANZENARTIKEL | 2:ACTION_HEAD=MATERIAL ZUGEBEN | 3:ARGUMENT=ARBEITSEINHEIT	1	Gib den Materialanteil über die Verbindung im Pflanzenartikel zu.	Gib die Arbeitseinheit über die Verbindung im Pflanzenartikel zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR078	L+K+OR	L+K+AIN	BIOLOGICAL	YES	3	AIN	STATIONSANTEIL	OR	STATIONSEINHEIT	1:RELATION=SICHTBARE VERBINDUNG | 2:ACTION_HEAD=POSTEN ZUFÜHREN | 3:ARGUMENT=STATIONSANTEIL	1:RELATION=SICHTBARE VERBINDUNG | 2:ACTION_HEAD=POSTEN ZUFÜHREN | 3:ARGUMENT=STATIONSEINHEIT	1	Führe den Stationsanteil über die sichtbare Verbindung zu.	Führe die Stationseinheit über die sichtbare Verbindung zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR078	L+K+OR	L+K+AIN	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIN	SEKTORANTEIL	OR	POSITIONSEINHEIT	1:RELATION=RINGVERBINDUNG | 2:ACTION_HEAD=WERT ZUORDNEN | 3:ARGUMENT=SEKTORANTEIL	1:RELATION=RINGVERBINDUNG | 2:ACTION_HEAD=WERT ZUORDNEN | 3:ARGUMENT=POSITIONSEINHEIT	1	Ordne den Sektoranteil über die Ringverbindung zu.	Ordne die Positionseinheit über die Ringverbindung zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR078	L+K+OR	L+K+AIN	PHARMA	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	AIN	DROGENANTEIL	OR	ANSATZEINHEIT	1:RELATION=GEFÄSSVERBINDUNG | 2:ACTION_HEAD=ZUTAT ZUGEBEN | 3:ARGUMENT=DROGENANTEIL	1:RELATION=GEFÄSSVERBINDUNG | 2:ACTION_HEAD=ZUTAT ZUGEBEN | 3:ARGUMENT=ANSATZEINHEIT	1	Gib den Drogenanteil über die Gefäßverbindung zu.	Gib die Ansatzeinheit über die Gefäßverbindung zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR079	L+K+OR	L+K+Y	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	Y	LAUFENDER EINTRAG	OR	EINTRAGSEINHEIT	1:RELATION=EINTRAGSVERBINDUNG | 2:ACTION_HEAD=ZUORDNEN | 3:ARGUMENT=LAUFENDER EINTRAG	1:RELATION=EINTRAGSVERBINDUNG | 2:ACTION_HEAD=ZUORDNEN | 3:ARGUMENT=EINTRAGSEINHEIT	1	Ordne den laufenden Eintrag über die Eintragsverbindung zu.	Ordne die Eintragseinheit über die Eintragsverbindung zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR079	L+K+OR	L+K+Y	HERBAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	Y	PFLANZENPOSTEN	OR	ARBEITSEINHEIT	1:RELATION=VERBINDUNG IM PFLANZENARTIKEL | 2:ACTION_HEAD=MATERIAL ZUGEBEN | 3:ARGUMENT=PFLANZENPOSTEN	1:RELATION=VERBINDUNG IM PFLANZENARTIKEL | 2:ACTION_HEAD=MATERIAL ZUGEBEN | 3:ARGUMENT=ARBEITSEINHEIT	1	Gib den Pflanzenposten über die Verbindung im Pflanzenartikel zu.	Gib die Arbeitseinheit über die Verbindung im Pflanzenartikel zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR079	L+K+OR	L+K+Y	BIOLOGICAL	YES	3	Y	STATIONSPOSTEN	OR	STATIONSEINHEIT	1:RELATION=SICHTBARE VERBINDUNG | 2:ACTION_HEAD=POSTEN ZUFÜHREN | 3:ARGUMENT=STATIONSPOSTEN	1:RELATION=SICHTBARE VERBINDUNG | 2:ACTION_HEAD=POSTEN ZUFÜHREN | 3:ARGUMENT=STATIONSEINHEIT	1	Führe den Stationsposten über die sichtbare Verbindung zu.	Führe die Stationseinheit über die sichtbare Verbindung zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR079	L+K+OR	L+K+Y	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	Y	POSITIONSPOSTEN	OR	POSITIONSEINHEIT	1:RELATION=RINGVERBINDUNG | 2:ACTION_HEAD=WERT ZUORDNEN | 3:ARGUMENT=POSITIONSPOSTEN	1:RELATION=RINGVERBINDUNG | 2:ACTION_HEAD=WERT ZUORDNEN | 3:ARGUMENT=POSITIONSEINHEIT	1	Ordne den Positionsposten über die Ringverbindung zu.	Ordne die Positionseinheit über die Ringverbindung zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR079	L+K+OR	L+K+Y	PHARMA	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	Y	DROGENPOSTEN	OR	ANSATZEINHEIT	1:RELATION=GEFÄSSVERBINDUNG | 2:ACTION_HEAD=ZUTAT ZUGEBEN | 3:ARGUMENT=DROGENPOSTEN	1:RELATION=GEFÄSSVERBINDUNG | 2:ACTION_HEAD=ZUTAT ZUGEBEN | 3:ARGUMENT=ANSATZEINHEIT	1	Gib den Drogenposten über die Gefäßverbindung zu.	Gib die Ansatzeinheit über die Gefäßverbindung zu.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR080	O+OR	O+AIIN	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIIN	KENNWERT	OR	EINTRAGSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=KENNWERT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=EINTRAGSEINHEIT	1	Führe den Kennwert aus.	Führe die Eintragseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR080	O+OR	O+AIIN	HERBAL	YES	2	AIIN	ARBEITSWERT	OR	ARBEITSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=ARBEITSWERT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=ARBEITSEINHEIT	1	Führe den Arbeitswert aus.	Führe die Arbeitseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR080	O+OR	O+AIIN	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIIN	STATIONSWERT	OR	STATIONSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=STATIONSWERT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=STATIONSEINHEIT	1	Führe den Stationswert aus.	Führe die Stationseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR080	O+OR	O+AIIN	CELESTIAL	YES	2	AIIN	POSITIONSWERT	OR	POSITIONSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=POSITIONSWERT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=POSITIONSEINHEIT	1	Führe den Positionswert aus.	Führe die Positionseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR080	O+OR	O+AIIN	PHARMA	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIIN	MENGENWERT	OR	ANSATZEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=MENGENWERT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=ANSATZEINHEIT	1	Führe den Mengenwert aus.	Führe die Ansatzeinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR081	O+OR	O+AIN	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIN	TEILWERT	OR	EINTRAGSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=TEILWERT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=EINTRAGSEINHEIT	1	Führe den Teilwert aus.	Führe die Eintragseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR081	O+OR	O+AIN	HERBAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIN	MATERIALANTEIL	OR	ARBEITSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=MATERIALANTEIL	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=ARBEITSEINHEIT	1	Führe den Materialanteil aus.	Führe die Arbeitseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR081	O+OR	O+AIN	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIN	STATIONSANTEIL	OR	STATIONSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=STATIONSANTEIL	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=STATIONSEINHEIT	1	Führe den Stationsanteil aus.	Führe die Stationseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR081	O+OR	O+AIN	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIN	SEKTORANTEIL	OR	POSITIONSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=SEKTORANTEIL	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=POSITIONSEINHEIT	1	Führe den Sektoranteil aus.	Führe die Positionseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR081	O+OR	O+AIN	PHARMA	YES	2	AIN	DROGENANTEIL	OR	ANSATZEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=DROGENANTEIL	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=ANSATZEINHEIT	1	Führe den Drogenanteil aus.	Führe die Ansatzeinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR082	O+OR	O+Y	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	Y	LAUFENDER EINTRAG	OR	EINTRAGSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=LAUFENDER EINTRAG	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=EINTRAGSEINHEIT	1	Führe den laufenden Eintrag aus.	Führe die Eintragseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR082	O+OR	O+Y	HERBAL	YES	2	Y	PFLANZENPOSTEN	OR	ARBEITSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=PFLANZENPOSTEN	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=ARBEITSEINHEIT	1	Führe den Pflanzenposten aus.	Führe die Arbeitseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR082	O+OR	O+Y	BIOLOGICAL	YES	2	Y	STATIONSPOSTEN	OR	STATIONSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=STATIONSPOSTEN	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=STATIONSEINHEIT	1	Führe den Stationsposten aus.	Führe die Stationseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR082	O+OR	O+Y	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	Y	POSITIONSPOSTEN	OR	POSITIONSEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=POSITIONSPOSTEN	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=POSITIONSEINHEIT	1	Führe den Positionsposten aus.	Führe die Positionseinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR082	O+OR	O+Y	PHARMA	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	Y	DROGENPOSTEN	OR	ANSATZEINHEIT	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=DROGENPOSTEN	1:FORMAL_CONTROL=AUSFÜHRUNG | 2:ARGUMENT=ANSATZEINHEIT	1	Führe den Drogenposten aus.	Führe die Ansatzeinheit aus.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR083	OK+CH+AIIN	K+CH+AIIN	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	1	K	ZUORDNEN	OK	EINTRAGEN	1:ACTION_HEAD=ZUORDNEN | 2:ACTION_HEAD=ENTNEHMEN | 3:ARGUMENT=KENNWERT	1:ACTION_HEAD=EINTRAGEN | 2:ACTION_HEAD=ENTNEHMEN | 3:ARGUMENT=KENNWERT	1	Ordne den Kennwert zu; entnimm den Kennwert.	Trage den Kennwert ein; entnimm den Kennwert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR083	OK+CH+AIIN	K+CH+AIIN	HERBAL	YES	1	K	MATERIAL ZUGEBEN	OK	ARBEITSGANG ANSETZEN	1:ACTION_HEAD=MATERIAL ZUGEBEN | 2:ACTION_HEAD=PFLANZENTEIL NEHMEN | 3:ARGUMENT=ARBEITSWERT	1:ACTION_HEAD=ARBEITSGANG ANSETZEN | 2:ACTION_HEAD=PFLANZENTEIL NEHMEN | 3:ARGUMENT=ARBEITSWERT	1	Gib den Arbeitswert zu; nimm den Arbeitswert.	Setze den Arbeitswert im Arbeitsgang an; nimm den Arbeitswert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR083	OK+CH+AIIN	K+CH+AIIN	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	1	K	POSTEN ZUFÜHREN	OK	STATIONSGANG ANSETZEN	1:ACTION_HEAD=POSTEN ZUFÜHREN | 2:ACTION_HEAD=POSTEN ENTNEHMEN | 3:ARGUMENT=STATIONSWERT	1:ACTION_HEAD=STATIONSGANG ANSETZEN | 2:ACTION_HEAD=POSTEN ENTNEHMEN | 3:ARGUMENT=STATIONSWERT	1	Führe den Stationswert zu; entnimm den Stationswert.	Setze den Stationswert im Stationsgang an; entnimm den Stationswert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR083	OK+CH+AIIN	K+CH+AIIN	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	1	K	WERT ZUORDNEN	OK	POSITION SETZEN	1:ACTION_HEAD=WERT ZUORDNEN | 2:ACTION_HEAD=POSITION AUFNEHMEN | 3:ARGUMENT=POSITIONSWERT	1:ACTION_HEAD=POSITION SETZEN | 2:ACTION_HEAD=POSITION AUFNEHMEN | 3:ARGUMENT=POSITIONSWERT	1	Ordne den Positionswert zu; nimm den Positionswert auf.	Setze den Positionswert; nimm den Positionswert auf.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR083	OK+CH+AIIN	K+CH+AIIN	PHARMA	NO__COUNTERFACTUAL_REGISTER_EXPANSION	1	K	ZUTAT ZUGEBEN	OK	ANSATZ ANSETZEN	1:ACTION_HEAD=ZUTAT ZUGEBEN | 2:ACTION_HEAD=DROGENPOSTEN NEHMEN | 3:ARGUMENT=MENGENWERT	1:ACTION_HEAD=ANSATZ ANSETZEN | 2:ACTION_HEAD=DROGENPOSTEN NEHMEN | 3:ARGUMENT=MENGENWERT	1	Gib den Mengenwert zu; nimm den Mengenwert.	Setze den Mengenwert als Ansatz an; nimm den Mengenwert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR084	OK+CH+AIIN	OK+CH+OR	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	OR	EINTRAGSEINHEIT	AIIN	KENNWERT	1:ACTION_HEAD=EINTRAGEN | 2:ACTION_HEAD=ENTNEHMEN | 3:ARGUMENT=EINTRAGSEINHEIT	1:ACTION_HEAD=EINTRAGEN | 2:ACTION_HEAD=ENTNEHMEN | 3:ARGUMENT=KENNWERT	1	Trage die Eintragseinheit ein; entnimm die Eintragseinheit.	Trage den Kennwert ein; entnimm den Kennwert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR084	OK+CH+AIIN	OK+CH+OR	HERBAL	YES	3	OR	ARBEITSEINHEIT	AIIN	ARBEITSWERT	1:ACTION_HEAD=ARBEITSGANG ANSETZEN | 2:ACTION_HEAD=PFLANZENTEIL NEHMEN | 3:ARGUMENT=ARBEITSEINHEIT	1:ACTION_HEAD=ARBEITSGANG ANSETZEN | 2:ACTION_HEAD=PFLANZENTEIL NEHMEN | 3:ARGUMENT=ARBEITSWERT	1	Setze die Arbeitseinheit im Arbeitsgang an; nimm die Arbeitseinheit.	Setze den Arbeitswert im Arbeitsgang an; nimm den Arbeitswert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR084	OK+CH+AIIN	OK+CH+OR	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	OR	STATIONSEINHEIT	AIIN	STATIONSWERT	1:ACTION_HEAD=STATIONSGANG ANSETZEN | 2:ACTION_HEAD=POSTEN ENTNEHMEN | 3:ARGUMENT=STATIONSEINHEIT	1:ACTION_HEAD=STATIONSGANG ANSETZEN | 2:ACTION_HEAD=POSTEN ENTNEHMEN | 3:ARGUMENT=STATIONSWERT	1	Setze die Stationseinheit im Stationsgang an; entnimm die Stationseinheit.	Setze den Stationswert im Stationsgang an; entnimm den Stationswert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR084	OK+CH+AIIN	OK+CH+OR	CELESTIAL	YES	3	OR	POSITIONSEINHEIT	AIIN	POSITIONSWERT	1:ACTION_HEAD=POSITION SETZEN | 2:ACTION_HEAD=POSITION AUFNEHMEN | 3:ARGUMENT=POSITIONSEINHEIT	1:ACTION_HEAD=POSITION SETZEN | 2:ACTION_HEAD=POSITION AUFNEHMEN | 3:ARGUMENT=POSITIONSWERT	1	Setze die Positionseinheit; nimm die Positionseinheit auf.	Setze den Positionswert; nimm den Positionswert auf.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR084	OK+CH+AIIN	OK+CH+OR	PHARMA	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	OR	ANSATZEINHEIT	AIIN	MENGENWERT	1:ACTION_HEAD=ANSATZ ANSETZEN | 2:ACTION_HEAD=DROGENPOSTEN NEHMEN | 3:ARGUMENT=ANSATZEINHEIT	1:ACTION_HEAD=ANSATZ ANSETZEN | 2:ACTION_HEAD=DROGENPOSTEN NEHMEN | 3:ARGUMENT=MENGENWERT	1	Setze die Ansatzeinheit als Ansatz an; nimm die Ansatzeinheit.	Setze den Mengenwert als Ansatz an; nimm den Mengenwert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR085	OK+CH+AIIN	OK+CH+Y	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	Y	LAUFENDER EINTRAG	AIIN	KENNWERT	1:ACTION_HEAD=EINTRAGEN | 2:ACTION_HEAD=ENTNEHMEN | 3:ARGUMENT=LAUFENDER EINTRAG	1:ACTION_HEAD=EINTRAGEN | 2:ACTION_HEAD=ENTNEHMEN | 3:ARGUMENT=KENNWERT	1	Trage den laufenden Eintrag ein; entnimm den laufenden Eintrag.	Trage den Kennwert ein; entnimm den Kennwert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR085	OK+CH+AIIN	OK+CH+Y	HERBAL	YES	3	Y	PFLANZENPOSTEN	AIIN	ARBEITSWERT	1:ACTION_HEAD=ARBEITSGANG ANSETZEN | 2:ACTION_HEAD=PFLANZENTEIL NEHMEN | 3:ARGUMENT=PFLANZENPOSTEN	1:ACTION_HEAD=ARBEITSGANG ANSETZEN | 2:ACTION_HEAD=PFLANZENTEIL NEHMEN | 3:ARGUMENT=ARBEITSWERT	1	Setze den Pflanzenposten im Arbeitsgang an; nimm den Pflanzenposten.	Setze den Arbeitswert im Arbeitsgang an; nimm den Arbeitswert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR085	OK+CH+AIIN	OK+CH+Y	BIOLOGICAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	Y	STATIONSPOSTEN	AIIN	STATIONSWERT	1:ACTION_HEAD=STATIONSGANG ANSETZEN | 2:ACTION_HEAD=POSTEN ENTNEHMEN | 3:ARGUMENT=STATIONSPOSTEN	1:ACTION_HEAD=STATIONSGANG ANSETZEN | 2:ACTION_HEAD=POSTEN ENTNEHMEN | 3:ARGUMENT=STATIONSWERT	1	Setze den Stationsposten im Stationsgang an; entnimm den Stationsposten.	Setze den Stationswert im Stationsgang an; entnimm den Stationswert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR085	OK+CH+AIIN	OK+CH+Y	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	Y	POSITIONSPOSTEN	AIIN	POSITIONSWERT	1:ACTION_HEAD=POSITION SETZEN | 2:ACTION_HEAD=POSITION AUFNEHMEN | 3:ARGUMENT=POSITIONSPOSTEN	1:ACTION_HEAD=POSITION SETZEN | 2:ACTION_HEAD=POSITION AUFNEHMEN | 3:ARGUMENT=POSITIONSWERT	1	Setze den Positionsposten; nimm den Positionsposten auf.	Setze den Positionswert; nimm den Positionswert auf.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR085	OK+CH+AIIN	OK+CH+Y	PHARMA	NO__COUNTERFACTUAL_REGISTER_EXPANSION	3	Y	DROGENPOSTEN	AIIN	MENGENWERT	1:ACTION_HEAD=ANSATZ ANSETZEN | 2:ACTION_HEAD=DROGENPOSTEN NEHMEN | 3:ARGUMENT=DROGENPOSTEN	1:ACTION_HEAD=ANSATZ ANSETZEN | 2:ACTION_HEAD=DROGENPOSTEN NEHMEN | 3:ARGUMENT=MENGENWERT	1	Setze den Drogenposten als Ansatz an; nimm den Drogenposten.	Setze den Mengenwert als Ansatz an; nimm den Mengenwert.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR086	OK+L	OK+AIR	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIR	LESEBAHN	L	EINTRAGSVERBINDUNG	1:ACTION_HEAD=EINTRAGEN | 2:RELATION=LESEBAHN	1:ACTION_HEAD=EINTRAGEN | 2:RELATION=EINTRAGSVERBINDUNG	1	Trage entlang der Lesebahn ein.	Trage über die Eintragsverbindung ein.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR086	OK+L	OK+AIR	HERBAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIR	VERARBEITUNGSBAHN	L	VERBINDUNG IM PFLANZENARTIKEL	1:ACTION_HEAD=ARBEITSGANG ANSETZEN | 2:RELATION=VERARBEITUNGSBAHN	1:ACTION_HEAD=ARBEITSGANG ANSETZEN | 2:RELATION=VERBINDUNG IM PFLANZENARTIKEL	1	Setze entlang der Verarbeitungsbahn im Arbeitsgang an.	Setze über die Verbindung im Pflanzenartikel im Arbeitsgang an.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR086	OK+L	OK+AIR	BIOLOGICAL	YES	2	AIR	STATIONSBAHN	L	SICHTBARE VERBINDUNG	1:ACTION_HEAD=STATIONSGANG ANSETZEN | 2:RELATION=STATIONSBAHN	1:ACTION_HEAD=STATIONSGANG ANSETZEN | 2:RELATION=SICHTBARE VERBINDUNG	1	Setze entlang der Stationsbahn im Stationsgang an.	Setze über die sichtbare Verbindung im Stationsgang an.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR086	OK+L	OK+AIR	CELESTIAL	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AIR	RINGBAHN	L	RINGVERBINDUNG	1:ACTION_HEAD=POSITION SETZEN | 2:RELATION=RINGBAHN	1:ACTION_HEAD=POSITION SETZEN | 2:RELATION=RINGVERBINDUNG	1	Setze entlang der Ringbahn.	Setze über die Ringverbindung.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR086	OK+L	OK+AIR	PHARMA	YES	2	AIR	TRANSFERBAHN	L	GEFÄSSVERBINDUNG	1:ACTION_HEAD=ANSATZ ANSETZEN | 2:RELATION=TRANSFERBAHN	1:ACTION_HEAD=ANSATZ ANSETZEN | 2:RELATION=GEFÄSSVERBINDUNG	1	Setze entlang der Transferbahn als Ansatz an.	Setze über die Gefäßverbindung als Ansatz an.	YES	YES	LOCAL_CONTRAST_VISIBLE
NR087	OK+L	OK+AL	SOURCE_SECTION_T	NO__COUNTERFACTUAL_REGISTER_EXPANSION	2	AL	ZIELSPALTE	L	EINTRAGSVERBINDUNG	1:ACTION_HEAD=EINTRAGEN | 2:RELATION=ZIELSPALTE	1:ACTION_HEAD=EINTRAGEN | 2:RELATION=EINTRAGSVERBINDUNG	1	Trage an der Zielspalte ein.	Trage über die Eintragsverbindung ein.	YES	YES	LOCAL_CONTRAST_VISIBLE
