page	locus	token_ordinal	surface	v63_token_gloss_de	v64_token_gloss_de	v64_changed	v64_rule_id	decision_class	practical_head_de	live_rivals_de	preparation_span_count	preparation_roles	formal_routes	basis	v65_token_gloss_de	v65_changed	v65_rule_id	v65_composition	v65_family	v65_product_rival_de	v65_visible_tail	v65_whole_extension	v65_basis	v66_tournament_role	v66_rule_id	v66_fraction_de	v66_fraction_changed	v66_share_de	v66_share_changed	v66_stage_de	v66_stage_changed	v66_class_de	v66_class_changed	v66_selected_candidate	v66_selected_gloss_de	v66_selected_changed	v66_selected_semantic_role	v66_selected_override_id
f27r	f27r.9	4	chol	trocken	trocken	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trocken	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trocken	0	trocken	0	trocken	0	trocken	0	share	trocken	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f27r	f27r.9	5	oty	kalter Ansatz am Anfang des Grades	kalter Ansatz am Anfang des Grades	0	NONE	KEEP_V63	INHERITED	NONE	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	NONE	kalter Ansatz am Anfang des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalter Ansatz am Anfang des Grades	0	kalter Ansatz am Anfang des Grades	0	kalter Ansatz am Anfang des Grades	0	kalter Ansatz am Anfang des Grades	0	share	kalter Ansatz am Anfang des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f27r	f27r.9	6	chy	trocken am Anfang des Grades	trocken am Anfang des Grades	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trocken am Anfang des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trocken am Anfang des Grades	0	trocken am Anfang des Grades	0	trocken am Anfang des Grades	0	trocken am Anfang des Grades	0	share	trocken am Anfang des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f27r	f27r.9	7	tolg	ein Gran kalten Drogenmaterials	ein Gran kalten Drogenmaterials	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	ein Gran kalten Drogenmaterials	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	ein Gran kalten Drogenmaterials	0	ein Gran kalten Drogenmaterials	0	ein Gran kalten Drogenmaterials	0	ein Gran kalten Drogenmaterials	0	share	ein Gran kalten Drogenmaterials	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f30r	f30r.9	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	share	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f30r	f30r.9	2	qochar	erste Trockenfraktion nehmen	erste Trockenfraktion nehmen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	erste Trockenfraktion nehmen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	erste Trockenfraktion nehmen	0	erste Trockenfraktion nehmen	0	erste Trockenfraktion nehmen	0	erste Trockenfraktion nehmen	0	share	erste Trockenfraktion nehmen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f30r	f30r.9	3	chol	trocken	trocken	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trocken	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trocken	0	trocken	0	trocken	0	trocken	0	share	trocken	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f30r	f30r.9	4	keeaiin	vollständig erhitzt, Stufe III	vollständig erhitzt, Stufe III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	vollständig erhitzt, Stufe III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	vollständig erhitzt, Stufe III	0	vollständig erhitzt, Stufe III	0	vollständig erhitzt, Stufe III	0	vollständig erhitzt, Stufe III	0	share	vollständig erhitzt, Stufe III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f30r	f30r.9	5	chcthey	Krautdroge bis zur mittleren Stufe trocknen	Krautdroge bis zur mittleren Stufe trocknen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Krautdroge bis zur mittleren Stufe trocknen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Krautdroge bis zur mittleren Stufe trocknen	0	Krautdroge bis zur mittleren Stufe trocknen	0	Krautdroge bis zur mittleren Stufe trocknen	0	Krautdroge bis zur mittleren Stufe trocknen	0	share	Krautdroge bis zur mittleren Stufe trocknen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f30r	f30r.9	6	chor	Pflanzenteil	Pflanzenteil	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Pflanzenteil	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Pflanzenteil	0	Pflanzenteil	0	Pflanzenteil	0	Pflanzenteil	0	share	Pflanzenteil	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f30r	f30r.9	7	cheky	bis zur mittleren Trockenstufe, dann leicht erhitzen	bis zur mittleren Trockenstufe, dann leicht erhitzen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	bis zur mittleren Trockenstufe, dann leicht erhitzen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	bis zur mittleren Trockenstufe, dann leicht erhitzen	0	bis zur mittleren Trockenstufe, dann leicht erhitzen	0	bis zur mittleren Trockenstufe, dann leicht erhitzen	0	bis zur mittleren Trockenstufe, dann leicht erhitzen	0	share	bis zur mittleren Trockenstufe, dann leicht erhitzen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f49r	f49r.16	1	qocho	Trockenansatz nehmen	getrocknete Droge nehmen	1	P030	MATERIAL_RESULT_COLLAPSE	getrocknete Droge	Trockenzubereitung|Trockenmasse	1	COMPOUND_HEAD	LEARNED_WHOLE_OR_UNEXPORTED	Das direkte Nehmen verlangt einen handhabbaren Stoffkopf; Droge ist praktischer als industrielles Trockengut.	getrocknete Droge nehmen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	getrocknete Droge nehmen	0	getrocknete Droge nehmen	0	getrocknete Droge nehmen	0	getrocknete Droge nehmen	0	share	getrocknete Droge nehmen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f49r	f49r.16	2	cheey	trocken am Ende des Grades	trocken am Ende des Grades	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	trocken am Ende des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	trocken am Ende des Grades	0	trocken am Ende des Grades	0	trocken am Ende des Grades	0	trocken am Ende des Grades	0	share	trocken am Ende des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f49r	f49r.16	3	dchey	fertige abgemessene Mittelstufen-Trockenportion	fertige abgemessene Mittelstufen-Trockenportion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	fertige abgemessene Mittelstufen-Trockenportion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	fertige abgemessene Mittelstufen-Trockenportion	0	fertige abgemessene Mittelstufen-Trockenportion	0	fertige abgemessene Mittelstufen-Trockenportion	0	fertige abgemessene Mittelstufen-Trockenportion	0	share	fertige abgemessene Mittelstufen-Trockenportion	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f49r	f49r.16	4	qotchody	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	0	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	0	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	0	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	0	share	abkühlen, bis zur Mittelstufe trocknen und neu ansetzen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f56r	f56r.6	1	ykcho	hieraus einen heiß-trockenen Ansatz bereiten	hieraus eine warme Trockenmischung bereiten	1	P032	INTERMEDIATE_DRY_PREPARATION	Trockenmischung	heiße Trockenzubereitung|Trockenextrakt	1	HEAD	LEARNED_WHOLE_OR_UNEXPORTED	K fügt Wärme zur selben Trockenmischung hinzu, die t in der kalten Schwester trägt; das lizenzierte Verb bereiten bleibt erhalten.	hieraus eine warme Trockenmischung bereiten	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	hieraus eine warme Trockenmischung bereiten	0	hieraus eine warme Trockenmischung bereiten	0	hieraus eine warme Trockenmischung bereiten	0	hieraus eine warme Trockenmischung bereiten	0	share	hieraus eine warme Trockenmischung bereiten	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f56r	f56r.6	2	dy	;	;	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	;	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	;	0	;	0	;	0	;	0	share	;	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f56r	f56r.6	3	dchey	fertige abgemessene Mittelstufen-Trockenportion	fertige abgemessene Mittelstufen-Trockenportion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	fertige abgemessene Mittelstufen-Trockenportion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	fertige abgemessene Mittelstufen-Trockenportion	0	fertige abgemessene Mittelstufen-Trockenportion	0	fertige abgemessene Mittelstufen-Trockenportion	0	fertige abgemessene Mittelstufen-Trockenportion	0	share	fertige abgemessene Mittelstufen-Trockenportion	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f56r	f56r.6	4	keey	heiß am Ende des Grades	heiß am Ende des Grades	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß am Ende des Grades	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß am Ende des Grades	0	heiß am Ende des Grades	0	heiß am Ende des Grades	0	heiß am Ende des Grades	0	share	heiß am Ende des Grades	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f56r	f56r.6	5	daiin	Qualitätsgrad III des heißen Endzustands	Qualitätsgrad III des heißen Endzustands	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Qualitätsgrad III des heißen Endzustands	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Qualitätsgrad III des heißen Endzustands	0	Qualitätsgrad III des heißen Endzustands	0	Qualitätsgrad III des heißen Endzustands	0	Qualitätsgrad III des heißen Endzustands	0	share	Qualitätsgrad III des heißen Endzustands	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f56r	f56r.6	6	y	.	.	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	.	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	.	0	.	0	.	0	.	0	share	.	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f75r	f75r.3	1	qokain	heiß, Grad II	heiß, Grad II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß, Grad II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß, Grad II	0	heiß, Grad II	0	heiß, Grad II	0	heiß, Grad II	0	share	heiß, Grad II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f75r	f75r.3	2	chal	Rohstoffklasse I, trocken am Gradanfang	Rohstoffklasse I, trocken am Gradanfang	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Rohstoffklasse I, trocken am Gradanfang	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Rohstoffklasse I, trocken am Gradanfang	0	Rohstoffklasse I, trocken am Gradanfang	0	Rohstoffklasse I, trocken am Gradanfang	0	Rohstoffklasse I, trocken am Gradanfang	0	share	Rohstoffklasse I, trocken am Gradanfang	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f75r	f75r.3	3	orchey	eine Portion bis zur Mittelstufe getrocknete Droge	eine Portion bis zur Mittelstufe getrocknete Droge	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	eine Portion bis zur Mittelstufe getrocknete Droge	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	eine Portion bis zur Mittelstufe getrocknete Droge	0	eine Portion bis zur Mittelstufe getrocknete Droge	0	eine Portion bis zur Mittelstufe getrocknete Droge	0	eine Portion bis zur Mittelstufe getrocknete Droge	0	share	eine Portion bis zur Mittelstufe getrocknete Droge	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f75r	f75r.3	4	qey	die vorstehende Mittelstufenportion anschließend nehmen	die vorstehende Mittelstufenportion anschließend nehmen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	die vorstehende Mittelstufenportion anschließend nehmen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	die vorstehende Mittelstufenportion anschließend nehmen	0	die vorstehende Mittelstufenportion anschließend nehmen	0	die vorstehende Mittelstufenportion anschließend nehmen	0	die vorstehende Mittelstufenportion anschließend nehmen	0	share	die vorstehende Mittelstufenportion anschließend nehmen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f75r	f75r.3	5	kain	heiß, Grad II	heiß, Grad II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß, Grad II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß, Grad II	0	heiß, Grad II	0	heiß, Grad II	0	heiß, Grad II	0	share	heiß, Grad II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f75r	f75r.3	6	sheeky	vollständig einweichen, erhitzen und abschließen	vollständig einweichen, erhitzen und abschließen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	vollständig einweichen, erhitzen und abschließen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	vollständig einweichen, erhitzen und abschließen	0	vollständig einweichen, erhitzen und abschließen	0	vollständig einweichen, erhitzen und abschließen	0	vollständig einweichen, erhitzen und abschließen	0	share	vollständig einweichen, erhitzen und abschließen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f75r	f75r.3	7	ltain	Holz, kalt auf Stufe II	Holz, kalt auf Stufe II	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Holz, kalt auf Stufe II	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Holz, kalt auf Stufe II	0	Holz, kalt auf Stufe II	0	Holz, kalt auf Stufe II	0	Holz, kalt auf Stufe II	0	share	Holz, kalt auf Stufe II	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f75r	f75r.3	8	olkar	erste erhitzte Holzfraktion im Ansatz	erster heißer Holzauszug	1	P041	LOCAL_CONTEXT_WHOLE	Holzauszug	erste erhitzte Fraktion des Holzansatzes	1	LOCATIVE_CONTEXT	PROVISIONAL_LOCAL_SCOPE	Konkrete lokale Working Main; erst die nächste vollständige O/Q-Fraktionsrunde darf daraus eine Stammprognose machen.	Fraktion I des heißen Holzansatzes	1	F011	O_PREP+L_WOOD+K_HOT+AR_FRACTION_I	O_PREP_MATERIAL_R_LADDER	heißer Holzauszug I		NONE	Materialkopf Holz plus Hitze plus Fraktion I; Genitiv erhält die Klammerung.	TARGET_41	H011	Fraktion I des heißen Holzansatzes	0	Anteil I des heißen Holzansatzes	1	heißer Holzansatz auf Zubereitungsstufe I	1	heißer Holzansatz, Stoffklasse I	1	share	Anteil I des heißen Holzansatzes	1	R_INDEXED_MATERIAL_SHARE_SELECTOR	NONE
f75r	f75r.3	9	or	Drogenportion	Drogenportion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Drogenportion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	CONTROL_OR_PORTION	C001	Drogenportion	0	Drogenportion	0	Drogenportion	0	Drogenportion	0	share	Drogenportion	0	OR_INDEPENDENT_PORTION	NONE
f76v	f76v.10	1	cphdor	eine Portion Arzneikompositum abmessen	eine Portion Arzneikompositum abmessen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	eine Portion Arzneikompositum abmessen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	eine Portion Arzneikompositum abmessen	0	eine Portion Arzneikompositum abmessen	0	eine Portion Arzneikompositum abmessen	0	eine Portion Arzneikompositum abmessen	0	share	eine Portion Arzneikompositum abmessen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f76v	f76v.10	2	shedal	feuchte abgemessene Rohstoffmenge I in der Gradmitte	feuchte abgemessene Rohstoffmenge I in der Gradmitte	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	feuchte abgemessene Rohstoffmenge I in der Gradmitte	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	feuchte abgemessene Rohstoffmenge I in der Gradmitte	0	feuchte abgemessene Rohstoffmenge I in der Gradmitte	0	feuchte abgemessene Rohstoffmenge I in der Gradmitte	0	feuchte abgemessene Rohstoffmenge I in der Gradmitte	0	share	feuchte abgemessene Rohstoffmenge I in der Gradmitte	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f76v	f76v.10	3	qopchdy	fertig getrocknetes Pulver nehmen	fertig getrocknetes Pulver nehmen	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	fertig getrocknetes Pulver nehmen	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	fertig getrocknetes Pulver nehmen	0	fertig getrocknetes Pulver nehmen	0	fertig getrocknetes Pulver nehmen	0	fertig getrocknetes Pulver nehmen	0	share	fertig getrocknetes Pulver nehmen	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f76v	f76v.10	4	dshedy	bis zur Mittelstufe angefeuchtete Drogenportion	bis zur Mittelstufe angefeuchtete Drogenportion	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	bis zur Mittelstufe angefeuchtete Drogenportion	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	bis zur Mittelstufe angefeuchtete Drogenportion	0	bis zur Mittelstufe angefeuchtete Drogenportion	0	bis zur Mittelstufe angefeuchtete Drogenportion	0	bis zur Mittelstufe angefeuchtete Drogenportion	0	share	bis zur Mittelstufe angefeuchtete Drogenportion	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f76v	f76v.10	5	shedy	mittlere Feuchtstufe erreicht	mittlere Feuchtstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	mittlere Feuchtstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	share	mittlere Feuchtstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f76v	f76v.10	6	tchedy	kalt-trockene Mittelstufe erreicht	kalt-trockene Mittelstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	kalt-trockene Mittelstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	kalt-trockene Mittelstufe erreicht	0	kalt-trockene Mittelstufe erreicht	0	kalt-trockene Mittelstufe erreicht	0	kalt-trockene Mittelstufe erreicht	0	share	kalt-trockene Mittelstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f76v	f76v.10	7	lsheetal	Rohholz I, vollständig eingeweicht und kaltgestellt	Rohholz I, vollständig eingeweicht und kaltgestellt	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Rohholz I, vollständig eingeweicht und kaltgestellt	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Rohholz I, vollständig eingeweicht und kaltgestellt	0	Rohholz I, vollständig eingeweicht und kaltgestellt	0	Rohholz I, vollständig eingeweicht und kaltgestellt	0	Rohholz I, vollständig eingeweicht und kaltgestellt	0	share	Rohholz I, vollständig eingeweicht und kaltgestellt	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f76v	f76v.10	8	shecphy	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	share	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f76v	f76v.10	9	daiin	drei Portionen des eingeweichten Arzneikompositums	drei Portionen des eingeweichten Arzneikompositums	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	drei Portionen des eingeweichten Arzneikompositums	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	drei Portionen des eingeweichten Arzneikompositums	0	drei Portionen des eingeweichten Arzneikompositums	0	drei Portionen des eingeweichten Arzneikompositums	0	drei Portionen des eingeweichten Arzneikompositums	0	share	drei Portionen des eingeweichten Arzneikompositums	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f76v	f76v.10	10	dy	.	.	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	.	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	.	0	.	0	.	0	.	0	share	.	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f77r	f77r.38	1	pol	Pulverstoff	Pulverstoff	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Pulverstoff	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Pulverstoff	0	Pulverstoff	0	Pulverstoff	0	Pulverstoff	0	share	Pulverstoff	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f77r	f77r.38	2	shedy	mittlere Feuchtstufe erreicht	mittlere Feuchtstufe erreicht	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	mittlere Feuchtstufe erreicht	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	mittlere Feuchtstufe erreicht	0	share	mittlere Feuchtstufe erreicht	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f77r	f77r.38	3	qoeedy	nimm die Endportion hinzu	nimm die Endportion hinzu	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	nimm die Endportion hinzu	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	nimm die Endportion hinzu	0	nimm die Endportion hinzu	0	nimm die Endportion hinzu	0	nimm die Endportion hinzu	0	share	nimm die Endportion hinzu	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f77r	f77r.38	4	qokaiin	heiß, Grad III	heiß, Grad III	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	heiß, Grad III	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	heiß, Grad III	0	share	heiß, Grad III	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f77r	f77r.38	5	chcphey	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	share	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
f77r	f77r.38	6	qol	Drogenstoff zugeben	Drogenstoff zugeben	0	NONE	KEEP_V63	INHERITED	NONE	0	NONE	NONE	NONE	Drogenstoff zugeben	0	NONE	INHERITED	INHERITED	NONE		NONE	UNCHANGED_V64	INHERITED	NONE	Drogenstoff zugeben	0	Drogenstoff zugeben	0	Drogenstoff zugeben	0	Drogenstoff zugeben	0	share	Drogenstoff zugeben	0	INHERITED_OUTSIDE_GDT693_HEAD_SCOPE	NONE
