joint_tuple_id	surface_family	common_visible_core	occurrences	records	pages	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	reading_type	local_expansion_examples_de	variation_note	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	paradigm_revision	revision_strength	revision_note	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_source	component_completion_strength	component_completion_note	direction_previous_segmentation	direction_previous_nucleus_de	direction_previous_gloss_de	direction_revision_source	direction_revision_strength	direction_revision_note	quantity_previous_segmentation	quantity_previous_nucleus_de	quantity_previous_gloss_de	quantity_revision_source	quantity_revision_strength	quantity_revision_note	state_endpoint_previous_segmentation	state_endpoint_previous_nucleus_de	state_endpoint_previous_gloss_de	state_endpoint_revision_family	state_endpoint_revision_strength	state_endpoint_revision_note	filtration_previous_segmentation	filtration_previous_nucleus_de	filtration_previous_gloss_de	filtration_revision_family	filtration_revision_strength	filtration_revision_note	application_previous_segmentation	application_previous_nucleus_de	application_previous_gloss_de	application_revision_family	application_revision_strength	application_revision_note	r3_previous_segmentation	r3_previous_nucleus_de	r3_previous_gloss_de	r3_revision_family	r3_revision_strength	r3_revision_note
3e9c7f217843b588489d	raly	raly	1	B6	f83r	raly=erste Öffnung	erste Öffnung	erste Öffnung	CONCRETE_MEMORIZED_WHOLE_WORD	Die erste Öffnung	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	raly=erste Öffnung	erste Öffnung	erste Öffnung	UNCHANGED	UNCHANGED	NOT_APPLICABLE
403c1592f918c8f23b88	ykain	ykain	1	H4	f55v	Y_REFERENT+K_HULL+AIN_PORTION	Y=laufender Posten; AIN=Portion	eine Portion des laufenden Postens	SELECTED_QUANTITY_PREPARATION__QUANTITY_EXTENSION	Mengen-/Zubereitungsfassung: eine Portion des laufenden Postens	NONE; quantity/preparation: The near-minimal YKAIN/YKAN/YKAIIN series is shorter than three unrelated sentence glosses.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	ykain=Blätter zerstoßen	Blätter zerstoßen	Blätter zerstoßen	QUANTITY_EXTENSION	SELECTED_SINGLETON_PREDICTION	The near-minimal YKAIN/YKAN/YKAIIN series is shorter than three unrelated sentence glosses.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	Y_REFERENT+K_HULL+AIN_PORTION	Y=laufender Posten; AIN=Portion	eine Portion des laufenden Postens	UNCHANGED	UNCHANGED	NOT_APPLICABLE
409de02322e7b2ca0c62	kaiiin	kaiiin	1	H2	f10r	K_SOFT_HULL+IIN_TARGET_GRADE	K=weich; IIN=Sollstufe	weiche Sollstufe	SELECTED_STATE_ENDPOINT__IIN_GRADE	Zustandsfassung: weiche Sollstufe	NONE; quantity/preparation: This retains the earlier soft result while exposing the IIN grade contribution.; state/endpoint: The learned soft hull supplies the concrete dimension; IIN still supplies grade.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	kaiiin=weiche Salbe	weiche Salbe	weiche Salbe	GRADE_EXTENSION	SELECTED_SINGLETON_PREDICTION	This retains the earlier soft result while exposing the IIN grade contribution.	K_SOFT_HULL+IIN_GRADE	IIN=Konsistenzgrad; K=weich	weiche Konsistenz	IIN_GRADE	SELECTED_SINGLETON_EXTENSION	The learned soft hull supplies the concrete dimension; IIN still supplies grade.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	K_SOFT_HULL+IIN_TARGET_GRADE	K=weich; IIN=Sollstufe	weiche Sollstufe	UNCHANGED	UNCHANGED	NOT_APPLICABLE
428a5e3662aa57b4b256	schoal	schoal	1	H3	f11r	schoal=in Wein kochen	in Wein kochen	in Wein kochen	CONCRETE_MEMORIZED_WHOLE_WORD	Koche sie in reinem Wein	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	schoal=in Wein kochen	in Wein kochen	in Wein kochen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
42cdc187d5b9ffc60063	solkey	solkey	1	B4	f83r	SOLK_COLLECTION+GRADE_1+Y_CURRENT_ITEM	SOLK=Auffangstelle; E=kurz; Y=aktueller Posten	kurz auffangen	SELECTED_FILTRATION__SOLK_COLLECTION	Filtrationsfassung: kurz auffangen	NONE; completion: One open event at the right S-run/multiport owner; not a global SOLK root.; state/endpoint: Y supplies the item, not openness; the cell merely lacks a close.; filtration: Brief collection at the local owner-bound receiving station.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	solkey=oberen Lauf öffnen	oberen Lauf öffnen	oberen Lauf öffnen	HOLD_CORES	SELECTED_LOCAL_STATION	One open event at the right S-run/multiport owner; not a global SOLK root.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OLK~SOLK_COLLECTION_STATION+GRADE_1	gelernte lokale Sammelstellenfamilie; kurzer Grad	Sammelstelle kurz öffnen oder aktiv halten	SOLK_STATE_GRID	SELECTED_LOCAL_SINGLETON	Y supplies the item, not openness; the cell merely lacks a close.	SOLK_COLLECTION+GRADE_1+Y_CURRENT_ITEM	SOLK=Auffangstelle; E=kurz; Y=aktueller Posten	den Posten kurz an der Auffangstelle halten	SOLK_COLLECTION	SELECTED_LOCAL_GRADED_FAMILY	Brief collection at the local owner-bound receiving station.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	SOLK_COLLECTION+GRADE_1+Y_CURRENT_ITEM	SOLK=Auffangstelle; E=kurz; Y=aktueller Posten	kurz auffangen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
433713294b25b0a12f66	lchedal	lchedal	1	B1	f81v	L+CHED+AL_SITE	L+CHED=hinausführen; AL=Stelle	Auslassstelle	SELECTED_APPLICATION__AL_SITE_EXTENSION	Anwendungsfassung: Auslassstelle	NONE; Revision: Einzelbeleg; unteres Becken ist nur eine mögliche Bildkonkretisierung der allgemeineren Stelle.; direction: Pairs directly with P+CHED+AL.; application: The transfer hull supplies outlet; AL supplies only site.	lch=ablassen + al=Stelle	ablassen + Stelle	Ablassstelle	CHED_PARADIGM	MEDIUM_HIGH	Einzelbeleg; unteres Becken ist nur eine mögliche Bildkonkretisierung der allgemeineren Stelle.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	L+CHED+AL	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; AL=Stelle	Ablass- oder Transferstelle	DIRECTION_WORKSHOP	SELECTED_COMPOSITIONAL	Pairs directly with P+CHED+AL.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	L+CHED+AL_TARGET	L+CHED=hinausführen; AL=Auslassstelle	Auslassstelle	AL_SITE_EXTENSION	SELECTED_SINGLETON_COMPOSITION	The transfer hull supplies outlet; AL supplies only site.	L+CHED+AL_SITE	L+CHED=hinausführen; AL=Stelle	Auslassstelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE
43eb9aa12959b4d5cdc9	qekey	qekey	1	B6	f83r	qekey=ungekocht	ungekocht	ungekocht	CONCRETE_MEMORIZED_WHOLE_WORD	Ohne Kochen	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	qekey=ungekocht	ungekocht	ungekocht	UNCHANGED	UNCHANGED	NOT_APPLICABLE
497cbd9c7401810ff56b	otol	otol	1	H2	f10r	OT+OL	OT=danach; OL=weiter	danach weiter	SELECTED_QUANTITY_PREPARATION__ORDER_COMPOSITION	Mengen-/Zubereitungsfassung: danach weiter	NONE; quantity/preparation: This was already predicted by the historical compositional model and removes an unmotivated handful noun.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	otol=Handvoll	Handvoll	Handvoll	ORDER_COMPOSITION	SELECTED_SINGLETON_PREDICTION	This was already predicted by the historical compositional model and removes an unmotivated handful noun.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT+OL	OT=danach; OL=weiter	danach weiter	UNCHANGED	UNCHANGED	NOT_APPLICABLE
4a7a6326ac95a8809302	qokaly	qokaly	1	B2	f82r	Q_RENDERER+OK+AL_SITE+Y_REFERENT	OK=einsetzen; AL=Stelle; Y=laufender Posten	Posten zur Stelle setzen	SELECTED_APPLICATION__AL_SITE	Anwendungsfassung: Posten zur Stelle setzen	NONE; Revision: zweiter Lauf gestrichen; completion: The components are stable; exact argument order is represented by this one card.; direction: Preserves the prior Y/CHY completion.; application: The following cloth/passage chain is technical, showing that AL is not inherently anatomical.	qokaly=zweiter Lauf	zweiter Lauf	zweiter Lauf	OK_PARADIGM	PARTIAL_COMPOSITION	zweiter Lauf gestrichen	OK+AL+Y	OK=in den laufenden Arbeitsgang setzen; Zielstelle plus laufender Ansatz	laufenden Ansatz zur Zielstelle führen	Y_CHY	SELECTED_PARTIAL_COMPOSITION	The components are stable; exact argument order is represented by this one card.	OK+AL+Y_REFERENT	OK=in Arbeit setzen; AL=Zielstelle; Y=laufender Posten	den laufenden Posten an der Zielstelle einsetzen	DIRECTION_WORKSHOP	SELECTED_COMPOSITIONAL	Preserves the prior Y/CHY completion.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	Q_RENDERER+OK+AL_TARGET+Y_REFERENT	OK=in Arbeit setzen; AL=Ziel; Y=laufender Posten	den laufenden Posten an der Zielstelle einsetzen	AL_SITE	SELECTED_SINGLETON_COMPOSITION	The following cloth/passage chain is technical, showing that AL is not inherently anatomical.	Q_RENDERER+OK+AL_SITE+Y_REFERENT	OK=einsetzen; AL=Stelle; Y=laufender Posten	Posten zur Stelle setzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
4d4559019a961b834aa1	char|dar|sar	ar	5	B1|B2|B3|H1|H2	f10r|f81v|f82r|f83r	AR_SOURCE	AR=Quelle oder Vorrat; aus/von	aus demselben Vorrat	SELECTED_DIRECTIONAL_COMPLETION__DIRECTION_WORKSHOP	Richtungsfassung: aus demselben Vorrat	eine Bedeutung, mehrere lokale Anwendungen; direction: Five occurrences preserve a source contribution across Herbal and Biological records.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	ar=aus	aus	aus demselben Ansatz	DIRECTION_WORKSHOP	SELECTED_RECURRENT	Five occurrences preserve a source contribution across Herbal and Biological records.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	AR_SOURCE	AR=Quelle oder Vorrat; aus/von	aus demselben Vorrat	UNCHANGED	UNCHANGED	NOT_APPLICABLE
4da0f0f7b5fc7ac20067	ral	ral	1	B1	f81v	ral=abkühlen	abkühlen	abkühlen	CONCRETE_MEMORIZED_WHOLE_WORD	Und lasse es abkühlen	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	ral=abkühlen	abkühlen	abkühlen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
4de12cf322dfb76ded1e	otchedy|qotchedy	otchedy	2	B3	f83r	OT+CHED+TERMINAL_Y / RENDERER_Q+OT+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OT=danach oder nächster; Q ohne Semantik; OT=danach oder nächster; umhüllte DY-Abschlusskonstruktion	danach oder erneut umsetzen; Schluss	PARADIGM_CHD_CHED	Stammkonsistente Werkstattlektüre: danach oder erneut umsetzen; Schluss	NONE; Revision: Die alte Lesung gleichteilig mischen enthält keinen sichtbaren Gleichheits- oder Mengenanteil. / Gleiche exakte Karte wie otchedy; gleichteilig mischen wird mangels sichtbarer Gleichheitskomponente verworfen.	otche=gleichteilig mischen + dy=Ende	gleichteilig mischen + Ende	gleichteilig mischen; Ende	CHED_PARADIGM	MEDIUM_HIGH	Die alte Lesung gleichteilig mischen enthält keinen sichtbaren Gleichheits- oder Mengenanteil. / Gleiche exakte Karte wie otchedy; gleichteilig mischen wird mangels sichtbarer Gleichheitskomponente verworfen.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT+CHED+TERMINAL_Y / RENDERER_Q+OT+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OT=danach oder nächster; Q ohne Semantik; OT=danach oder nächster; umhüllte DY-Abschlusskonstruktion	danach oder erneut umsetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
4eab1841ed655c20a348	sheckhal	sheckhal	1	B1	f81v	sheckhal=mäßige Menge	mäßige Menge	mäßige Menge	CONCRETE_MEMORIZED_WHOLE_WORD	Eine mäßige Menge	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	sheckhal=mäßige Menge	mäßige Menge	mäßige Menge	UNCHANGED	UNCHANGED	NOT_APPLICABLE
53cd0637c6820ba5e91f	dain	dain	2	B4|B6	f83r	DAIN_FILTER_CLOTH_WHOLE_CARD	DAIN=Tuch	Tuch	SELECTED_FILTRATION__CLOTH_NOMENCLATOR	Filtrationsfassung: Tuch	NONE; filtration: Two tool-slot occurrences; DAIN is not decomposed as AIIN=measure.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	dain=durch Tuch	durch Tuch	durch Tuch	CLOTH_NOMENCLATOR	SELECTED_RECURRENT_WHOLE_CARD	Two tool-slot occurrences; DAIN is not decomposed as AIIN=measure.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	DAIN_FILTER_CLOTH_WHOLE_CARD	DAIN=Tuch	Tuch	UNCHANGED	UNCHANGED	NOT_APPLICABLE
54d0e228ca346110af05	otaiin|sotaiin	otaiin	3	B2|B3	f82r|f83r	OT+AIIN_MEASURE	OT=danach oder nächster; AIIN=Maß	das nächste Maß	SELECTED_QUANTITY_PREPARATION__MEASURE_COMPOSITION	Mengen-/Zubereitungsfassung: das nächste Maß	NONE; quantity/preparation: The old previous-measure repetition was not contributed by OT.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	ot=danach + aiin=Maß	danach + Maß	voriges Maß wiederholen	MEASURE_COMPOSITION	SELECTED_RECURRENT	The old previous-measure repetition was not contributed by OT.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT+AIIN_MEASURE	OT=danach oder nächster; AIIN=Maß	das nächste Maß	UNCHANGED	UNCHANGED	NOT_APPLICABLE
54e32e9c1414b20640e9	sshkchdy	sshkchdy	1	B1	f81v	SSHK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; SSHK unbestimmt; umhüllte DY-Abschlusskonstruktion	unter besonderer Bedingung umsetzen; Schluss	PARADIGM_CHD_CHED	Stammkonsistente Werkstattlektüre: unter besonderer Bedingung umsetzen; Schluss	NONE; Revision: Einzelbeleg; warm halten ist nicht kompositionell aus SSHK ableitbar.	sshkch=warm halten + dy=Ende	warm halten + Ende	warm halten; Ende	CHED_PARADIGM	LOW	Einzelbeleg; warm halten ist nicht kompositionell aus SSHK ableitbar.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	SSHK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; SSHK unbestimmt; umhüllte DY-Abschlusskonstruktion	unter besonderer Bedingung umsetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
577c03a928d674d420d7	shoyty	shoyty	1	H3	f11r	shoyty=Blütenanteil zurückhalten	Blütenanteil zurückhalten	Blütenanteil zurückhalten	CONCRETE_MEMORIZED_WHOLE_WORD	Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	shoyty=Blütenanteil zurückhalten	Blütenanteil zurückhalten	Blütenanteil zurückhalten	UNCHANGED	UNCHANGED	NOT_APPLICABLE
5d5e0b288cf36864ed9d	oteey	oteey	2	B2	f82r	OT_NEXT+GRADE_2+Y_CURRENT_ITEM	OT=danach; EE=anhaltend; Y=aktueller Posten	den nächsten Posten länger einwirken lassen	SELECTED_STATE_ENDPOINT__OT_STATE_GRID	Zustandsfassung: den nächsten Posten länger einwirken lassen	NONE; Revision: EE-Y-Gegenstück; konkretes Medium nicht in EE; completion: A two-event OT+EE+Y extension of the contact grid.; state/endpoint: Two sustained open members on f82r.	oteey=Badezusatz	Badezusatz	Badezusatz	E_GRADE_PARADIGM	SELECTED_PROVISIONAL_COMPOSITION	EE-Y-Gegenstück; konkretes Medium nicht in EE	OT+EE+Y	E-Grad=SUSTAINED_HOLD; Zustand=OPEN_ACTIVE	danach anhaltend einwirken lassen; Arbeitszustand offen	Y_CHY	SELECTED_CONTEXT_BOUND	A two-event OT+EE+Y extension of the contact grid.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT+E_GRADE_2+Y_REFERENT	OT=danach; EE=anhaltender Kontakt; Y=laufender Posten	den laufenden Posten danach anhaltend einwirken lassen	OT_STATE_GRID	SELECTED_RECURRENT	Two sustained open members on f82r.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT_NEXT+GRADE_2+Y_CURRENT_ITEM	OT=danach; EE=anhaltend; Y=aktueller Posten	den nächsten Posten länger einwirken lassen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
5e8441397e7c0faf042b	chedchy	chedchy	1	B3	f83r	CHED+CHY[wrapped Y_REFERENT]	CHED=umsetzen oder zuführen; CHY=laufender Posten	den laufenden Posten zuführen oder umsetzen	SELECTED_COMPONENT_COMPLETION__Y_CHY	Komponentenfassung: den laufenden Posten zuführen oder umsetzen	NONE; Revision: Einzelbeleg; warmes Wasser ist im sichtbaren Wort nicht eigens markiert.; completion: Singleton but compositionally licensed by the CHED and Y families.	chedchy=warmes Wasser eingießen	warmes Wasser eingießen	warmes Wasser eingießen	CHED_PARADIGM	MEDIUM_STRUCTURE__LOW_MEANING	Einzelbeleg; warmes Wasser ist im sichtbaren Wort nicht eigens markiert.	CHED+CHY	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; CHY=Y-Hülle beziehungsweise laufender Ansatz	Ansatz zuführen oder umsetzen	Y_CHY	SELECTED_CONTEXT_BOUND	Singleton but compositionally licensed by the CHED and Y families.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	CHED+CHY[wrapped Y_REFERENT]	CHED=umsetzen oder zuführen; CHY=laufender Posten	den laufenden Posten zuführen oder umsetzen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
5eff216ba51fbfb21f22	ls	ls	1	B2	f82r	ls=erste Öffnung	erste Öffnung	erste Öffnung	CONCRETE_MEMORIZED_WHOLE_WORD	Die erste Öffnung	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	ls=erste Öffnung	erste Öffnung	erste Öffnung	UNCHANGED	UNCHANGED	NOT_APPLICABLE
5fca8fc3dee57e1d8c1f	lcheey	lcheey	1	B2	f82r	LCHEEY_WET_SITE_WHOLE_CARD	LCHEEY=benetzte Stelle	benetzte Stelle	SELECTED_APPLICATION__APPLICATION_SITE_DECK	Anwendungsfassung: benetzte Stelle	NONE; application: The lower f82r figure/pool owner supports contact but not an anatomical name.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	lcheey=benetzte Körperstelle	benetzte Körperstelle	benetzte Körperstelle	APPLICATION_SITE_DECK	SELECTED_SINGLETON_WHOLE_CARD	The lower f82r figure/pool owner supports contact but not an anatomical name.	LCHEEY_WET_SITE_WHOLE_CARD	LCHEEY=benetzte Stelle	benetzte Stelle	UNCHANGED	UNCHANGED	NOT_APPLICABLE
601b77449028deed39de	otchdy	otchdy	1	B5	f83r	OT+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OT=danach oder nächster; umhüllte DY-Abschlusskonstruktion	danach umsetzen; Schluss	PARADIGM_CHD_CHED	Stammkonsistente Werkstattlektüre: danach umsetzen; Schluss	NONE; Revision: Einzelbeleg; abziehen ist als spezifische Richtung unbegründet und kann eine lokale Konkretisierung bleiben.	otch=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	CHED_PARADIGM	MEDIUM	Einzelbeleg; abziehen ist als spezifische Richtung unbegründet und kann eine lokale Konkretisierung bleiben.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OT+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OT=danach oder nächster; umhüllte DY-Abschlusskonstruktion	danach umsetzen; Schluss	UNCHANGED	UNCHANGED	NOT_APPLICABLE
61a075bc54793c1c781f	sotodan	sotodan	1	H5	f56r	sotodan=gebrauchen	gebrauchen	gebrauchen	CONCRETE_MEMORIZED_WHOLE_WORD	Gebrauche ihn bei trockenem Husten	NONE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	sotodan=gebrauchen	gebrauchen	gebrauchen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
62ff059766b21c7de083	otytchol	otytchol	1	H1	f10r	OTYTCHOL_COLLECT_WHOLE_CARD	OTYTCHOL=auffangen	auffangen	SELECTED_FILTRATION__COLLECT_STORE_NOMENCLATOR	Filtrationsfassung: auffangen	NONE; filtration: First extract is the local H1 expansion; the card default is the shorter operation.				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE				UNCHANGED	UNCHANGED	NOT_APPLICABLE	otytchol=ersten Auszug auffangen	ersten Auszug auffangen	ersten Auszug auffangen	COLLECT_STORE_NOMENCLATOR	SELECTED_SINGLETON_WHOLE_CARD	First extract is the local H1 expansion; the card default is the shorter operation.				UNCHANGED	UNCHANGED	NOT_APPLICABLE	OTYTCHOL_COLLECT_WHOLE_CARD	OTYTCHOL=auffangen	auffangen	UNCHANGED	UNCHANGED	NOT_APPLICABLE
